Column1,Column2,Column3
,"Italian heirloom with bright, candy-red exteriors and interior flesh beautifully marked in alternating rings of cherry red and white. Delicious sweet flavor and fine texture. Great tasting leafy tops.
            
            
            
            
      			
              
                Seed Count: Approx. 580 / Weight: 5 g",
,"We’ve mixed equal amounts of seed for these great-tasting, high-yielding hybrid varieties with early and later season maturities for the longest possible harvests. Plant and grow them together and you’ll be enjoying their sweet blue-green spears for weeks as they ripen in succession. We’ve chosen cultivars for flavorful, extra-fancy, tightly beaded main heads and abundant side shoots. All three have excellent disease resistance and weather tolerance. 

            
            
            
            
      			
              
                Seed Count: Approx. 117 / Weight: 470 mg / F-1 Hybrid",
,"EXCLUSIVE - Vigorous early broccoli with nutty sweet flavor. Large central heads are followed by multiple side shoots for extended harvests. Strong disease resistance and great garden performance.
            
            
            
            
      			
              
                Seed Count: Approx. 50 / Weight: 120 mg / F-1 Hybrid",
,"Count on this top-quality, high-yielding hybrid variety to reliably produce flavorful, tightly beaded, big, blue-green domed heads, followed by abundant crops of delicious side shoots to enjoy over a long extended season. Best of all, strong growing and disease-resistant new Bravado has excellent flavor and a crunchy texture that makes it perfect for a wide variety of cooking options: quick stirfries, steaming, roasting or cut up for healthy snacks with hummus or onion dip.         
            
            
            
            
      			
              
                Seed Count: Approx. 45 / Weight: 250 mg / F-1 Hybrid",
,"Great tasting “superfood” Gai Lan is a cool season crop, ready to start harvesting in just 6 to 7 weeks. Its flavor is similar to fresh broccoli, but more mild and sweet and just delicious simply stirfried or quickly sautéed. Once you cut its thick, juicy stalks topped with edible buds and creamy blossoms, they will regrow for a second harvest. Besides flavor, Gai Lan is packed with vitamins and antioxidants. Grow your own; it’s hard to find in most markets!

            
            
            
            
      			
              
                Seed Count: Approx. 285 / Weight: 1.5 g / F-1 Hybrid",
,"Cool season Italian heirloom whose delicious dark green shoots, buds and leaves taste like broccoli with a real flavor punch. Vitamin-rich and very productive.
            
            
            
            
      			
              
                Seed Count: Approx. 875 / Weight: 2.5 g",
,"EXCLUSIVE – Also known as “cima di rapa” or “rapini,” this robust and rich-tasting traditional Italian heirloom is a quick growing, cool season favorite. Broccoli Raab produces an abundance of deep green leaves and
tender shoots topped with tiny bud clusters. Enjoy these full-flavored greens sautéed
in olive oil and garlic as Italian food lovers have for time immemorial. We import our “Sessentina” seed selection directly from Italy, so you can rely on its freshness and authenticity.
            
            
            
            
      			
              
                Seed Count: Approx. 500 / Weight: 2 g",
,"Extra-fancy variety bred for flavor and productivity offers heavy yields of solid, crunchy, bright green sprouts. Plants are burst and rot resistant and easily withstand early frosts for extended harvesting. 
            
            
            
            
      			
              
                Seed Count: Approx. 25-27 / Weight: 150 mg / F-1 Hybrid",
,"Big, dense, full-sized 12 inch heads with tightly wrapped, blemish-free outer leaves and light green to creamy white interiors. These crisp, juicy, heavy heads have a delicious mild, sweet flavor. Enjoy in quick stirfries, weeknight sautés, everyday salad making, or shredded for slaws and tacos. Perfect for Kimchi! Heads stand well in the garden to harvest over time. With its unbeatable disease resistance package, Emiko grows well in a wide range of climates and weather conditions.
            
            
            
            
      			
              
                Seed Count: Approx. 85 / Weight: 250 mg / F-1 Hybrid",
,"EXCLUSIVE – A traditional European specialty, these handsome cabbages have a solid, rounded, tightly wrapped base of leaves that taper to a point. Flavor is consistently mild and remarkably sweet. Enjoy Conehead’s great fresh flavor and crunchy texture sliced up in salads, shredded for coleslaw, or quickly sauté with a little cumin or caraway seeds, or add to tasty stirfries. Heads grow quickly and are uniform and heavy for their size with strong wrapper leaves and great weather tolerance.
            
            
            
            
      			
              
                Seed Count: Approx. 105 / Weight: 330 mg / F-1 Hybrid",
,"EXCLUSIVE - Our top-quality mini Napa or ""Chinese"" cabbage has juicy, tangy-sweet flesh and a delicious cool and crispy texture. Extremely vigorous, with excellent disease resistance, Little Jade plants form dense, vase-shaped 8 to 10 inch heads. Enjoy the versatile and nutritious crunchy stalks as a snack, with dips or in coleslaw. Stirfry for everyday meals; sauté quickly with garlic and ginger and add a handful of toasted peanuts or cashews and a splash of hot sauce. Or consider making your own kimchi!
            
            
            
            
      			
              
                Seed Count: Approx. 68 / Weight: 250 mg / F-1 Hybrid",
,"EXCLUSIVE - Our top-quality, totally gorgeous, deep purple-red Napa cabbage is imported from Korea. Because of its knockout deep purple color, Purple Express has an extremely high level of antioxidants, so enjoy its tangy-sweet, crunchy flesh knowing you are doing your body some real good! The heavy, dense heads are big, 10 to 12 inches tall, with excellent vigor and disease resistance, Enjoy in salads, with dips or in coleslaw. A color sensation for stirfry! Consider making your own kimchi!
            
            
            
            
      			
              
                Seed Count: Approx. 54 / Weight: 150 mg / F-1 Hybrid",
,"Our space-saving, early maturing baby cabbage variety quickly forms compact, dense little 5 inch heads, a perfect size for everyday meals. The tightly packed, crispy green heads have a delicious sweet flavor. Enjoy out of hand or chopped for salads or tacos, sautéed with ginger and soy sauce or a bit of butter and a pinch of caraway or cumin seed. Strong growing Pixie can take both heat or frosty weather so you can plant several times each season.
            
            
            
            
      			
              
                Seed Count: Approx. 90 / Weight: 400 mg / F-1 Hybrid",
,"Carefully bred in France for full sweet flavor and uniformly deep orange flesh, new Babette baby carrots offer American gardeners top quality and great versatility. They germinate and grow quickly in the garden with a smooth cylindrical shape and blunt tips. Pull Babettes by their vigorous foliage for true “mini” carrots at 3 to 4 inches long or leave them to size up. Either way these fine-fleshed carrots make delicious, healthy eating raw or quickly cooked.
            
            
            
            
      			
              
                Seed Count: Approx. 685-695 / Weight: 750 mg",
,"These well-bred new Nantes carrots have a slender, 6 to 7 inch long, perfectly cylindrical shape with blunt tips. Boleros are a beautiful deep orange with consistently sweet flavor and juicy brittle texture, perfect to harvest either full sized or as slim elegant baby carrots. They mature quickly with smooth skins that need little peeling and fine textured crispy flesh. Bolero is a fine French delicacy to savor fresh from your garden.
            
            
            
            
      			
              
                Seed Count: Approx. 375-380 / Weight: 1 g / Alternaria tolerant",
,"EXCLUSIVE – Our trio of colored carrots are creamy white, bright orange and a deep, dark purple with orange centers. All three are crisp, smooth and evenly cylindrical, growing to 8 inches long for a colorful harvest of festive roots. Their flavor is reliably sweet with a nice crunchy texture and you’ll enjoy this mix over a long season. Cut all three into carrot sticks or slice/shred into salads for a good tasting party of colors.

Equal parts:
White Satin F1, Mokum F1, Purple Rain F1
            
            
            
            
      			
              
                Seed Count: Approx. 500-600 / Weight: 800 mg",
,"EXCLUSIVE – Our choice mix of great tasting carrots in a kaleidoscope of fun colors includes orange, yellow, white and purple roots. Each color tastes subtly different and has different antioxidants, so you’re getting a lot of healthy eating from one packet. In addition to their eye candy colors, these are excellent all-purpose Dutch Nantes carrots with sweet, brittle, aromatic flesh that is first-rate for eating and juicing. They mature early, with strong tops that make them easy to harvest.
            
            
            
            
      			
              
                Seed Count: Approx. 860-865 / Weight: 700 mg",
,"EXCLUSIVE – Strike it rich with these long, handsome, sweet carrots. Our favorite in the Imperator hybrid class, King Midas offers large size and rich, fully developed carrot flavor. The vigorous roots grow steadily into smooth, nearly coreless 8 to 9 inch beauties, slightly tapered with pointed tips. The well-filled carrots have the deep orange flesh that indicates an especially high level of health enhancing beta-carotene. Slice them into abundant crunchy carrot stick snacks or fat carrot “coins” to lightly steam, sauté or stirfry.
            
            
            
            
      			
              
                Seed Count: Approx. 500 / Weight: 750 mg / F-1 Hybrid",
,"Whether you eat them raw or cooked, what we love about these great-looking, big dark purple carrots from Holland is that they grow vigorously and combine wonderful color, excellent sweet flavor and a crisp texture. These plump, conical carrots size up nicely and taper evenly from rounded shoulders to pointed tips. At the core is a little yellow sun. Purple Sun carrots are loaded with antioxidant flavonoids, so they taste great and offer real health benefits.
            
            
            
            
      			
              
                Seed Count: Approx. 405-410 / Weight: 550 mg / F-1 Hybrid",
,"Highly productive, glowing orange carrots with crisp flesh and especially well-rounded, sweet flavor. Romance is a strong producer of heavy carrots with sturdy tops; grows well in all climate zones.
            
            
            
            
      			
              
                Seed Count: Approx. 1550 / Weight: 1.25 g / F-1 Hybrid",
,"EXCLUSIVE – These petite, ball-shaped beauties are extra-tasty morsels to enjoy in just a few bites with excellent sweet flavor and crunchy texture. Delicious little Round Romeos have smooth-skinned orange flesh that needs no peeling; it's fun to eat them right in the garden. These baby gourmet carrots are perfect for containers because they don't need deeply prepared soil like other carrot root crops. Romeo carrots are easy to grow and perform well for both spring and fall planting.
            
            
            
            
      			
              
                Seed Count: Approx. 1500 / Weight: 1.5 g",
,"EXCLUSIVE – Fine Nantes carrot has classic long, cylindrical shape with blunt ends. This widely adopted variety is reliable to grow with great flavor and crispy orange flesh.
            
            
            
            
      			
              
                Seed Count: Approx. 1680 / Weight: 1.25 g",
,"Great-tasting, sweet and crunchy Chantenay carrot with fat, husky, tapering triangular roots that grow just 4 inches long. These plump beauties are fine-fleshed, juicy & bright orange to the core. They are wonderful fresh eating carrots. Because of their shorter length and impressive vigor, Short Stuff carrots are great for areas with heavy soils. Also perfect for planting in container gardens; use pots at least 12-15 inches deep and feed and water regularly for sweet roots.
            
            
            
            
      			
              
                Seed Count: Approx. 1550 / Weight: 1.5 g",
,"EXCLUSIVE – Easy to grow, crunchy-sweet Dutch carrots with fine textured, sweet tasting orange flesh. Perfect all round carrot for snacks, salads, juice or sautés.
            
            
            
            
      			
              
                Seed Count: Approx. 1550 / Weight: 1.25 g / F-1 Hybrid",
,"Our novelty mix offers gardeners the fun of growing both sunny yellow and bright orange carrots. You’ll have eye-catching rich harvests of crisp, smooth, evenly cylindrical roots that reach a full 8 inches in length. Both of these premium European varieties taste sweet and crispy with no soapy off-flavors and you can enjoy them over a long harvest period. Whether fresh sliced into carrot sticks, or quickly cooked, their sunshine bright colors are a kitchen gardener’s delight!

Equal parts: Yellowstone & Nantes Forto
            
            
            
            
      			
              
                Seed Count: Approx. 480-500 / Weight: 1 g",
,"EXCLUSIVE - This outstanding variety yields dense, 6 to 7 inch, dome-shaped heads with
tender, creamy-white curds and superb mild, nutty-sweet flavor. These top quality hybrid plants grow quickly, producing strong outer wrapper leaves
that protect both the quality and color of the developing
cauliflowers for harvestable heads extra early in the season.
The heads are delicious
whether cut up raw in salads,
quickly steamed, or tossed
with olive oil and roasted
to nutty perfection.
            
            
            
            
      			
              
                Seed Count: Approx. 45-50 / Weight: 250 mg / F-1 Hybrid",
,"This unique and delicious new cauliflower forms loose cream-colored heads, specially bred to divide into perfect individual florets without waste or mess when sliced in the kitchen. Fioretto cauliflower is also more heat tolerant than other cauliflowers, extending the season for this popular and delicious vegetable. Fioretto’s flavor is mild, sweet and nutty, whether you enjoy these tasty florets in salads, with dips, or quickly steamed, sautéed or oven roasted to delectable perfection.
            
            
            
            
      			
              
                Seed Count: Approx. 21 / Weight: 100 mg / F-1 Hybrid",
,"This top-quality new cauliflower grows smoothly into big domed heads with a beautiful rich purple color and superb mild, nutty, sweet flavor. Purple Crush really looks sensational in the garden, and in the kitchen, the purple florets offer both extra antioxidants and great taste. This vigorous new variety can be planted in both early spring and midsummer for abundant fall harvests. Enjoy the crisp florets cut up raw, lightly steamed with butter, or toss with olive oil and roast to nutty perfection.
            
            
            
            
      			
              
                Seed Count: Approx. 40 / Weight: 120 mg / F-1 Hybrid",
,"EXCLUSIVE - A European staple gaining popularity here, celeriac (a.k.a. celery root) produces big, solid knobby roots just above the ground. Once peeled, the white flesh has the flavor of mild celery and parsley. Our German-bred Prinz offers nutty, sweet flavor, fine texture and reliable, big yields that hold for harvest well in the garden. Shred celeriac for salads with a mayonnaise, lemon and mustard dressing, or cut up and simply roast or braise or add to soups and stews. 
            
            
            
            
      			
              
                Seed Count: Approx. 600 / Weight: 300 mg",
,"Merlin is a wonderful European variety developed especially for home gardens. These early producing, vigorous plants reliably yield tall 12 inch tender stalks. Enjoy Merlin right from the garden as an easy, cooling treat, and harvest the juicy stalks for fresh salads or crunchy sweet snacks. Add them to soups, stews and many other dishes. Air dry the leaves to use in winter cooking. Celery is an excellent source of vitamin K as well as folate and potassium.
            
            
            
            
      			
              
                Seed Count: Approx. 778 / Weight: 350 mg",
,"Our Pot of Gold is tasty, showy and easy to grow, with brilliant golden stems and contrasting, deep green savoyed leaves. Delicious, reliable and highly ornamental, it is a perfect choice for container growing. These vigorous plants thrive in all climate zones to grace patio or small space gardens. They are also a striking addition to mixed beds and borders. You will enjoy mild- flavored, crunchy chard in the kitchen from spring through late fall.
            
            
            
            
      			
              
                Seed Count: Approx. 100 / Weight: 3 g",
,"Our unique All America award winning chard dons a coat of many colors! The green leaves and crunchy stalks come in a vivid rainbow of yellow, crimson, gold, pink and white with an occasional gorgeous stem of orange. Originally from New Zealand heirloom stock, Bright Lights chard has a sweeter and milder flavor than ordinary varieties. Grow this tasty, nutritious and highly ornamental variety for delicious eating over a long season of productive harvests. 
            
            
            
            
      			
              
                Seed Count: Approx. 180 / Weight: 3 g",
,"EXCLUSIVE - Colorful, long-standing heirloom with green leaves and crunchy stalks that show off in a rainbow of colors, including red, pink, white, and gold.
            
            
            
            
      			
              
                Seed Count: Approx. 245 / Weight: 3 g",
,"EXCLUSIVE - A long-time favorite of Italian cooks for its flavor and substance, this fine variety has wide, crisp, silvery-white midribs and crinkled, shiny green leaves. The large-framed, handsome plants grow easily and vigorously from spring through late fall. Heirloom Silver Rib produces an abundance of big succulent leaves with sweet crunchy stalks to enjoy as mild, mellow-tasting greens. You’ll find it consistently delicious simply steamed with fresh lemon, sautéed with aromatics or added to stir-fries, soups, and casseroles. 
            
            
            
            
      			
              
                Seed Count: Approx. 155-165 / Weight: 3 g",
,"EXCLUSIVE – Simply WOW! in the garden. Our eye-catching color combo has gorgeous magenta and gold stalks in vivid colors that contrast beautifully with deep green, savoyed leaves. Neon Glow chard was carefully selected from multicolored New Zealand heirloom chard, so you’ll find it’s flavor sweeter and milder tasting than ordinary green varieties. Grow this “edible landscaping” chard for bright color and delicious eating over a long season. A striking addition to both vegetable and flower beds.
            
            
            
            
      			
              
                Seed Count: Approx. 68 / Weight: 3 g",
,"EXCLUSIVE - This striking new edible landscaping chard has crispy two-toned stalks striped in hot pink and white that are eye-catching against their vibrant green leaves. Harvest at the baby leaf stage for salads and then let the plants mature into beautiful, big-framed ornamental plants you can harvest and enjoy for months. Peppermint Stick is equally at home in vegetable gardens or flower beds. These bolt resistant plants stand up well to hot weather. 
            
            
            
            
      			
              
                Seed Count: Approx. 115 / Weight: 2.25 g",
,"Our newer selection of this American classic will delight both your eye and appetite. The wide crunchy stalks and leaf veins are a gorgeous magenta red that contrasts perfectly with the deep green savoyed leaves. This highly ornamental and weather tolerant chard’s vibrant color lights up the garden and will be equally at home in both your vegetable and flower beds. In the kitchen, the pretty leaves and stalks are versatile, succulent and good tasting.

            
            
            
            
      			
              
                Seed Count: Approx. 100 / Weight: 3 g",
,"EXCLUSIVE – Our crispy, nutty-flavored Baby Leaf chard is the fastest growing and best tasting, whether you use it in salads or steam, stirfry or braise its handsome green leaves. Easily grown by the “cut and come again” method, seeds are sown thickly, then cut as needed at 4-5 inches tall, leaving crowns to regrow for multiple additional harvests. With its tender texture and milder flavor, baby leaf chard makes wonderful garden- fresh salads.
            
            
            
            
      			
              
                Seed Count: Approx. 779 / Weight: 9.5 g",
,"Easy to grow Green Flash forms dense, 18 inch tall rosettes of thick, tender, big paddle-shaped leaves. This top-notch variety offers uniformity, vigor, high yields and bolt resistance for rapid regrowth and longer, more dependable harvests. Cut the handsome leaves often to enjoy their flavorful, sweet taste as succulent cooked greens. Mild, nutty-tasting collards are one of the most fiber and vitamin-rich vegetables you can grow in your home garden.
            
            
            
            
      			
              
                Seed Count: Approx. 75-80 / Weight: 400 mg / F-1 Hybrid",
,"EXCLUSIVE – Bon Jour is productive and early bearing, yielding luscious ears of rich tasting creamy-white and golden-yellow kernels a week before most other varieties. This vigorous new hybrid has 6 to 7 foot stalks with top quality, well filled ears, each with 14 to 16 rows of juicy kernels. Best of all, ears stay sweet and tender for an extended harvest when you don’t want to pick them all at once. Once picked, they hold their sweet flavor for a week.
            
            
            
            
      			
              
                Seed Count: Approx. 70-75 / Weight: 12 g / F-1 Hybrid",
,"EXCLUSIVE - Casino is a proven winner for earliness and quality with a perfect taste balance of sweetness and full corn flavor. This fine new hybrid has short, 4 to 5 foot stalks that bear top quality, 7-inch ears, each filled with 14 to 16 rows of sunny yellow, juicy kernels. Casino grows quickly, ripening plump ears a week before most other varieties and its golden cobs will hold their sweet flavor for days after harvest. Casino will satisfy all your sweet corn cravings! 
            
            
            
            
      			
              
                Seed Count: Approx. 52 / Weight: 10 g / F-1 Hybrid",
,"Early and productive bi-color corn known for its great eating quality and high yields of plump ears whose sweet, tender kernels hold their succulent sweetness after harvest.
 

            
            
            
            
      			
              
                Seed Count: Approx. 50 / Weight: 8 g / F-1 Hybrid",
,"EXCLUSIVE – Both delicious and decorative! The lustrous pink kernels of Mini Pink Pearls pop up easily and completely into fluffy white, crunchy, tender popcorn you’ll love for healthy snacking. Each 5-6 foot stalk has multiple 4-6 inch ears that mature extra early, so you can successfully grow your own popcorn even in short summer seasons. Enjoy an abundant harvest with just a small popcorn patch in the garden. This pretty, tasty popcorn was developed at the Bisek family farm in Minnesota.
            
            
            
            
      			
              
                Seed Count: Approx. 75 / Weight: 10 g",
,"Easy to grow, vigorous and early maturing, My Fair Lady’s big, well filled ears have tender golden kernels and exceptional full sweet flavor. Widely adapted, very productive variety.

            
            
            
            
      			
              
                Seed Count: Approx. 50-52 / Weight: 8 g / F-1 Hybrid",
,"EXCLUSIVE – Our favorite early white for top eating quality. Sugar Pearl’s fast-growing, vigorous stalks grow just 5 to 5 1/2 feet tall, producing delicious ears of pearly white sweet kernels with that delicate, meltingly tender flavor that characterizes really delicious white corn. Sugar Pearl was bred for specialty and farmers markets where taste is the prime criteria for success. This trouble-free and reliable variety is ideal for short or early season growing, ripening succulent ears before most other white varieties.
            
            
            
            
      			
              
                Seed Count: Approx. 62-65 / Weight: 7 g / F-1 Hybrid",
,"EXCLUSIVE - Bush Slicer offers juicy slicing cucumbers in record time on dwarf bushes, perfect for small space or container gardens. The straight, 6 to 8 inch-long fruits have smooth, tender skin with small seed cavities and sweet, crisp flesh. These sturdy indeterminate hybrid vines yield strong crops in both cool conditions and real summer heat. Bush Slicer is resistant to powdery mildew, cucumber mosaic virus and scab. Enjoy this space-saving cucumber in delicious salads from your own patio this season.
            
            
            
            
      			
              
                Seed Count: Approx. 15-20 / Weight: 500 mg / F-1 Hybrid",
,"EXCLUSIVE - Our cucumber lovers’ reward, 12 to 15 inch Chelsea Prize is the same long, elegantly slender English cucumber found at a premium price in upscale markets. These thin skinned, bitter-free cucumbers are always easy to digest with absolutely delicious crispy sweet flesh and few seeds. The handsome glossy fruits are produced in abundance from every node of the vigorous, self-pollinating vines. Enjoy them all summer in wafer-thin juicy slices for salads or cut into refreshing crisp wedges.(Scab resistant)
            
            
            
            
      			
              
                Seed Count: Approx. 16 / Weight: 500 mg / F-1 Hybrid",
,"EXCLUSIVE - This early bearing pickling or “Kirby” cucumber is a kitchen garden dynamo that produces an extended harvest of dark green, crispy, curved fruits with the traditional knobby “pickle” skin. Hybrid Endeavor is great tasting and high yielding. Vines will keep you well supplied for putting up many jars of your favorite treats like kosher dills, bread-and-butter slices, relish and traditional sweet pickles. Endeavor is also a fine crunchy, fresh-eating cucumber right from the vine. Plants are resistant to mosaic viruses and downy mildew. 
            
            
            
            
      			
              
                Seed Count: Approx. 34 / Weight: 700 mg",
,"EXCLUSIVE – Cornichons are tiny, European style “mini” pickles. Traditionally they are made into the tiny, tangy pickles often served with cocktails and pâtés. Our imported French Cornichons are both early and vigorous with vines that produce high yields of refined, firm-fleshed little pickles to harvest when well-filled and just a few inches long. They are super easy to make into delicious baby pickles or tiny, sweet, crunchy gherkins. Our disease-resistant, imported variety produces extra early.
            
            
            
            
      			
              
                Seed Count: Approx. 26 / Weight: 500 mg / F-1 Hybrid",
,"Garden Oasis is a deluxe Beit-Alpha style hybrid, renowned for quality throughout the Mediterranean basin but not often offered commercially here because its delicate flesh doesn’t permit easy shipping. The medium green fruits are smooth and glossy, about 5 to 8 inches long, with very thin and tender skins and pale, juicy crisp flesh—the ultimate in cool and crunchy refreshment. Strong and early bearing Oasis plants are resistant to mosaic viruses and powdery and downy mildew.
            
            
            
            
      			
              
                Seed Count: Approx. 30-35 / Weight: 750 mg / F-1 Hybrid",
,"EXCLUSIVE - Appetizing little Green Fingers are cute mini cucumbers that are smooth, thin-skinned, crispy, and ready to pick when just 3 to 5 inches long. The vigorous, powdery mildew tolerant vines are self-pollinating, early-bearing, and set fruits reliably even in difficult conditions. Enjoy these quality baby cucumbers all season long. It took us a long time to find a good seed source for these exceptional little baby cucumbers usually found only in Middle Eastern markets.
            
            
            
            
      			
              
                Seed Count: Approx. 17 / Weight: 400 mg / F-1 Hybrid",
,"An American favorite for
over a hundred years, lemon
cucumbers effortlessly produce
loads of pastel yellow
fruit just the color, size and
shape of pale lemons. They
have a mild, sweet flavor,
crisp texture and non-bitter,
thin skins. Cool and refreshing,
very young Lemon cukes
are delicious eaten right from
the garden like a fresh crispy
apple. You can also use them
for crunchy pickles. Vigorous
Lemon cucumber vines can
easily be trained up a trellis
or strings for easy harvesting.
            
            
            
            
      			
              
                Seed Count: Approx. 35-40 / Weight: 1 g",
,"Our own selection of this classic high yielding heirloom that produces long, dark green fruits with crunchy texture and mild sweet flavor. Weather tolerant and resistant to viruses and disease.
            
            
            
            
      			
              
                Seed Count: Approx. 30 / Weight: 725 mg",
,"Classic American heirloom whose vigorous leafy vines bear good crops of juicy slicing cucumbers with a crunchy texture and mild, sweet flavor.
            
            
            
            
      			
              
                Seed Count: Approx. 38-42 / Weight: 750 mg",
,"Asian heirloom cucumber producing lots of long, slender and ribbed, burpless deep green cukes with a fine delicate flavor and crispy texture that cucumber lovers will treasure.
            
            
            
            
      			
              
                Seed Count: Approx. 23 / Weight: 750 mg",
,"Distinctive Armenian heirloom cucumbers are creamy, pale-green with long, ridged fruits that have a wonderfully crisp, juicy texture. These traditional home garden favorites are also called “Yard-long Cucumbers.” Bitter-free and crunchy with very thin skins, they have few seeds and never get pithy or hollow-hearted. Armenians cut up into decorative scalloped slices, so they are both ornamental and delicious. Plants are heavy yielders and thrive in hot summer areas.   
            
            
            
            
      			
              
                Seed Count: Approx. 40-45 / Weight: 1.5 g",
,"Crunchy, juicy and thin-skinned, long ""burpless"" Tasty Green Japanese cucumbers combine vigor and productivity with fine sweet flavor and especially refreshing crispy texture. The vigorous vines bear early, yielding abundant slender 10 to 12 inch fruits that never need peeling. Tasty Green cukes are perfect in any kind of salad and equally delicious sliced and eaten out of hand with a sprinkle of salt. A classic that is easy to grow and tops for flavor and quality. 
            
            
            
            
      			
              
                Seed Count: Approx. 17 / Weight: 500 mg / F-1 Hybrid",
,"Thin-skinned with crisp, mild, juicy flesh, these burpless cucumbers never need peeling. Long, perfectly straight fruits on vigorous vines that produce right until frost.
            
            
            
            
      			
              
                Seed Count: Approx. 20 / Weight: 500 mg",
,"Our blend of 3 early-bearing varieties with heavy clusters of purple, green or white fruits shaped like chubby fat fingers. Flavor is truly luscious, with mild and nutty-tasting flesh.  Equal Parts: Purple, Green and White Fingers
            
            
            
            
      			
              
                Seed Count: Approx. 64 / Weight: 200 mg",
,"EXCLUSIVE - Our mixed seed packet offers an easy way to grow the three best varieties of hybrid Asian eggplants. Their glossy, tender skins enclose succulent, creamy-smooth flesh, that is never bitter and easy to quickly slice and cook. These beauties are borne in abundance with multiple clusters of slender, elongated fruits on well-branched, extra-early plants.Seeds are color coded with USDA food grade stain to distinguish varieties; make sure to plant some of each.Undyed seed: Asian Bride = lavender & white eggplantGreen seed: Charming = magenta eggplantPink seed: Farmer's Long = dark purple eggplant
            
            
            
            
      			
              
                Seed Count: Approx. 55-60 / Weight: 200 mg",
,"EXCLUSIVE - Our trio of delicious Italian eggplants combines teardrop-shaped, purple-black “Nadia,” gorgeous, oval-shaped magenta “Beatrice” and heirloom rose and white, globe-shaped “Rosa Bianca.” The strong plants with velvety leaves and lavender blossoms bear abundant crops of curvaceous glossy fruits with tender skins and succulent flesh that is never bitter or seedy. Enjoy in recipes from all Mediterranean cuisines.
Seeds are color coded with USDA food grade stain to distinguish varieties.
Undyed seed = Rosa Bianca eggplant
Green seed = Beatrice eggplant
Pink seed = Nadia eggplant
            
            
            
            
      			
              
                Seed Count: Approx. 45-50 / Weight: 200 mg / F-1 Hybrid",
,"EXCLUSIVE - Perfect for containers or small space gardens, compact Little Prince produces an abundance of glossy, 3 to 4 inch oval fruits borne in shiny clusters on pretty plants with velvety leaves and lavender blossoms. This productive variety is a real edible landscaping dynamo that will keep you well supplied with tasty fresh eggplants. Best of all, these curvaceous fruits have tender, glossy skins and succulent flesh that is never bitter or seedy and absolutely delicious in every favorite eggplant dish.
            
            
            
            
      			
              
                Seed Count: Approx. 25-30 / Weight: 100 mg / F-1 Hybrid",
,"Early bearing and prolific Italian favorite whose elongated dark purple fruits are almost seedless with flesh that is especially mild, nutty flavored and sweet. Wonderful grilled, baked or sautéed.
            
            
            
            
      			
              
                Seed Count: Approx. 50-55 / Weight: 200 mg",
,"Italian heirloom grows easily and reliably produces plump green oval bulbs with feathery tops. The crispy, sweet anise flesh is perfect for versatile salads, dips, or to roast, sauté or grill.
            
            
            
            
      			
              
                Seed Count: Approx. 73-76 / Weight: 250 mg",
,"EXCLUSIVE – This delicately flavored vegetable is also known as finocchio or Florence fennel. Plants form pale green flattened oval to round bulbs at soil level with feathery dark green tops. Premium Solaris is a fast-growing Dutch variety suited for spring, early summer and fall cultivation. Its refined, juicy-crisp flesh is marvelous sliced in salads and its wonderful nutty anise flavor softens and mellows when cooked. Grill Solaris over glowing coals or sauté to succulent melting sweetness. 
            
            
            
            
      			
              
                Seed Count: Approx. 150 / Weight: 500 mg / F-1 Hybrid",
,"We heartily recommend this robust and hardy garlic from the rocambole family for strong, reliable harvests in cold winter climates where the ground freezes hard. The easy to peel bulbs have striking reddish cloves around a center stalk. Garlic lovers look forward to its spicy, deliciously bold taste.Used raw, sautéed or roasted, German Red’s zesty flavor lends itself to any dish where garlic is important to make flavor combinations sing. Great for garlic bread! Super in pesto! Enjoy German red first; it is truly delicious, but doesn’t store as long as other varieties. Mid-season maturity.See All Garlic and Shallots1/2 lb. bag (3-6 full heads) / Hardneck",
,"Developed by California growers, this reliable, popular softneck is for everyone who loves a mild but true garlic flavor. The generous sized cloves slip apart easily and the heads are perfect for roasting whole.These handsome heads are white-skinned with occasional pink blush. Good choice for harvesting early as ""green garlic."" Mature heads are perfect for braiding. Early maturity.See All Garlic and Shallots1/2 lb. bag (3-6 full heads) / Softneck",
,"Hardy Chesnok Red, originally from the Republic of Georgia, is easily one of the most colorful garlic varieties we offer. It yields heavy, tightly wrapped striped heads whose 6 to 10 easy to peel cloves have cranberry tinted skins.Chesnok Red has a well-balanced flavor for eating raw, and when cooked it becomes gentle, earthy and rich with smooth sweetness and just a touch of heat. Wonderful roasted. This is the best variety to use for making garlic ice cream!Chesnok Red can handle poor soil more readily than other varieties and, like all hardneck varieties, it is a reliably long keeper. Mid-season harvest.See All Garlic and Shallots1/2 lb. bag (3-6 full heads) / Hardneck",
,"(Allium ampeloprasum)Not really a true garlic, Elephant garlic is more closely related to the leek family. Its common name probably came from its giant size. Each big clove can be almost the size of a whole head of regular garlic!Elephant Garlic flavors most dishes with a softer, less intense flavor than regular garlic. Perfect for a mellow, sweet garlic taste that doesn't overpower other ingredients. Bake the big cloves and spread their succulent roasted interiors to top bruschetta or baked potatoes. Excellent for soups and stews. Medium to late maturity.See All Garlic and Shallots1/2 lb. bag (4-6 large elephant garlic planting cloves)",
