,Names,Description,url
171,BuckwheatCover Crop Seed,"Sow in late May through July and till in about a month later, when flowering has begun. For grain harvest, sow 3 months before fall frost. Harvest after killing frost. Also available in organic seed.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw9e890612/images/products/farmseed/00966_01_buckwheat.jpg?sw=800&sh=800
172,Hairy VetchOrganic Cover Crop Seed,"Sow spring to late summer with or without grain, grass, or field peas. When sown in late summer, spring regrowth is vigorous and nitrogen producing for tilling in before planting the spring garden crops. Typical nitrogen produced is 110 lbs./acre. This rapid spring growth also makes it a good weed suppressant. Hairy vetch prefers well-drained soils with a pH of 6.0-7.0, and will do poorly in clay or wet fields. It will do well in soils too acidic for many clovers and alfalfas. May have some allelopathic properties, so it is best to allow 2-3 weeks between incorporating and seeding of small-seeded crops. This selected hardy strain is widely adapted and withstands all but severe winters if sown in late summer or fall. Sow at 1 lb./1,000 sq.ft. (40 lb./acre) with rye or oats. Inoculate with Garden Combination Inoculant (#7531) or Pea, Vetch, and Lentil Inoculant (#7534) for best performance. Blue label/Certified seed. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwc20f60d0/images/products/farmseed/0987g_01_hairyvetch.jpg?sw=800&sh=800
173,Field Peas (Maxum)Cover Crop Seed,"Pea tendrils (the most recent 6–8"" of growth) are also great in salad mixes, and the dry yellow peas can be cooked in soup. In spring or fall, sow alone at 3 lb./1,000 sq.ft. (120 lb./acre). Can also be mixed with vetch and/or oats, winter rye, or ryegrass. Peas smother weeds better than spring-sown clover. Inoculate with Garden Combination Inoculant (#7531) or Pea, Vetch, and Lentil Inoculant (#7534) for best performance.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw372c9201/images/products/farmseed/02340_01_maxumfieldpea.jpg?sw=800&cx=430&cy=100&cw=1000&ch=1000
174,Crimson CloverCover Crop Seed,"Grows to 1–3' and sports striking crimson blossoms in abundance. Where winter lows fall above -10°F (-23.3°C), it is sown in late summer, lies dormant in winter, resumes growth in spring, and flowers in May. Crimson clover fixes up to 200 pounds of nitrogen per acre, and prefers well-drained, loam soils with good organic matter content for best results. It is an excellent choice for underseeding as it grows well in the shade of other crops. Easier to incorporate in the spring than Hairy Vetch. Do not use for frost seeding as it won't handle the cold nearly as well as red clover. Crimson clover will not re-grow after close grazing or mowing once flowering has begun. Crimson clover does best in cool, humid weather and will perform poorly in the heat of summer. Sow 20-25 lb./acre alone or with grain/grass. May be pre-inoculated with OMRI Listed® EXCEED and coated with OMRI Listed® Nitro-Coat® Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw39fede6e/images/products/farmseed/00982_01_crimson_clover.jpg?sw=800&cx=324&cy=22&cw=1174&ch=1174
175,New Zealand White CloverCover Crop Seed,"Once established, white clover can handle foot and tractor traffic better than other clovers. The fibrous root system typically is in the top 8"" of soil, although it does have up to a 40"" tap root in the first year which dies each fall, leaving a passage for water to percolate through. More heat tolerant than some of the larger clovers, this is a low-growing (to 12"") perennial that can be sown into long-season row crops during the season to provide a ""living mulch."" Sow after first cultivation at 1/4 lb. per 1,000 sq.ft. (10 lb./acre) and rake or cultivate to cover. Also used for green manure, hay, and pasture. Inoculate with Alfalfa/True Clover Inoculant (#7535) for best performance.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwb38d3179/images/products/farmseed/00979_01_newzealandwhiteclover.jpg?sw=800&sh=800
176,Buckwheat (Common)Organic Cover Crop Seed,"Buckwheat is widely grown as a grain crop, bee pasture, soil improving cover crop and as wildlife cover. It is a warm season grain which grows rapidly during the summer and several crops per year may be had with proper management. This rapid and dense growth chokes out weeds and is used in crop-free fields in rotation with vegetables. Buckwheat is often grown to attract beneficial insects and as pasture for honey bees. Sow in late May through July and till in about a month later, when flowering has begun. For grain harvest, sow 3 months before fall frost. Harvest after killing frost. Planting rate: 2-3 lb./1,000 sq.ft. (60 lb./acre), one-fifth less when planting for grain harvest. Blue label/Certified seed. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw515cb470/images/products/farmseed/00966g_01_buckwheat.jpg?sw=800&cx=311&cy=16&cw=1154&ch=1154
177,Yellow MustardCover Crop Seed,"Mustard residues which contain glucosinolates are known to suppress soil-borne fungi and nematodes. For use as a soil biofumigant, mow mustard crop at flowering stage, but before mature seed set, and incorporate into the soil immediately. Performs best as a fall planted crop. Thrives in cool conditions. Sow at 15-20 lb./acre.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw0b918af1/images/products/farmseed/03522_01_mustard.jpg?sw=800&sh=800
178,Crimson CloverOrganic Cover Crop Seed,"Grows to 1-3' and sports striking crimson blossoms in abundance. Where winter lows fall above -10°F (-23.3°C), it is sown in late summer, lies dormant in winter, resumes growth in spring, and flowers in May. Crimson clover fixes up to 200 pounds of nitrogen per acre, and prefers well-drained, loam soils with good organic matter content for best results. It is an excellent choice for underseeding as it grows well in the shade of other crops. Easier to incorporate in the spring than Hairy Vetch. Do not use for frost seeding as it won't handle the cold nearly as well as red clover. Crimson clover will not re-grow after close grazing or mowing once flowering has begun. Crimson clover does best in cool, humid weather and will perform poorly in the heat of summer. Sow 20-25 lb./acre alone or with grain/grass. Inoculate with Inoculate with Alfalfa/True Clover Inoculant (#7535) for best performance. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw2a65554b/images/products/farmseed/00982g_01_crimson_clover.jpg?sw=800&cx=347&cy=45&cw=1150&ch=1150
179,Medium Red CloverOrganic Cover Crop Seed,"Fast to establish, tolerates most soil types, and is suitable for hay or silage. Often used as a cover crop between rows of vegetable crops if mowed to maintain manageability. Can fix up to 150 lb. of nitrogen per acre. Sow 5–15 lb. per acre. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw1f76a1a7/images/products/farmseed/03192g_01_med_redclover.jpg?sw=800&sh=800
180,Mammoth Red CloverOrganic Cover Crop Seed,"A tall (2–3'), quick-growing clover. Sow in spring, summer or fall, alone or with grain/grass at 1/2 lb./1,000 sq.ft. (15–20 lb./acre). Will grow in more acid soil (pH 5.0-6.0) than other clovers if lime is applied at seeding time. Widely grown biennial used for Nitrogen addition and hay crops. Large plant with big leaves makes it an ideal grazing crop. Red clover may be the best choice for frost seeding; it is extremely cold hardy and does well in most soils and growing conditions. it does, like most clovers, perform poorly in hot weather unless seeded into a crop canopy. Incorporate fully for best results. Mammoth Red clover will fix between 70-110 lbs. nitrogen per acre. The long taproots loosen soils and mine phosphorus and other nutrients from deep in the soil. It should be seeded with 48-64 lbs. or 1.5-2 bushels/acre of oats to ""nurse"" the clover. Inoculate with Alfalfa/True Clover Inoculant (#7535) for best performance.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwed25ec74/images/products/farmseed/00980g_01_mammoth_red.jpg?sw=800&sh=800
181,Sweet CloverOrganic Cover Crop Seed,"Sweet clover can grow nearly anywhere, with as little as 16 inches of rainfall per year. It has deep tap roots that mine soil nutrients and water from deep within the soil. It is better than many of the other clovers for nutrient recycling and appears to have a greater capacity to extract potassium, phosphorus and other soil nutrients from insoluble minerals. Sow in spring to summer at 1/2 lb./1,000 sq.ft. (15 lb./acre) as an annual, or let grow the next year over 6 ft. tall. Should be grown with 1½ to 2 bushels of oats as a ""nurse"" crop. Sweet clover is slow to establish the first year and may have some winter kill without adequate snow cover. Second year growth is tremendous. Will fix as much nitrogen as alfalfa and doesn't require an acid soil. Can produce as much as 170 lb. of nitrogen per acre although 100 lb. per acre is closer to the average. Excellent conditioner for poor and thin soils. Mostly yellow with some white flowers. Pre-inoculated with OMRI listed Nitragin Gold. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwf70778ec/images/products/farmseed/00977g_01_sweetclover.jpg?sw=800&cx=0&cy=0&cw=1196&ch=1196
182,Mighty Mustard® Pacific GoldCover Crop Seed,"Produces 4–5 tons of organic matter per acre. Mow before plants set seed and incorporate into the soil immediately to have the best effect on these soil pests. With proper management, this crop may be used as an organic replacement for methyl bromide. Sow at 15–20 lb./acre. Blue label/Certified seed.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwabfc7711/images/products/farmseed/02821_01_pacific_gold.jpg?sw=800&cx=322&cy=12&cw=1154&ch=1154
183,VNS Yellow PeaOrganic Field Pea Seed,"Yellow peas are a great non-GMO protein source and are becoming more prevalent in feed rations with protein percentages ranging from 21–25. They contain high levels of carbohydrates, are low in fiber, and contain 86–87% total digestible nutrients, making them an excellent livestock feed. In spring or fall, sow 5 lb./1,000 sq.ft. (200 lb./acre) alone, or 3 lb./1,000 sq.ft. (120 lb./acre) mixed with vetch and/or oats, winter rye, or ryegrass. Harvest for grain at 16–18% moisture or when the seeds are hardened and fully mature. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw0eebbff6/images/products/vegetables/095g_01_vns_yellow_pea.jpg?sw=800&cx=428&cy=188&cw=1000&ch=1000
184,Summer AlfalfaCover Crop Seed,"Long taproots break up compacted soil and bring up subsurface minerals. High nitrogen fixation and great bee forage. Sow early to midspring or in late summer (best time for weed competition), 1/2 lb./1,000 sq.ft. (15-20 lb./acre) alone. Use half this rate when mixed with grain/grass. Inoculate with Alfalfa/True Clover Inoculant (#7535) for best performance.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw75c1f51b/images/products/farmseed/02808_01_summer_alfalfa.jpg?sw=800&cx=312&cy=48&cw=1132&ch=1132
185,RyegrassCover Crop Seed,"Ryegrass is a great nitrogen scavenger and can assimilate as much as 200 lb./acre/year of nitrogen. Most of that nitrogen then becomes available to subsequent crops, thus saving on fertilizer input. Annual ryegrass is a very competitive winter annual, with good seedling vigor, fast germination (with adequate moisture) and rapid establishment. Annual ryegrass is a bunch grass, yellowish-green at the base, with long glossy green leaves up to 12"" each. It will overwinter in certain years. When used as a cover crop, annual ryegrass is killed in the spring before it reaches seed formation stage. Sow from early spring through late summer. As winter cover, ryegrass will winter kill, but still help protect the soil. Sow, then rake to lightly cover. Seeding rate: short-term lawn (thick) 4 lb./1,000 sq.ft. (160-170 lb./acre); cover crop (thinner) 1 lb./1,000 sq.ft. (40 lb./acre).",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw9cce9fc5/images/products/farmseed/00988_01_ryegrass.jpg?sw=800&cx=402&cy=116&cw=1000&ch=1000
186,4010 Field PeaOrganic Cover Crop Seed,"In spring or fall, sow 3 lb./1,000 sq.ft. (120 lb./acre) alone or mix with vetch and/or oats, winter rye, or ryegrass. 3-4' tall peas smother weeds better than spring-sown clover. Inoculate with Garden Combination Inoculant (#7531) or Pea, Vetch, and Lentil Inoculant (#7534) for best performance. Pea tendrils add a flair of color to your salad mixes, and dried yellow peas can be used in soups. White flowers. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw35656267/images/products/farmseed/00092g_01_4010fieldpea.jpg?sw=800&sh=800
187,Hulless Oats (Streaker)Organic Cover Crop Seed,"When harvested and threshed, the oat kernels are almost free of the tough, inedible hulls of common oats. After winnowing, the grain is ready to cook for oatmeal or grind for oat flour. Remove any lingering hulls by floating them off in water, then air-drying the grain. This is a medium-height variety. For grain production sow seeds in early spring for a late summer harvest. Seeding rate: 2.5-3 lb./1,000 sq.ft. or 100-150 lb./acre (2.5-3 bu.). Plant Variety Protected. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwe42aeafb/images/products/farmseed/0967g_01_hullessoats.jpg?sw=800&cx=420&cy=102&cw=1000&ch=1000
188,DS Admiral PeaOrganic Field Pea Seed,"Pea tendrils (the most recent 6-8"" of growth) are also great in salad mixes, and the dry yellow peas can be cooked in soup. In spring or fall, sow alone at 3 lb./1,000 sq.ft. (120 lb./acre). Can also be mixed with vetch and/or oats, winter rye, or ryegrass. Peas smother weeds better than spring-sown clover. Inoculate with Garden Combination Inoculant (#7531) or Pea, Vetch, and Lentil Inoculant (#7534) for best performance. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw37f3e884/images/products/farmseed/238g_01_dsadmiralpea.jpg?sw=800&sh=800
189,Sudangrass (Brown Mid Rib)Cover Crop Seed,"Brown Mid Rib sorghum sudangrass is a warm-season bunchgrass slightly coarser than Piper. It will produce large amounts of organic matter, cycle nutrients, suppress weeds, and loosen soil with its deeply penetrating roots. An excellent catch crop for excess nitrogen. Sudangrass prefers hot, dry weather (like corn) and withstands drought-like conditions easily. It grows quickly and needs to be mowed regularly to control height (up to 7 ft.), increase root structure, and add more organic matter to the field. Plant late spring to early summer once the soil has warmed to at least 60°F/15.6°C; earlier sowings can be outgrown by cool-weather weeds. Plant 1"" deep at 1–2 lb./1,000 sq.ft. (30–40 lb./acre.)",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw2c7a43fe/images/products/farmseed/02826g_01_sudan.jpg?sw=800&sh=800
190,Barley (Robust)Organic Cover Crop Seed,"High yielding, good standing, six-rowed barley. Adapted for pearling, malting, and feed-grade barley. Sow at 85 lb./acre or 2 lb./1,000 sq. ft. Plant in spring or summer. For grain production, sow seeds in spring. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw99a9ac64/images/products/farmseed/2720g_01_robust_barley.jpg?sw=800&cx=370&cy=8&cw=1064&ch=1064
191,Spring Green Manure MixOrganic Cover Crop Seed,"We use this mix on our farm in Albion, Maine. The mix contains field peas, oats, and hairy vetch. Designed for spring sowing, but it may be sown anytime early spring through late summer. Sow 5 lb./1,000 sq.ft. (200 lb./acre) and cover lightly. For green manure, incorporate into the soil anytime your garden schedule suggests. Mid and late summer sowings may be left to winter over and the vetch allowed to regrow some in the spring.Inoculatewith Garden Combination Inoculant (#7531) or Pea, Vetch, and Lentil Inoculant (#7534) for best performance. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwdd38eb05/images/products/farmseed/0976g_03_springgreenmanure.jpg?sw=800&sh=800
192,Barley (Quest)Organic Cover Crop Seed,"A six-row malting barley for spring sowing that has improvedFusariumhead blight (or scab) resistance. Sow at 85 lb./acre or 2 lb./1,000 sq.ft. Plant in spring or summer for a cover crop. For grain production, sow seeds in spring. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw99a9ac64/images/products/farmseed/2720g_01_robust_barley.jpg?sw=800&cx=364&cy=64&cw=1062&ch=1062
193,Sudangrass (Piper)Cover Crop Seed,"Piper Sudangrass is a fine-leaved, warm-season bunchgrass. It will produce large amounts of organic matter, cycle nutrients, suppress weeds, and loosen soil with its deeply penetrating roots. An excellent catch crop for excess nitrogen, sudangrass reduces nematode populations as it decomposes. It prefers hot, dry weather (like corn) and withstands drought-like conditions easily. Sudangrass grows quickly and needs to be mowed regularly to control height (up to 7 ft.), increase root structure, and add more organic matter to the field. Plant late spring to early summer once the soil has warmed to at least 60°F/15.6°C; earlier sowings can be outgrown by cool-weather weeds. Plant 1"" deep at 1–2 lb./1,000 sq.ft. (30–40 lb./acre.)",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw45ad43d6/images/products/farmseed/02858_01_piper_sudan.jpg?sw=800&sh=800
194,Hybrid Pearl Millet(F1) Cover Crop Seed,"Pearl Millet is a tall, erect bunchgrass that will grow 6–15' in height. It is high in protein, highly digestible, and free of prussic acid. Commonly used for hay, pasture, and silage for feeding cattle, horses, goats, and other livestock, it is also a very good green manure. Well adapted to low soil moisture, low fertility, and high temperatures. Does not germinate well in cool soils; plant only once soil has warmed.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwe7fb0a53/images/products/farmseed/00187_01_pearl_millet.jpg?sw=800&cx=358&cy=10&cw=1084&ch=1084
195,Sudangrass (Brown Mid Rib)Organic Cover Crop Seed,"Brown Mid Rib sorghum sudangrass is a warm-season bunchgrass slightly coarser than Piper. It will produce large amounts of organic matter, cycle nutrients, suppress weeds, and loosen soil with its deeply penetrating roots. An excellent catch crop for excess nitrogen. Sudangrass prefers hot, dry weather (like corn) and withstands drought-like conditions easily. It grows quickly and needs to be mowed regularly to control height (up to 7 ft.), increase root structure, and add more organic matter to the field. Plant late spring to early summer once the soil has warmed to at least 60°F/15.6°C; earlier sowings can be outgrown by cool-weather weeds. Plant 1"" deep at 1–2 lb./1,000 sq.ft. (30–40 lb./acre.) USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw2c7a43fe/images/products/farmseed/02826g_01_sudan.jpg?sw=800&sh=800
196,VNS Yellow PeaField Pea Seed,"Yellow peas are a great non-GMO protein source and are becoming more prevalent in feed rations with protein percentages ranging from 21–25. They contain high levels of carbohydrates, are low in fiber, and contain 86–87% total digestible nutrients, making them an excellent livestock feed. In spring or fall, sow 5 lb./1,000 sq.ft. (200 lb./acre) alone, or 3 lb./1,000 sq.ft. (120 lb./acre) mixed with vetch and/or oats, winter rye, or ryegrass. Harvest for grain at 16–18% moisture or when the seeds are hardened and fully mature.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw0eebbff6/images/products/vegetables/095g_01_vns_yellow_pea.jpg?sw=800&cx=428&cy=145&cw=1000&ch=1000
197,Crimson CloverCover Crop Seed,"Grows to 1–3' and sports striking crimson blossoms in abundance. Where winter lows fall above -10°F (-23.3°C), it is sown in late summer, lies dormant in winter, resumes growth in spring, and flowers in May. Crimson clover fixes up to 200 pounds of nitrogen per acre, and prefers well-drained, loam soils with good organic matter content for best results. It is an excellent choice for underseeding as it grows well in the shade of other crops. Easier to incorporate in the spring than Hairy Vetch. Do not use for frost seeding as it won't handle the cold nearly as well as red clover. Crimson clover will not re-grow after close grazing or mowing once flowering has begun. Crimson clover does best in cool, humid weather and will perform poorly in the heat of summer. Sow 20-25 lb./acre alone or with grain/grass. May be pre-inoculated with OMRI Listed® EXCEED and coated with OMRI Listed® Nitro-Coat® Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw39fede6e/images/products/farmseed/00982_01_crimson_clover.jpg?sw=800&cx=324&cy=22&cw=1174&ch=1174
198,New Zealand White CloverCover Crop Seed,"Once established, white clover can handle foot and tractor traffic better than other clovers. The fibrous root system typically is in the top 8"" of soil, although it does have up to a 40"" tap root in the first year which dies each fall, leaving a passage for water to percolate through. More heat tolerant than some of the larger clovers, this is a low-growing (to 12"") perennial that can be sown into long-season row crops during the season to provide a ""living mulch."" Sow after first cultivation at 1/4 lb. per 1,000 sq.ft. (10 lb./acre) and rake or cultivate to cover. Also used for green manure, hay, and pasture. Inoculate with Alfalfa/True Clover Inoculant (#7535) for best performance.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwb38d3179/images/products/farmseed/00979_01_newzealandwhiteclover.jpg?sw=800&sh=800
199,Medium Red CloverOrganic Cover Crop Seed,"Fast to establish, tolerates most soil types, and is suitable for hay or silage. Often used as a cover crop between rows of vegetable crops if mowed to maintain manageability. Can fix up to 150 lb. of nitrogen per acre. Sow 5–15 lb. per acre. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw1f76a1a7/images/products/farmseed/03192g_01_med_redclover.jpg?sw=800&sh=800
200,Crimson CloverOrganic Cover Crop Seed,"Grows to 1-3' and sports striking crimson blossoms in abundance. Where winter lows fall above -10°F (-23.3°C), it is sown in late summer, lies dormant in winter, resumes growth in spring, and flowers in May. Crimson clover fixes up to 200 pounds of nitrogen per acre, and prefers well-drained, loam soils with good organic matter content for best results. It is an excellent choice for underseeding as it grows well in the shade of other crops. Easier to incorporate in the spring than Hairy Vetch. Do not use for frost seeding as it won't handle the cold nearly as well as red clover. Crimson clover will not re-grow after close grazing or mowing once flowering has begun. Crimson clover does best in cool, humid weather and will perform poorly in the heat of summer. Sow 20-25 lb./acre alone or with grain/grass. Inoculate with Inoculate with Alfalfa/True Clover Inoculant (#7535) for best performance. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw2a65554b/images/products/farmseed/00982g_01_crimson_clover.jpg?sw=800&cx=347&cy=45&cw=1150&ch=1150
201,Mammoth Red CloverOrganic Cover Crop Seed,"A tall (2–3'), quick-growing clover. Sow in spring, summer or fall, alone or with grain/grass at 1/2 lb./1,000 sq.ft. (15–20 lb./acre). Will grow in more acid soil (pH 5.0-6.0) than other clovers if lime is applied at seeding time. Widely grown biennial used for Nitrogen addition and hay crops. Large plant with big leaves makes it an ideal grazing crop. Red clover may be the best choice for frost seeding; it is extremely cold hardy and does well in most soils and growing conditions. it does, like most clovers, perform poorly in hot weather unless seeded into a crop canopy. Incorporate fully for best results. Mammoth Red clover will fix between 70-110 lbs. nitrogen per acre. The long taproots loosen soils and mine phosphorus and other nutrients from deep in the soil. It should be seeded with 48-64 lbs. or 1.5-2 bushels/acre of oats to ""nurse"" the clover. Inoculate with Alfalfa/True Clover Inoculant (#7535) for best performance.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwed25ec74/images/products/farmseed/00980g_01_mammoth_red.jpg?sw=800&sh=800
202,Sweet CloverOrganic Cover Crop Seed,"Sweet clover can grow nearly anywhere, with as little as 16 inches of rainfall per year. It has deep tap roots that mine soil nutrients and water from deep within the soil. It is better than many of the other clovers for nutrient recycling and appears to have a greater capacity to extract potassium, phosphorus and other soil nutrients from insoluble minerals. Sow in spring to summer at 1/2 lb./1,000 sq.ft. (15 lb./acre) as an annual, or let grow the next year over 6 ft. tall. Should be grown with 1½ to 2 bushels of oats as a ""nurse"" crop. Sweet clover is slow to establish the first year and may have some winter kill without adequate snow cover. Second year growth is tremendous. Will fix as much nitrogen as alfalfa and doesn't require an acid soil. Can produce as much as 170 lb. of nitrogen per acre although 100 lb. per acre is closer to the average. Excellent conditioner for poor and thin soils. Mostly yellow with some white flowers. Pre-inoculated with OMRI listed Nitragin Gold. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwf70778ec/images/products/farmseed/00977g_01_sweetclover.jpg?sw=800&cx=0&cy=0&cw=1196&ch=1196
203,Purple Top Forage TurnipsBrassica Seed,Turnips are a high energy and protein feed that can survive and provide feed even when buried in snow. Deer and livestock can feed all winter on the roots. Seed at 5-8 lb./acre anytime May through August.,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw4a9b165d/images/products/farmseed/00233_01_purple_top.jpg?sw=800&sh=800
204,Mighty Mustard® Pacific GoldCover Crop Seed,"Produces 4–5 tons of organic matter per acre. Mow before plants set seed and incorporate into the soil immediately to have the best effect on these soil pests. With proper management, this crop may be used as an organic replacement for methyl bromide. Sow at 15–20 lb./acre. Blue label/Certified seed.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwabfc7711/images/products/farmseed/02821_01_pacific_gold.jpg?sw=800&cx=322&cy=12&cw=1154&ch=1154
205,Summer AlfalfaCover Crop Seed,"Long taproots break up compacted soil and bring up subsurface minerals. High nitrogen fixation and great bee forage. Sow early to midspring or in late summer (best time for weed competition), 1/2 lb./1,000 sq.ft. (15-20 lb./acre) alone. Use half this rate when mixed with grain/grass. Inoculate with Alfalfa/True Clover Inoculant (#7535) for best performance.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw75c1f51b/images/products/farmseed/02808_01_summer_alfalfa.jpg?sw=800&cx=312&cy=48&cw=1132&ch=1132
206,Sudangrass (Brown Mid Rib)Cover Crop Seed,"Brown Mid Rib sorghum sudangrass is a warm-season bunchgrass slightly coarser than Piper. It will produce large amounts of organic matter, cycle nutrients, suppress weeds, and loosen soil with its deeply penetrating roots. An excellent catch crop for excess nitrogen. Sudangrass prefers hot, dry weather (like corn) and withstands drought-like conditions easily. It grows quickly and needs to be mowed regularly to control height (up to 7 ft.), increase root structure, and add more organic matter to the field. Plant late spring to early summer once the soil has warmed to at least 60°F/15.6°C; earlier sowings can be outgrown by cool-weather weeds. Plant 1"" deep at 1–2 lb./1,000 sq.ft. (30–40 lb./acre.)",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw2c7a43fe/images/products/farmseed/02826g_01_sudan.jpg?sw=800&sh=800
207,Sudangrass (Piper)Cover Crop Seed,"Piper Sudangrass is a fine-leaved, warm-season bunchgrass. It will produce large amounts of organic matter, cycle nutrients, suppress weeds, and loosen soil with its deeply penetrating roots. An excellent catch crop for excess nitrogen, sudangrass reduces nematode populations as it decomposes. It prefers hot, dry weather (like corn) and withstands drought-like conditions easily. Sudangrass grows quickly and needs to be mowed regularly to control height (up to 7 ft.), increase root structure, and add more organic matter to the field. Plant late spring to early summer once the soil has warmed to at least 60°F/15.6°C; earlier sowings can be outgrown by cool-weather weeds. Plant 1"" deep at 1–2 lb./1,000 sq.ft. (30–40 lb./acre.)",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw45ad43d6/images/products/farmseed/02858_01_piper_sudan.jpg?sw=800&sh=800
208,Hybrid Pearl Millet(F1) Cover Crop Seed,"Pearl Millet is a tall, erect bunchgrass that will grow 6–15' in height. It is high in protein, highly digestible, and free of prussic acid. Commonly used for hay, pasture, and silage for feeding cattle, horses, goats, and other livestock, it is also a very good green manure. Well adapted to low soil moisture, low fertility, and high temperatures. Does not germinate well in cool soils; plant only once soil has warmed.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwe7fb0a53/images/products/farmseed/00187_01_pearl_millet.jpg?sw=800&cx=358&cy=10&cw=1084&ch=1084
