Names,Soil_Types,Plant_Category,Season,Watering,Fertilization_List,Fertilization_Time,Best_Growing_Areas,Temperature,Soil_Temperature,Precipitation,Soil_Moisture,Sunshine_Duration,Humid
robinia viscosa,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Deciduous Tree,"[""Late Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",20.0,20.0,750.0,0.325,25000,70
rosa virginiana,"[""Loam"",""Sandy loam""]",Shrub,"[""Late spring"",""Summer""]",03-Feb,"[""NPK 10-10-10"",""Compost""]",4,"[""Eastern United States"",""Southern Canada""]",20.0,17.5,750.0,0.3,22000,70
rosa pomifera,"[""Loamy"",""Sandy"",""Clayey""]",Shrub,"[""Late Spring"",""Summer"",""Early Autumn""]",03-Feb,"[""Organic Fertilizer"",""Slow-Release Fertilizer""]",4,"[""Europe"",""Asia"",""North America""]",20.0,20.0,750.0,0.3,15000,70
rosa sancti-andreae,"[""Sandy loam"",""Clay loam"",""Loamy soil""]",Shrub,"[""Spring"",""Summer"",""Autumn""]",3-5 hours interval,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",4 (weeks interval),"[""Mediterranean regions"",""Subtropical regions"",""Temperate regions""]",17.5,20.0,750.0,0.3,24000,60
robinia hartwegii,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",8,"[""NPK"",""Compost""]",6,"[""North America"",""Europe"",""Asia""]",25.0,20.0,700.0,0.45,24000,60
rosa waitziana,"[""Loam"",""Sandy loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer""]",24,"[""Organic fertilizer"",""Slow-release fertilizer""]",4,"[""Europe"",""North America"",""Asia""]",17.5,15.0,750.0,0.3,30000,80
rosa webbiana,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Shrub,"[""Spring"",""Summer"",""Autumn""]",2,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""Himalayas"",""Northern India"",""Tibet""]",17.5,15.0,900.0,0.3,25000,70
rosa wichuraiana,"[""Loamy"",""Sandy""]",Climbing Rose,"[""Late Spring"",""Summer"",""Early Autumn""]",03-Feb,"[""Organic Fertilizer"",""Slow-Release Fertilizer""]",06-Apr,"[""North America"",""Europe"",""Asia""]",20.0,20.0,750.0,0.3,22000,60
rosa luciae,"[""Loam"",""Sandy Loam"",""Clay""]",Flowering Plant,"[""Spring"",""Summer""]",12,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean"",""Subtropical"",""Temperate""]",17.5,20.0,750.0,0.3,25000,70
rosa willmottiae,"[""Loam"",""Silty loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer""]",4,"[""Nitrogen"",""Phosphorus"",""Potassium""]",6,"[""Europe"",""Asia"",""North America""]",20.0,20.0,750.0,0.3,25000,70
rosa woodsii,"[""Sandy Loam"",""Loam"",""Clay Loam""]",Shrub,"[""Spring"",""Summer""]",12,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",2.5,15.0,450.0,0.25,30000,80
rosa mohavensis,"[""Sandy"",""Loamy"",""Clay""]",Shrub,"[""Spring"",""Summer""]",03-Feb,"[""Organic fertilizer"",""Slow-release granular fertilizer""]",4,"[""Southwestern United States"",""Mexico""]",20.0,17.5,375.0,0.3,25000,70
rosa gratissima,"[""Loamy"",""Sandy"",""Clay""]",Shrub,"[""Spring"",""Summer"",""Autumn""]",2,"[""NPK"",""Organic compost""]",4,"[""Mediterranean"",""Subtropical"",""Temperate""]",17.5,20.0,750.0,0.45,22000,70
rosa arizonica,"[""Sandy loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer""]",48,"[""Organic fertilizer"",""Slow-release fertilizer""]",8,"[""Southwestern United States"",""Northern Mexico""]",20.0,20.0,450.0,0.25,36000,70
rosa covillei,"[""Loam"",""Clay""]",Shrub,"[""Spring"",""Summer""]",03-Feb,"[""Organic fertilizer"",""Liquid fertilizer""]",4,"[""Mediterranean"",""Temperate""]",20.0,20.0,750.0,0.3,25000,80
rosa lapwaiensis,"[""Loam"",""Sandy loam"",""Clay loam""]",Shrub,"[""Late spring"",""Summer"",""Early fall""]",03-Feb,"[""Slow-release fertilizer"",""Organic compost""]",4,"[""Pacific Northwest"",""Rocky Mountains"",""Inland Northwest""]",17.5,16.0,750.0,0.25,30000,60
rosa pecosensis,"[""Loamy"",""Sandy""]",Shrub,"[""Spring"",""Summer""]",2,"[""Organic fertilizer"",""Slow-release fertilizer""]",4,"[""Southwestern United States"",""Mexico""]",25.0,20.0,400.0,0.3,30000,60
rosa ultramontana,"[""Sandy loam"",""Loamy sand"",""Silty loam""]",Shrub,"[""Spring"",""Summer"",""Autumn""]",2,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""Mountains"",""Hilly regions"",""Temperate climates""]",17.5,17.5,625.0,0.3,24000,60
rosa adenosepala,"[""Loamy"",""Sandy"",""Clay""]",Shrub,"[""Spring"",""Summer""]",2,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Mediterranean region"",""Southwest Asia"",""North Africa""]",17.5,22.5,750.0,0.3,4000,70
rosa fendleri,"[""Sandy Loam"",""Clay Loam""]",Shrub,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southwestern United States"",""Northern Mexico""]",17.5,15.0,650.0,0.3,30000,60
rosa hypoleuca,"[""Loam"",""Sandy loam"",""Clay loam""]",Flowering plant,"[""Spring"",""Summer""]",Every 2 days,"[""Organic fertilizer"",""Slow-release fertilizer""]",Every 4 weeks,"[""Temperate regions"",""Subtropical regions""]",17.5,20.0,650.0,0.25,22000,60
rosa macounii,"[""Loam"",""Sandy loam"",""Clay loam""]",Flowering Plant,"[""Spring"",""Summer""]",2,"[""NPK 10-10-10"",""Organic compost""]",4,"[""North America"",""Europe"",""Asia""]",20.0,15.0,750.0,0.3,20000,60
rosa neomexicana,"[""Sandy loam"",""Loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer""]",24,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Southwestern United States"",""Northern Mexico""]",20.0,20.0,375.0,0.45,25000,70
rosa standleyi,"[""Loamy"",""Sandy""]",Flowering Plant,"[""Spring""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 (weeks interval),"[""Central America"",""Mexico""]",25.0,20.0,750.0,0.3,8000,60
rosa terrens,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Flowering Plant,"[""Spring"",""Summer""]",2,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""Mediterranean climate regions"",""Temperate climate regions""]",20.0,15.0,600.0,0.4,500,80
rosa xanthina,"[""Loam"",""Clay"",""Sandy""]",Shrub,"[""Late spring"",""Summer"",""Early autumn""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus""]",4 (weeks interval),"[""China"",""Japan"",""Korea""]",20.0,15.0,750.0,0.3,30000,70
rosa hugonis,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Shrub,"[""Late Spring"",""Summer"",""Early Autumn""]",2-3 hours interval,"[""Organic fertilizer"",""Slow-release fertilizer""]",4-6 weeks interval,"[""China"",""Korea"",""Japan""]",20.0,15.0,900.0,0.3,25000,80
rosa yainacensis,"[""Sandy loam"",""Loam"",""Clay""]",Shrub,"[""Late spring"",""Summer""]",03-Feb,"[""Organic fertilizer"",""Slow-release fertilizer""]",4,"[""Temperate regions"",""Subtropical regions""]",20.0,15.0,750.0,0.3,22000,60
rubus aboriginum,"[""Loamy"",""Sandy""]",Shrub,"[""Spring"",""Summer""]",12,"[""Nitrogen"",""Phosphorus""]",4,"[""North America"",""Europe"",""Asia""]",15.0,20.0,750.0,0.4,20000,60
rubus almus,"[""Loam"",""Sandy loam"",""Clay loam""]",Fruit,"[""Spring"",""Summer""]",2,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",4,"[""Temperate regions"",""Mediterranean climates""]",17.5,20.0,650.0,0.3,24000,70
rubus austrinus,"[""Loamy"",""Sandy""]",Shrub,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southern regions"",""Coastal areas""]",20.0,15.0,750.0,0.3,22000,80
rubus bollianus,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Shrub,"[""Late spring"",""Summer"",""Early autumn""]",2,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",4,"[""Temperate regions"",""Mountainous areas""]",20.0,15.0,750.0,0.3,20000,80
rubus clair-brownii,"[""Loam"",""Sandy loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer""]",2,"[""NPK (10-10-10)"",""Organic compost""]",4,"[""Mountainous regions"",""Temperate regions""]",20.0,17.5,750.0,0.3,30000,60
rubus decor,"[""Loam"",""Sandy Loam"",""Silt""]",Shrub,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 weeks interval,"[""Temperate regions"",""Subtropical regions""]",17.5,20.0,750.0,0.3,30000,60
rubus flagellaris,"[""Sandy loam"",""Loamy sand""]",Shrub,"[""Spring"",""Summer""]",48,"[""10-10-10"",""14-14-14""]",4,"[""Eastern United States"",""Midwestern United States""]",25.0,20.0,750.0,0.3,30000,80
rubus foliaceus,"[""Loam"",""Sandy loam"",""Clay loam""]",Shrub,"[""Late spring"",""Summer"",""Early fall""]",03-Feb,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Pacific Northwest"",""Rocky Mountains"",""Sierra Nevada""]",20.0,15.0,750.0,0.3,25000,60
rubus ignarus,"[""Loam"",""Sandy loam"",""Clay loam""]",Fruit,"[""Spring"",""Summer""]",48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,"[""Temperate regions"",""Subtropical regions""]",20.0,15.0,750.0,0.45,20000,80
rubus ricei,"[""Sandy loam"",""Loam"",""Clay loam""]",Fruit,"[""Summer"",""Monsoon""]",03-Feb,"[""NPK fertilizers"",""Organic fertilizers""]",4,"[""Tropical regions"",""Mediterranean regions""]",22.5,17.5,800.0,0.4,20000,80
rumex acetosa,"[""Loamy"",""Sandy""]",Herb,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""North America""]",12.5,15.0,650.0,0.4,25000,80
rumex acetosella,"[""Sandy"",""Loamy"",""Clayey""]",Herbaceous perennial,"[""Spring"",""Summer""]",Every 3 days,"[""Nitrogen"",""Phosphorus"",""Potassium""]",Every 2 weeks,"[""North America"",""Europe"",""Asia""]",17.5,15.0,1000.0,0.325,4000,70
acetosella acetosella,"[""Loam"",""Sandy Loam"",""Clay""]",Herb,"[""Spring"",""Summer""]",48,"[""NPK"",""Organic""]",4,"[""Europe"",""North America"",""Asia""]",17.5,17.5,750.0,0.4,20000,60
acetosella tenuifolia,"[""Sandy"",""Loamy""]",Herb,"[""Late spring"",""Summer""]",2,"[""Nitrogen"",""Potassium"",""Phosphorus""]",4,"[""Temperate"",""Mediterranean""]",20.0,15.0,650.0,0.3,36000,60
acetosella vulgaris,"[""Sandy soil"",""Loamy soil"",""Clay soil""]",Herbaceous Perennial,"[""Spring"",""Summer""]",03-Feb,"[""NPK fertilizer"",""Organic compost""]",4,"[""Europe"",""North America"",""Asia""]",20.0,15.0,650.0,0.45,20000,60
rumex angiocarpus,"[""Sandy loam"",""Loamy soil""]",Herbaceous perennial,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen-based"",""Potassium-based""]",06-Apr,"[""Europe"",""Asia"",""North America""]",20.0,15.0,625.0,0.4,4000,70
rumex tenuifolius,"[""Sandy loam"",""Clay loam""]",Herb,"[""Spring"",""Summer""]",2,"[""NPK fertilizers""]",4,"[""Northern Hemisphere"",""Temperate regions""]",20.0,15.0,650.0,0.4,8000,70
rubus aculiferus,"[""Loamy"",""Sandy loam""]",Fruit,"[""Spring"",""Summer""]",48,"[""Nitrogen-based fertilizers"",""Potassium-based fertilizers""]",4,"[""Temperate regions"",""Mediterranean climates""]",20.0,15.0,850.0,0.3,20000,80
rumex ×acutus,"[""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Potassium""]",4,"[""Europe"",""North America""]",20.0,15.0,750.0,0.3,30000,60
rumex ×crispobtusifolius,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial herbaceous plant,"[""Spring"",""Summer"",""Autumn""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",17.5,20.0,750.0,0.3,28000,70
rumex pratensis,"[""Sandy loam"",""Clay loam"",""Loamy sand""]",Perennial plant,"[""Spring"",""Summer""]",05-Mar,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""North America"",""Asia""]",15.0,15.0,600.0,0.4,25000,80
acetosa alpestris,"[""Loamy"",""Sandy""]",Herb,"[""Late spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based"",""Potassium-based""]",4,"[""Alpine regions"",""Mountainous regions""]",15.0,20.0,550.0,0.25,3500,70
acetosa pratensis,"[""Sandy loam"",""Loam"",""Clay loam""]",Herb,"[""Spring"",""Summer""]",2,"[""Organic fertilizer"",""NPK fertilizer""]",4,"[""Europe"",""North America""]",20.0,17.5,700.0,0.45,3000,60
rumex alpestris,"[""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 (weeks interval),"[""Alpine regions"",""Rocky slopes""]",15.0,10.0,750.0,0.45,8000,60
rumex pseudoxyria,"[""Sandy loam"",""Silt loam"",""Clay loam""]",Herbaceous perennial,"[""Late spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Subtropical regions""]",20.0,15.0,650.0,0.4,30000,80
rumex thyrsiflorus,"[""Loam"",""Silt"",""Clay""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",17.5,15.0,800.0,0.3,22000,70
rumohra adiantiformis,"[""Loam"",""Sandy loam"",""Clay loam""]",Fern,"[""Late spring"",""Summer""]",03-Feb,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Shady areas"",""Woodlands""]",20.0,20.0,1500.0,0.3,7200,70
polystichum adiantiforme,"[""Well-drained"",""Sandy"",""Loamy""]",Fern,"[""Spring"",""Summer"",""Autumn""]",Every 2 days,"[""Organic compost"",""Slow-release fertilizer""]",Every 4 weeks,"[""Shaded areas"",""Woodlands"",""Wet areas""]",17.5,17.5,1000.0,0.4,12000,80
rubus adjacens,"[""Loam"",""Sandy Loam""]",Shrub,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe""]",17.5,15.0,750.0,0.3,30000,70
rubus allegheniensis,"[""Sandy loam"",""Clay loam"",""Silt loam""]",Fruit,"[""Spring"",""Summer"",""Fall""]",2,"[""Organic compost"",""General-purpose fertilizer""]",4,"[""Eastern United States"",""Southern Canada""]",15.0,15.0,1000.0,0.3,2500,60
rumex ×alexidis,"[""Loam"",""Clay"",""Sandy""]",Herbaceous perennial plant,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""North America"",""Asia""]",20.0,15.0,650.0,0.4,40000,80
rudbeckia alpicola,"[""Well-drained"",""Loamy""]",Perennial,"[""Late spring"",""Summer""]",03-Feb,"[""Compost"",""Organic fertilizer""]",06-Apr,"[""Rocky slopes"",""Alpine meadows""]",17.5,17.5,650.0,0.4,25000,70
rudbeckia occidentalis,"[""Loamy"",""Sandy loam""]",Perennial,"[""Summer"",""Autumn""]",02-Jan,"[""Compost"",""Organic fertilizer""]",4,"[""North America"",""Europe""]",20.0,17.5,650.0,0.4,25000,60
rumex alpinus,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial Herb,"[""Late spring"",""Summer"",""Early autumn""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4 (weeks interval),"[""Temperate regions"",""Alpine regions""]",12.5,10.0,750.0,0.4,3000,60
rumex altissimus,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe""]",22.5,17.5,600.0,0.25,25000,70
rumex britannica,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial herb,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""Europe"",""North America"",""Asia""]",15.0,10.0,600.0,0.25,22000,70
rumex britannicus,"[""Loam"",""Clay"",""Silt""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""North America"",""Asia""]",17.5,15.0,750.0,0.3,30000,80
rumex ellipticus,"[""Loamy"",""Sandy""]",Herbaceous perennial,"[""Start of summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""India"",""Nepal"",""China""]",22.5,25.0,800.0,0.25,20000,70
rumex albescens,"[""Loam"",""Clay""]",Herbaceous perennial,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""Asia"",""North America""]",20.0,18.5,700.0,0.4,20000,60
rubus alaskensis,"[""Well-draining soil"",""Loamy soil""]",Perennial,"[""Late spring"",""Summer""]",Every 2-3 days,"[""Organic compost"",""Slow release fertilizer""]",Every 4-6 weeks,"[""Alaska"",""Northern Canada"",""Scandinavia""]",12.5,12.5,1000.0,0.35,10,80
rubus pubescens,"[""Loam"",""Clay"",""Sandy loam""]",Fruit,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Subtropical regions""]",20.0,15.0,750.0,0.4,20000,80
rubus aliceae,"[""Sandy loam"",""Loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Subtropical regions""]",20.0,15.0,700.0,0.3,20000,80
rubus alter,"[""Sandy loam"",""Silt loam"",""Loam""]",Shrub,"[""Start of summer"",""Midsummer"",""End of summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",17.5,17.5,750.0,0.25,30000,70
rubus alumnus,"[""Loam"",""Sandy loam"",""Clay loam""]",Fruit,"[""Summer""]",24,"[""NPK fertilizers"",""Organic compost""]",4,"[""Temperate regions"",""Subtropical regions""]",20.0,15.0,750.0,0.3,40000,80
rubus apianus,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Fruit,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Mediterranean regions""]",17.5,17.5,600.0,0.4,25000,60
rubus barbarus,"[""Loam"",""Sandy loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer""]",48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""Temperate regions"",""Mediterranean regions""]",20.0,15.0,750.0,0.3,8000,80
rubus campestris,"[""Loamy"",""Clayey""]",Shrub,"[""Late spring"",""Summer""]",48,"[""NPK"",""Organic compost""]",4,"[""Temperate regions"",""Mediterranean regions""]",17.5,20.0,750.0,0.3,25000,80
rubus corei,"[""Sandy loam"",""Loamy soil""]",Fruit,"[""Summer"",""Autumn""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Subtropical regions""]",20.0,15.0,1150.0,0.45,22000,80
rubus facetus,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Fruit,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""United States"",""Canada"",""Europe""]",20.0,15.0,750.0,0.4,20000,80
rubus fernaldianus,"[""Sandy loam"",""Loamy sand""]",Fruit,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Eastern United States"",""Canada""]",20.0,15.0,750.0,0.3,4000,70
rubus impos,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Fruit,"[""Late spring"",""Summer""]",2-3 hours interval,"[""NPK 10-10-10"",""Organic compost""]",4-6 (weeks interval),"[""Temperate regions"",""Mediterranean climates""]",20.0,15.0,650.0,0.45,20000,80
rubus independens,"[""Loam"",""Sandy Loam""]",Fruit,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",17.5,20.0,750.0,0.3,20000,80
rubus licitus,"[""Loamy"",""Sandy loam"",""Clay loam""]",Fruit,"[""Spring"",""Summer""]",24,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Mediterranean region"",""North America"",""Europe""]",20.0,15.0,750.0,0.3,20000,80
rubus miriflorus,"[""Loam"",""Sandy loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Pacific Northwest"",""Coastal California"",""Western Europe""]",20.0,15.0,1000.0,0.3,20000,80
rubus paulus,"[""Loam"",""Sandy loam""]",Fruit,"[""Summer"",""Autumn""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe""]",21.0,15.0,700.0,0.3,22000,80
rubus tennesseeanus,"[""Loamy"",""Sandy"",""Well-drained""]",Shrub,"[""Late Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tennessee"",""North Carolina"",""Georgia""]",20.0,15.0,750.0,0.3,20000,80
rubus attractus,"[""Loamy"",""Sandy""]",Fruit,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe""]",17.5,20.0,750.0,0.3,20000,80
rubus auroralis,"[""Loam"",""Sandy loam"",""Clay loam""]",Shrub,"[""Late spring"",""Summer""]",48,"[""Nitrogen-based"",""Potassium-based""]",4,"[""North America"",""Northern Europe"",""Asia""]",20.0,15.0,1000.0,0.3,25000,80
rubus fissidens,"[""Loamy"",""Sandy""]",Shrub,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",20.0,20.0,750.0,0.3,22000,70
rubus longissimus,"[""Loamy"",""Sandy""]",Fruit,"[""Late spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",06-Apr,"[""Temperate regions"",""Subtropical regions""]",20.0,15.0,650.0,0.45,22000,70
rubus nigrobaccus,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Fruit,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 (weeks interval),"[""Temperate regions"",""Mild climates""]",17.5,17.5,750.0,0.45,25000,70
rubus nuperus,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Fruit,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Mediterranean climates""]",17.5,17.5,750.0,0.3,20000,60
rubus pennus,"[""Loam"",""Sandy loam"",""Silt loam""]",Shrub,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",17.5,16.0,750.0,0.4,24000,70
rubus rappii,"[""Loam"",""Sandy loam"",""Clay loam""]",Fruit,"[""Spring"",""Summer"",""Autumn""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Mediterranean regions"",""Subtropical regions""]",20.0,15.0,650.0,0.3,22000,70
rubus separat,"[""Loam"",""Sandy loam"",""Clay loam""]",Fruit,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Subtropical regions""]",20.0,15.0,750.0,0.4,500,80
rubus marilandicus,"[""Loamy"",""Sandy""]",Shrub,"[""Late spring"",""Summer""]",3,"[""NPK 10-10-10"",""Compost""]",4,"[""Eastern United States"",""Southern Canada""]",25.0,20.0,750.0,0.3,8000,60
rubus tumularis,"[""Sandy loam"",""Clay loam"",""Loam""]",Shrub,"[""Spring"",""Summer""]",2,"[""Nitrogen-based"",""Potassium-based""]",4,"[""Coastal regions"",""Mediterranean climates""]",17.5,17.5,750.0,0.3,30000,70
rubus uber,"[""Loamy"",""Sandy""]",Fruit,"[""Spring"",""Summer""]",3,"[""NPK"",""Organic fertilizers""]",4,"[""Temperate regions"",""Mediterranean regions""]",17.5,15.0,1000.0,0.3,4000,80
rubus virginianus,"[""Sandy Loam"",""Loam"",""Clay""]",Shrub,"[""Spring"",""Summer""]",48,"[""NPK 10-10-10"",""Compost""]",4,"[""Eastern North America"",""Central North America""]",20.0,20.0,1000.0,0.3,24000,70
rubus amplificatus,"[""Loam"",""Silt""]",Fruit,"[""Spring"",""Summer""]",2,"[""Nitrogen-based"",""Potassium-based""]",4,"[""Temperate regions"",""Subtropical regions""]",20.0,15.0,750.0,0.35,30000,80
rubus andrewsianus,"[""Loamy"",""Sandy""]",Fruit,"[""Spring"",""Summer""]",48,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""Temperate regions"",""Mountainous areas""]",17.5,17.5,750.0,0.3,30000,70
ruppia anomala,"[""sandy"",""clay"",""loamy""]",aquatic,"[""spring"",""summer""]",48,"[""nitrogen"",""phosphorus"",""potassium""]",6,"[""shallow lakes"",""ponds"",""wetlands""]",25.0,22.5,850.0,0.4,30000,80
ruppia didyma,"[""Sandy"",""Loamy"",""Clayey""]",Aquatic plant,"[""Summer"",""Spring""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Ponds"",""Lakes"",""Wetlands""]",22.5,20.0,1000.0,0.4,36000,70
rubus apogaeus,"[""Loamy"",""Sandy""]",Fruit,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus""]",4,"[""Europe"",""North America""]",17.5,16.0,850.0,0.3,30000,80
rubus exlex,"[""Loam"",""Clay"",""Sandy""]",Fruit,"[""Spring"",""Summer""]",24,"[""Organic fertilizer"",""NPK fertilizer""]",4,"[""Temperate regions"",""Subtropical regions""]",20.0,15.0,750.0,0.45,22000,80
rubus lassus,"[""Loam"",""Sandy loam"",""Clay loam""]",Shrub,"[""Late spring to early summer""]",2 hours interval,"[""10-10-10"",""5-10-5""]",4 weeks interval,"[""Temperate regions"",""Subtropical regions""]",20.0,15.0,750.0,0.3,20000,70
rubus lundelliorum,"[""Sandy loam"",""Loam"",""Clay""]",Shrub,"[""Spring"",""Summer""]",12,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical regions"",""Subtropical regions""]",21.0,15.0,750.0,0.3,30000,60
rubus uncus,"[""Sandy loam"",""Clay loam"",""Loam""]",Shrub,"[""Spring"",""Summer""]",03-Feb,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Temperate regions"",""Subtropical regions""]",17.5,15.0,750.0,0.35,21600,80
rubus aptatus,"[""Loam"",""Clay""]",Fruit,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean"",""Temperate""]",20.0,15.0,750.0,0.45,500,80
