Seed_ID,Seed_Name,Soil_Types,Plant_Category,Season,Watering,Fertilization_List,Fertilization_Time,Best_Growing_Areas,Temperature,Soil_Temperature,Precipitation,Soil_Moisture,Sunshine_Duration,Humid
62743,thyana striata,"[""Loam"",""Silt"",""Clay""]",Flowering Plant,"[""Spring"",""Summer""]",3,"[""NPK"",""Organic Fertilizers""]",4,"[""Tropical Regions"",""Subtropical Regions""]",25,20,1000,0.3,400,70
62744,thelocarpon superellum,"[""Sandy"",""Loamy""]",Flowering Plant,"[""Spring"",""Summer""]",2-3 hours interval,"[""NPK"",""Compost""]",4-6 weeks interval,"[""Temperate regions"",""Coastal areas""]",17.5,22.5,300,0.3,600,70
62745,thelotrema subtile,"[""Loamy"",""Sandy""]",Moss,"[""Spring"",""Summer""]",48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""Tropical rainforests"",""Temperate forests""]",21.5,22.5,175,0.4,900,80
62746,ocellularia subtilis,"[""Loam"",""Sandy Loam"",""Clay""]",Flowering Plant,"[""All year round""]",24 hours interval,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",4 weeks interval,"[""Tropical Rainforests"",""Subtropical Regions""]",21.5,25,750,0.4,6000,80
62747,thamnolia subuliformis,"[""Sandy soil"",""Loamy soil"",""Clay soil""]",Lichen,"[""Spring"",""Summer""]",2-3 hours interval,"[""Liquid seaweed fertilizer"",""Slow-release granular fertilizer""]",4 (weeks interval),"[""Temperate regions"",""Mountainous regions"",""Boreal forests""]",15,10,750,0.2,3000,80
62748,thamnolia subvermicularis,"[""Rocky"",""Sandy"",""Gravelly""]",Lichen,"[""Start of summer"",""Late summer""]",24 hours interval,"[""Nitrogen-based"",""Phosphorus-based""]",4 weeks interval,"[""Alpine regions"",""Tundra""]",5,12.5,1000,0.5,4000,80
62749,thelypteris subpubescens,"[""Loamy"",""Sandy""]",Fern,"[""Spring"",""Summer""]",48,"[""Organic"",""Slow-release""]",4,"[""North America"",""Asia""]",20,20,1500,0.4,40000,80
62750,thelosperma marginatum,"[""Sandy"",""Loamy""]",Wildflower,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Arizona"",""New Mexico"",""Texas""]",22.5,17.5,450,0.3,15000,60
62751,thelenella synchnogonioides,"[""Loam"",""Silt"",""Clay""]",Flowering Plant,"[""Late spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 (weeks interval),"[""Tropical regions"",""Subtropical regions""]",20,20,750,0.45,30000,80
62752,thuidium tamariscinum,"[""Sandy"",""Loamy"",""Clayey""]",Moss,"[""Spring"",""Summer"",""Autumn""]",12 hours interval,"[""Organic fertilizers"",""Moss-specific fertilizers""]",8 weeks interval,"[""Temperate regions"",""Forest floors"",""Shaded areas""]",10,12.5,800,0.55,4000,70
62753,thelypteris taiwanensis,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Fern,"[""Spring"",""Summer""]",48,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Taiwan"",""Japan"",""China""]",21.5,21.5,1500,0.3,180,80
62754,cyclosorus taiwanensis,"[""Well-drained soil"",""Loamy soil""]",Fern,"[""Spring"",""Summer""]",48,"[""Organic fertilizer"",""Liquid fertilizer""]",4,"[""Taiwan"",""Japan"",""China""]",25,21.5,1500,0.4,14000,80
62755,sphaerostephanos taiwanensis,"[""Well-drained soil"",""Loamy soil""]",Flowering plant,"[""Start of summer"",""Rainy season""]",24,"[""NPK fertilizer"",""Organic compost""]",4,"[""Taiwan"",""Southeast Asia""]",20,21.5,1500,0.3,30000,80
62756,thalictrum texanum,"[""Loam"",""Sandy loam""]",Perennial,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Texas"",""Oklahoma"",""Louisiana""]",20,20,750,0.3,27000,70
62757,thamnosma texana,"[""Sandy"",""Loamy""]",Shrub,"[""Late Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",12,"[""Texas"",""New Mexico"",""Arizona""]",30,25,400,0.3,35000,60
62758,thelypodium tenue,"[""Sandy Loam"",""Loamy Sand"",""Silt Loam""]",Flowering Plant,"[""Spring"",""Summer""]",4,"[""Nitrogen"",""Phosphorus"",""Potassium""]",6,"[""California"",""Arizona"",""Nevada""]",20,21,650,0.3,3500,60
62759,thelypodium texanum,"[""Sandy loam"",""Loamy sand""]",Flowering plant,"[""Spring"",""Summer""]",48 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 weeks interval,"[""Texas"",""Oklahoma"",""New Mexico""]",25,20,400,0.3,4000,60
62760,thelypteris tetragona,"[""Loam"",""Sandy loam"",""Clay loam""]",Fern,"[""Spring"",""Summer"",""Autumn""]",12,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Shaded gardens"",""Woodland areas"",""Moist areas""]",15,20,150,0.3,20000,70
62761,dryopteris subtetragona,"[""Loam"",""Sandy loam"",""Clay loam""]",Fern,"[""Spring"",""Summer"",""Autumn""]",24,"[""Slow-release fertilizer"",""Organic compost""]",4,"[""Shaded areas"",""Moist forest floors""]",17.5,20,1500,0.3,20000,70
62762,goniopteris tetragona,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Fern,"[""Spring"",""Summer""]",48,"[""Organic fertilizer"",""Balanced NPK fertilizer""]",4,"[""Temperate regions"",""Moist forests""]",17,16,1000,0.4,22000,70
62763,thalassia testudinum,"[""Sandy""]",Seagrass,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Caribbean"",""Gulf of Mexico"",""Florida"",""Honduras""]",25,27.5,750,0.5,40000,80
62764,thymophylla tenuiloba,"[""Loamy"",""Sandy""]",Annual,"[""Spring"",""Summer""]",2-3 hours interval,"[""Liquid fertilizer every 2 weeks"",""Slow-release granular fertilizer every 4 weeks""]",4 (weeks interval),"[""Southwestern United States"",""Mexico""]",22.5,21.5,400,0.25,20000,60
62765,thymophylla tephroleuca,"[""Sandy loam"",""Loamy sand"",""Silt loam""]",Flowering plant,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Southwestern United States"",""Northern Mexico""]",22.5,20,650,0.3,24000,70
62766,dyssodia tephroleuca,"[""Sandy loam"",""Loam""]",Flowering plant,"[""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southwestern United States"",""Mexico"",""Central America""]",25,20,650,0.3,4000,60
62767,dyssodia tenuiloba,"[""Sandy loam"",""Loam"",""Clay loam""]",Flowering Plant,"[""Spring"",""Summer""]",03-Feb,"[""All-purpose fertilizer"",""Organic compost""]",06-Apr,"[""Southwestern United States"",""Northern Mexico""]",25,20,450,0.3,3000,60
62768,dyssodia texana,"[""Sandy loam"",""Clay loam""]",Flowering plant,"[""Late spring"",""Summer""]",Every 3-4 days,"[""Nitrogen-rich fertilizer"",""Phosphorus-rich fertilizer"",""Potassium-rich fertilizer""]",Every 4-6 weeks,"[""Texas"",""New Mexico"",""Arizona""]",25,25,375,0.2,6000,70
62769,dyssodia treculii,"[""Sandy loam"",""Loamy sand""]",Herbaceous,"[""Late spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southwestern United States"",""Mexico""]",22.5,24,450,0.225,40000,60
62770,dyssodia wrightii,"[""Sandy"",""Loam"",""Clay""]",Flowering Plant,"[""Spring"",""Summer""]",2,"[""Slow-release granular fertilizer"",""Liquid fertilizer""]",4,"[""Southwestern United States"",""Northern Mexico""]",30,23,300,0.3,6000,70
62771,thalictrum thalictroides,"[""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Eastern North America"",""Central North America""]",20,15,750,0.3,25000,70
62772,anemonella thalictroides,"[""Loam"",""Clay"",""Silt""]",Perennial,"[""Spring"",""Summer""]",48,"[""Compost"",""Organic Fertilizer""]",6,"[""Eastern North America"",""Southeastern United States"",""Central Europe""]",17.5,15,750,0.45,20000,70
62773,syndesmon thalictroides,"[""Loamy"",""Sandy""]",Flowering Plant,"[""Start of Spring"",""Summer"",""Autumn""]",4,"[""NPK"",""Compost""]",4,"[""Temperate"",""Subtropical"",""Tropical""]",22.5,17.5,800,0.45,20000,80
62774,thevetia thevetioides,"[""Sandy"",""Loamy"",""Clayey""]",Shrub,"[""Summer"",""Monsoon""]",03-Feb,"[""NPK fertilizers"",""Organic manure""]",4,"[""Tropical regions"",""Subtropical regions""]",25,30,750,0.4,22000,70
62775,thymus thracicus,"[""Loam"",""Sandy loam"",""Clay loam""]",Herb,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean"",""Temperate""]",20,15,500,0.25,22000,60
62776,thymus lanicaulis,"[""Loam"",""Sandy Loam"",""Clay""]",Perennial Herb,"[""Spring"",""Summer""]",12,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""Mediterranean region"",""Western Europe"",""North America""]",20,15,400,0.3,20000,60
62777,thaspium trifoliatum,"[""Sandy loam"",""Loam"",""Clay loam""]",Herb,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Eastern United States"",""Southeastern Canada"",""Central Europe""]",20,15,600,0.25,30000,80
62778,thelypteris truncata,"[""Sandy loam"",""Clay loam"",""Loam""]",Fern,"[""Start of summer"",""Late spring"",""Early autumn""]",2-3 hours interval,"[""Organic compost"",""Slow-release granular fertilizer""]",4 (weeks interval),"[""Shaded areas"",""Moist areas"",""Wetlands""]",21,20,1500,0.3,7000,80
62779,cyclosorus truncatus,"[""Loamy"",""Sandy""]",Fern,"[""Year-round growth""]",8 hours interval,"[""Organic compost"",""Slow-release granular fertilizer""]",4 weeks interval,"[""Tropical rainforests"",""Subtropical regions""]",25,20,1500,0.4,20000,80
62780,thelypteris triphylla,"[""Loam"",""Clay"",""Silty""]",Fern,"[""Spring"",""Summer""]",48,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""North America"",""Europe"",""Asia""]",22.5,17.5,150,0.4,5000,80
62781,cyclosorus triphyllus,"[""Loamy Soil"",""Sandy Soil""]",Fern,"[""Start of Summer""]",03-Feb,"[""Organic Fertilizer"",""Slow-Release Fertilizer""]",4,"[""Tropical Rainforest"",""Subtropical Regions""]",20,22.5,150,0.3,20000,80
62782,pronephrium triphyllum,"[""Loamy"",""Sandy"",""Clayey""]",Fern,"[""Spring"",""Summer""]",6,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",20,20,150,0.45,20000,70
62783,thurovia triflora,"[""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",Every 2 days,"[""Nitrogen-based"",""Phosphorus-based""]",Every 4 weeks,"[""Temperate regions"",""Mediterranean climates""]",20,21.5,1000,0.3,25000,80
62784,gutierrezia triflora,"[""Sandy"",""Loamy""]",Shrub,"[""Late spring"",""Summer""]",03-Feb,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""Southwestern United States"",""Northern Mexico""]",29,25,300,0.2,20000,60
62785,themeda triandra,"[""Sandy loam"",""Clay loam"",""Loamy sand""]",Grass,"[""Summer"",""Autumn""]",12,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""Australia"",""South Africa"",""India""]",20,20,750,0.35,35000,80
62786,themeda australis,"[""Sandy loam"",""Clay loam""]",Grass,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",6,"[""Australia"",""New Zealand""]",20,15,600,0.3,14000,70
62787,thelidium transsylvanicum,"[""Loam"",""Silt"",""Clay""]",Flowering Plant,"[""Late Spring"",""Summer""]",5,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Eastern Europe"",""Transylvania"",""Carpathian Mountains""]",20,21.5,750,0.3,3000,70
62788,golden alexander,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",2,"[""Organic fertilizer"",""Slow-release granules""]",4,"[""Eastern United States"",""Central Canada""]",17.5,20,750,0.35,8000,70
62790,thuidium,"[""Sandy"",""Loamy"",""Clayey""]",Moss,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",17.5,15,850,0.3,3000,70
62791,thuja,"[""Loam"",""Sandy loam"",""Clay loam""]",Evergreen,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",17.5,20,750,0.3,30000,60
62792,thelypteris unita,"[""Loamy"",""Sandy"",""Clayey""]",Fern,"[""Year-round""]",03-Feb,"[""Organic Fertilizer"",""Slow-release Fertilizer""]",06-Apr,"[""Tropical Rainforests"",""Subtropical Regions""]",20,20,1500,0.45,25000,80
62793,cyclosorus unitus,"[""Loamy"",""Sandy""]",Fern,"[""Spring"",""Summer""]",48,"[""Compost"",""Organic fertilizer""]",4,"[""Tropical rainforests"",""Temperate forests""]",22.5,17.5,125,0.4,20000,80
62795,thunbergia,"[""Loam"",""Sandy loam"",""Clay loam""]",Vine,"[""Spring"",""Summer""]",2,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""Tropical"",""Subtropical"",""Mediterranean""]",22.5,22.5,750,0.3,28800,80
62797,thelypodiopsis vaseyi,"[""Sandy Loam"",""Silt Loam"",""Clay Loam""]",Flowering Plant,"[""Late Winter"",""Spring"",""Early Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",6,"[""Southwestern United States"",""Sonoran Desert""]",16,16,225,0.2,20000,70
62798,sisymbrium vaseyi,"[""Well-drained soil"",""Sandy soil""]",Flowering Plant,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus""]",4 (weeks interval),"[""California"",""Nevada"",""Arizona""]",20,20,450,0.35,30000,70
62799,thalictrum venulosum,"[""Sandy loam"",""Loamy sand"",""Silt loam""]",Perennial,"[""Spring"",""Summer""]",03-Feb,"[""NPK"",""Organic compost""]",6,"[""North America"",""Europe"",""Asia""]",17.5,16,750,0.4,15000,60
62800,thalictrum confine,"[""Loam"",""Sandy Loam""]",Perennial,"[""Spring"",""Summer""]",24,"[""Organic fertilizer"",""Slow-release fertilizer""]",4,"[""Europe"",""Asia"",""North America""]",20,15,750,0.3,20000,60
62801,thalictrum turneri,"[""Loamy soil"",""Sandy soil""]",Perennial,"[""Spring"",""Autumn""]",03-Feb,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,"[""North America"",""Europe"",""Asia""]",20,15,900,0.4,22000,70
62802,thelypteris verecunda,"[""Loamy"",""Sandy"",""Clayey""]",Fern,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical"",""Subtropical"",""Humid""]",21.5,22.5,1500,0.4,22000,80
62803,thelypodiopsis vermicularis,"[""Sandy loam"",""Loamy sand"",""Silty loam""]",Flowering plant,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4-6 (weeks interval),"[""Southwestern United States"",""Northern Mexico""]",20,20,400,0.4,180,70
62804,thelidium velutinum,"[""Sandy loam"",""Clay loam"",""Loamy soil""]",Flowering Plant,"[""Spring"",""Summer""]",48,"[""NPK 10-10-10"",""Compost"",""Organic Fertilizer""]",8,"[""Tropics"",""Subtropics"",""Mediterranean""]",20,15,750,0.3,35000,70
62805,thamnolia vermicularis,"[""Sandy"",""Loamy"",""Peaty""]",Lichen,"[""Spring"",""Summer"",""Autumn""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Northern Europe"",""Northern America"",""Arctic regions""]",10,7.5,1000,0.5,36000,80
62806,thermutis velutina,"[""Loamy"",""Sandy"",""Well-drained""]",Flowering Plant,"[""Start of summer"",""Spring"",""Autumn""]",6 hours interval,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4 weeks interval,"[""Tropical regions"",""Subtropical regions""]",21.5,17.5,150,0.325,800,70
62807,thermopsis villosa,"[""Well-drained"",""Loamy""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""North America"",""Europe"",""Asia""]",20,15,750,0.3,30000,60
62808,thermopsis caroliniana,"[""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",2-3 days interval,"[""Nitrogen-rich fertilizer"",""Phosphorus-rich fertilizer""]",6 weeks interval,"[""Eastern United States"",""Southeast Canada""]",7.5,15,1000,0.3,8,70
62809,themeda villosa,"[""Loamy soil"",""Sandy soil""]",Grass,"[""Start of summer"",""Spring""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4-6 weeks interval,"[""Australia"",""South Africa"",""India""]",22.5,17.5,650,0.3,22000,70
62810,themeda gigantea,"[""Sandy"",""Loamy"",""Clay""]",Grass,"[""Spring"",""Summer""]",4,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Australia"",""Africa"",""Asia""]",20,20,550,0.2,22000,70
62811,thyme,"[""Loam"",""Sandy"",""Clay""]",Herb,"[""Late spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean"",""Central Europe"",""North America""]",17.5,17.5,375,0.35,30000,60
62812,thelypteris wailele,"[""Sandy loam"",""Clay loam"",""Silt loam""]",Fern,"[""Year-round""]",24,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""Tropical rainforest"",""Subtropical forests""]",21.5,22.5,1500,0.45,43200,80
62813,cyclosorus wailele,"[""Well-drained soil"",""Sandy loam""]",Fern,"[""All year round""]",2-3 hours interval,"[""Organic compost"",""Liquid fertilizer""]",4-6 weeks interval,"[""Tropical rainforests"",""Shaded areas with high humidity""]",25,21.5,200,0.3,20000,80
62814,thelypteris warburgii,"[""Loamy"",""Silty""]",Fern,"[""Start of summer"",""Late spring""]",48,"[""Nitrogen-based"",""Potassium-based""]",6,"[""Tropical regions"",""Subtropical regions""]",21.5,21.5,1250,0.4,6000,80
62815,thelenella weberi,"[""Loam"",""Sandy loam"",""Clay loam""]",Flowering plant,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",4,"[""Temperate regions"",""Subtropical regions""]",20,16,750,0.45,22000,60
62816,thelypteris yaucoensis,"[""Loam"",""Sandy loam"",""Clay loam""]",Fern,"[""Spring"",""Summer""]",24,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""Tropical rainforests"",""Wetlands""]",25,25,1750,0.25,30000,80
62817,thymelaea,"[""Sandy"",""Loamy""]",Shrub,"[""Spring"",""Summer""]",12,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean"",""Subtropical"",""Desert""]",25,20,300,0.3,20000,60
62818,thymophylla,"[""Sandy loam"",""Loam"",""Clay loam""]",Flower,"[""Late spring"",""Summer"",""Early fall""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 (weeks interval),"[""Southwestern United States"",""Mexico"",""Central America""]",22.5,17.5,400,0.25,20000,70
62819,thymus,"[""Loamy"",""Sandy""]",Herb,"[""Late Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean"",""Subtropical""]",20,17.5,500,0.25,25000,60
62820,thyrea,"[""Loamy"",""Sandy""]",Flowering plant,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Subtropical regions""]",20,20,650,0.5,40000,60
62822,thysanocarpus,"[""Sandy loam"",""Loamy soil""]",Annual Herb,"[""Spring""]",3,"[""Nitrogen"",""Phosphorus""]",4,"[""California"",""Oregon"",""Washington""]",22.5,20,450,0.2,7200,60
62824,tilingia ajanensis,"[""Sandy loam"",""Loamy sand"",""Clay loam""]",Flowering plant,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen-based"",""Potassium-based""]",06-Apr,"[""Coastal regions"",""Temperate rainforests""]",17.5,17.5,500,0.4,4000,70
62825,cnidium ajanense,"[""Loam"",""Sandy Loam"",""Clay""]",Herb,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus""]",4,"[""Asia"",""Europe""]",17.5,22.5,750,0.3,30000,70
62826,tilia americana,"[""Loam"",""Silt"",""Clay""]",Deciduous Tree,"[""Late Spring"",""Summer"",""Early Fall""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",6,"[""Eastern North America"",""Midwest"",""Southern Ontario""]",25,15,750,0.3,22000,70
62827,tilia glabra,"[""Loamy"",""Sandy""]",Deciduous Tree,"[""Late Spring"",""Summer""]",03-Feb,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""Europe"",""North America""]",20,15,850,0.3,30000,70
62828,tilia neglecta,"[""Loamy"",""Sandy""]",Deciduous Tree,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""North America""]",17.5,17.5,750,0.45,25000,70
62829,tilia palmeri,"[""Loamy"",""Sandy""]",Tree,"[""Spring"",""Summer""]",2,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""Southwestern United States"",""Mexico""]",17.5,20,750,0.45,25000,70
62830,tilia truncata,"[""Loamy"",""Sandy""]",Tree,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""North America""]",15,15,750,0.4,20000,80
62831,tilia venulosa,"[""Loam"",""Silt"",""Clay""]",Tree,"[""Spring"",""Summer""]",2,"[""Organic compost"",""Nitrogen-based fertilizer""]",4,"[""Temperate regions"",""Subtropical regions""]",20,20,750,0.3,22000,70
62832,tilia australis,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Tree,"[""Late spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean region"",""Temperate regions""]",21.5,20,800,0.3,28800,60
62833,tilia caroliniana,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Tree,"[""Late spring"",""Summer""]",48,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Southeastern United States"",""Midwestern United States""]",20,17.5,1500,0.45,25000,60
62834,tilia floridana,"[""Well-drained"",""Loamy""]",Tree,"[""Late spring"",""Summer"",""Early fall""]",48,"[""Nitrogen"",""Phosphorus""]",6,"[""Florida"",""Georgia"",""Alabama""]",25,22.5,1000,0.3,20000,70
62835,tilia georgiana,"[""Loam"",""Silt"",""Clay""]",Tree,"[""Summer""]",24,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""Temperate regions"",""Subtropical regions""]",20,25,650,0.4,25000,70
62836,tilia leptophylla,"[""Sandy loam"",""Loam"",""Clay""]",Tree,"[""Late spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",20,15,900,0.375,20000,80
62837,tilia leucocarpa,"[""Loam"",""Silt"",""Clay""]",Tree,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mild Temperate Regions"",""Subtropical Regions""]",20,15,750,0.3,20000,70
62838,tilia littoralis,"[""Sandy loam"",""Loamy sand""]",Tree,"[""Spring"",""Summer""]",2,"[""Nitrogen-based fertilizers"",""Potassium fertilizers""]",6,"[""Coastal regions"",""Mediterranean climates""]",20,15,650,0.3,22000,70
62839,tilia porracea,"[""Loamy"",""Sandy""]",Tree,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""North America""]",17.5,15,1000,0.3,25000,70
62840,tilia pubescens,"[""Loam"",""Silt"",""Clay""]",Tree,"[""Start of summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""Asia""]",20,15,600,0.3,25000,60
62841,tilia eburnea,"[""Sandy loam"",""Clay loam"",""Loamy soil""]",Deciduous Tree,"[""Spring"",""Summer"",""Autumn""]",2-3 hours interval,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4 (weeks interval),"[""North America"",""Europe"",""Asia""]",20,12.5,750,0.4,3000,70
62842,tilia heterophylla,"[""Loam"",""Clay""]",Tree,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Eastern Asia"",""North America""]",24,22.5,900,0.4,30000,70
62843,tilia lasioclada,"[""Loamy"",""Sandy""]",Tree,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""Asia""]",20,15,750,0.4,30000,70
62844,tilia michauxii,"[""Loam"",""Silt"",""Clay""]",Deciduous Tree,"[""Late Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Eastern United States"",""Southeastern United States""]",25,20,1150,0.45,30000,70
62845,tilia monticola,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Tree,"[""Spring"",""Summer""]",Every 2 days,"[""Nitrogen"",""Phosphorus"",""Potassium""]",Every 4 weeks,"[""Mountainous regions"",""Cool temperate regions""]",15,15,1150,0.35,35000,70
62846,tinantia anomala,"[""Sandy Loam"",""Loamy Sand"",""Silt Loam""]",Flowering Plant,"[""Summer"",""Rainy""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""South America"",""Mexico"",""Central America""]",20,25,750,0.3,30000,60
62847,commelinantia anomala,"[""Loamy"",""Sandy""]",Herb,"[""Late spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southwestern United States"",""Northern Mexico""]",25,20,750,0.4,20000,60
62848,commelina anomala,"[""Loamy soil"",""Sandy soil""]",Herbaceous plant,"[""Summer"",""Rainy season""]",03-Feb,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",4,"[""Tropical regions"",""Subtropical regions""]",25,27.5,1500,0.3,40000,80
62849,tradescantia anomala,"[""Well-drained"",""Loamy""]",Houseplant,"[""All year round""]",Once a week,"[""General-purpose fertilizer""]",4,"[""Tropical regions"",""Subtropical regions""]",21,22.5,900,0.4,22000,60
62850,timmiella anomala,"[""Peat"",""Silt"",""Loam""]",Moss,"[""Spring"",""Summer""]",24,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,"[""Shaded areas"",""Wetlands"",""Forest floors""]",22.5,17.5,250,0.35,3000,60
62851,tillandsia ariza-juliae,"[""Well-draining soil"",""Sandy soil""]",Epiphyte,"[""Spring"",""Summer""]",03-Feb,"[""Diluted liquid fertilizer""]",4,"[""Central America"",""Mexico""]",25,22.5,1150,0.325,20000,80
62852,tiarella,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Perennial,"[""Spring"",""Summer""]",2,"[""10-10-10"",""20-20-20""]",4,"[""North America"",""Europe"",""Asia""]",17.5,15,1000,0.45,50000,60
62853,timmia austriaca,"[""Sandy soil"",""Loamy soil"",""Clay soil""]",Moss,"[""Spring"",""Autumn""]",Every 2 days,"[""Organic compost"",""Peat moss""]",Every 4 weeks,"[""Cool and moist regions"",""Mountainous areas"",""Shaded areas""]",15,10,750,0.45,22000,70
62854,tillandsia baileyi,"[""Well-drained soil"",""Sandy soil""]",Air Plant,"[""Year-round""]",Every 2-3 weeks,"[""Diluted liquid fertilizer"",""Bromeliad fertilizer""]",Every 4-6 weeks,"[""Southern United States"",""Central America"",""South America""]",21,22.5,1000,0.3,3000,70
