Seed_ID,Seed_Name,Soil_Types,Plant_Category,Season,Watering,Fertilization_List,Fertilization_Time,Best_Growing_Areas,Temperature,Soil_Temperature,Precipitation,Soil_Moisture,Sunshine_Duration,Humid,Watering_min_x,SeedName2,Plant_Name,English_Name,Area_Require,Height_Max,Soil_Depth,Precip,Image_URL
70689,bellflower,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial,"[""Late Spring"",""Summer"",""Early Fall""]",48,"[""Organic compost"",""Liquid fertilizer""]",4,"[""Europe"",""North America"",""Asia""]",20.0,15.0,5.0,0.3,3000.0,60.0,48.0,campanula sp.,Campanula species,Campanula sp.,12,24,0.5,5.0,
70690,Clustered bellflower,"[""Well-drained"",""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",24,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""Europe"",""North America"",""Asia""]",20.0,15.0,5.0,0.4,6000.0,60.0,24.0,Clustered Bellflower,campanula glomerata,Campanula glomerata,12,24,0.25,5.0,
70691,Takeshima bellflower,"[""Loamy"",""Sandy""]",Flowering Plant,"[""Spring"",""Summer""]",48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""Temperate regions"",""Subtropical regions""]",20.0,15.0,5.0,0.3,600.0,70.0,48.0,Campanula takesimiana,campanula takesimiana,Campanula takesimiana,12,36,0.5,5.0,
70692,Blue throatwort,"[""Well-drained"",""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",72,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""Europe"",""North America""]",20.0,18.0,5.0,0.4,6000.0,60.0,72.0,Campanula trachelium,campanula trachelium,Campanula trachelium,12,48,0.5,5.0,
70693,Lucky Clover,"[""Loam"",""Sandy loam"",""Clay loam""]",Flowering plant,"[""Late spring"",""Summer""]",48,"[""Organic compost"",""Liquid fertilizer""]",6-Apr,"[""Temperate regions"",""Mediterranean climates""]",20.0,17.5,5.0,0.4,840.0,60.0,48.0,Oxalis tetraphylla,oxalis tetraphylla (syn. o. deppei),Oxalis tetraphylla (syn. O. deppei),12x12,12,0.25,4.0,
70694,Golden Lace,"[""Loamy"",""Sandy loam""]",Perennial,"[""Spring"",""Summer"",""Autumn""]",48,"[""Organic compost"",""Slow-release granular fertilizer""]",6-Apr,"[""China"",""Japan"",""Korea""]",22.5,17.5,5.0,0.3,4500.0,50.0,48.0,Patrinia villosa,patrinia villosa,Patrinia Villosa,18-Dec,24-36,0.25-0.5,7.5,
70695,African Daisy,"[""Sandy"",""Loamy""]",Flowering Plant,"[""Late Spring"",""Summer""]",48,"[""NPK"",""Compost""]",4,"[""South Africa"",""Mediterranean"",""Southern Europe""]",20.0,18.0,5.0,0.3,6000.0,60.0,48.0,dimorphotheca aurantiaca,African Daisy,Dimorphotheca aurantiaca,12,16,0.5,5.0,
70696,Carline thistle,"[""Loam"",""Sandy"",""Clay""]",Perennial,"[""Spring"",""Summer""]",48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,"[""Europe"",""Asia"",""North America""]",20.0,15.0,5.0,0.3,600.0,60.0,48.0,Carlina vulgaris,carlina vulgaris,Carlina Vulgaris,12,36,0.5,5.0,
70697,Przewalski's ligularia,"[""Well-drained"",""Moist"",""Loamy""]",Perennial,"[""Spring"",""Summer""]",48,"[""Organic compost"",""Slow-release granular fertilizer""]",6-Apr,"[""Shaded Gardens"",""Woodland Gardens"",""Bog Gardens""]",17.5,15.0,5.0,0.3,25000.0,50.0,48.0,Ligularia przewalskii,ligularia przewalskii,Ligularia przewalskii,24-Dec,24 - 36,0.4,7.5,
70698,Wallflower,"[""Loamy"",""Sandy""]",Biennial/perennial,"[""Spring"",""Summer""]",48,"[""NPK"",""Compost""]",4,"[""Europe"",""North America"",""Asia""]",18.0,15.0,5.0,0.3,18000.0,60.0,48.0,Cheiranthus cheiri,cheiranthus cheiri,Cheiranthus cheiri,12,36,0.5,5.0,
70699,Branched St Bernard's-lily,"[""Loam"",""Sandy Loam"",""Clay""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Mediterranean region"",""Temperate regions""]",20.0,18.0,5.0,0.3,3600.0,60.0,48.0,Anthericum ramosum,anthericum ramosum,Anthericum ramosum,12,24,0.5,5.0,
70700,Fuchsia Groundsel,"[""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",72,"[""Slow-release granular fertilizer"",""Liquid fertilizer""]",4,"[""Coastal regions"",""Mediterranean climates""]",18.0,20.0,2.0,0.3,30000.0,60.0,72.0,Senecio fuchsii,senecio fuchsii,Senecio fuchsii,24,12,0.2,2.0,
70701,aromatic celery seed,"[""Sandy loam"",""Clay loam""]",Herb,"[""Spring"",""Summer""]",48,"[""NPK 10-10-10"",""Compost""]",4,"[""Mediterranean"",""Subtropical""]",20.0,18.0,5.0,0.4,3600.0,70.0,48.0,Cumin,cephalophora aromatica,Cephalophora aromatica,12,24,0.5,5.0,
70702,Ground ivy,"[""Sandy loam"",""Clay loam"",""Humus-rich""]",Herbaceous Perennial,"[""Spring"",""Summer"",""Autumn""]",48,"[""Organic compost"",""Slow-release fertilizer""]",4,"[""North America"",""Europe"",""Asia""]",15.0,12.0,3.0,0.3,18000.0,60.0,48.0,Glechoma hederacea,glechoma hederacea,Glechoma Hederacea,12,10,0.25,3.0,
70703,silverleaf nightshade,"[""Loamy"",""Sandy""]",Climbing Vine,"[""Late Spring"",""Summer"",""Early Fall""]",48,"[""NPK 10-10-10"",""Compost""]",4,"[""North America"",""Europe"",""Asia""]",25.0,20.0,5.0,0.4,6000.0,70.0,48.0,sicyos angulatus,bur cucumber,Sicyos Angulatus,36,120,1,5.0,
70704,Hawkweed,"[""Loam"",""Clay"",""Sandy""]",Flowering plant,"[""Spring"",""Summer"",""Autumn""]",168,"[""NPK"",""Compost""]",6-Apr,"[""North America"",""Europe"",""Asia""]",20.0,15.0,5.0,0.25,3250.0,60.0,168.0,Hieracium,hieracium sp.,Hieracium sp.,12,24,0.5,7.5,
70705,Orange hawkweed,"[""Well-drained sandy loam"",""Loamy soil with good drainage""]",Perennial herb,"[""Spring"",""Summer"",""Autumn""]",48,"[""Organic compost"",""Slow-release granular fertilizer""]",8-Jun,"[""North America"",""Europe"",""Asia""]",16.0,15.0,3.0,0.45,27000.0,55.0,48.0,Hieracium aurantiacum,hieracium aurantiacum,Hieracium aurantiacum,24-Dec,24-Dec,0.4,3.0,
70706,Wild oat,"[""Loam"",""Clay"",""Sandy loam""]",Grass,"[""Spring"",""Summer"",""Autumn""]",48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""North America"",""Europe"",""South America""]",20.0,18.0,5.0,0.3,18000.0,60.0,48.0,Avena strigosa,avena strigosa,Avena Strigosa,12,24,2,5.0,
70707,European hornbeam,"[""Loam"",""Silty Loam"",""Clay Loam""]",Deciduous Tree,"[""Spring"",""Summer"",""Autumn""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""Asia"",""North America""]",10.0,15.0,5.0,0.3,24000.0,50.0,48.0,Carpinus betulus,carpinus betulus,Carpinus betulus,200,600,2,5.0,
70708,longevity spinach,"[""Well-drained soil"",""Loamy soil""]",Perennial Herb,"[""Spring"",""Summer"",""Fall""]",48,"[""Organic compost"",""Liquid fertilizer""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,20.0,5.0,0.4,6000.0,70.0,48.0,gynura crepidioides,Gynura crepidioides,Gynura crepidioides,12,12,1,5.0,
70709,Windmill Palm,"[""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer"",""Autumn""]",48,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Mediterranean"",""Subtropical"",""Temperate""]",18.5,15.8,5.2,0.25,18000.0,60.0,48.0,Trachycarpus fortunei,trachycarpus fortunei,Trachycarpus fortunei,120,240,4,5.2,
70710,bloodtwig dogwood,"[""Loam"",""Clay"",""Silt""]",Shrub,"[""Spring"",""Summer"",""Autumn""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""Asia""]",15.0,12.0,5.0,0.3,18000.0,60.0,48.0,Cornus sanguinea,cornus sanguinea,Cornus sanguinea,24,96,2,5.0,
70711,spiny restharrow,"[""Sandy loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""Compost"",""Organic fertilizer""]",4,"[""Mediterranean region"",""Central Europe""]",20.0,15.0,5.0,0.3,600.0,60.0,48.0,Ononis spinosa,ononis spinosa,Ononis spinosa,12,24,1,5.0,
70712,Hens and Chicks,"[""Sandy loam"",""Well-drained soil""]",Succulent,"[""Spring"",""Summer""]",72,"[""Organic compost"",""Slow-release fertilizer""]",6,"[""Mediterranean region"",""Alpine regions""]",18.0,15.0,2.0,0.3,6000.0,50.0,72.0,Sempervivum hybrids,sempervivum hybriden,Sempervivum Hybriden,8,6,0.2,2.0,
70713,Mountain Houseleek,"[""Well-drained sandy loam"",""Rocky soil""]",Perennial,"[""Late spring"",""Summer""]",72,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,"[""Mountainous regions"",""Alpine meadows""]",20.0,15.0,5.0,0.3,3000.0,60.0,72.0,Sempervivum montanum,sempervivum montanum,Sempervivum montanum,12,6,0.5,5.0,
70714,Houseleek,"[""Well-drained sandy soil"",""Loamy soil""]",Perennial,"[""Spring"",""Summer""]",48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,"[""Europe"",""North America"",""Asia""]",18.0,15.0,2.0,0.3,300.0,60.0,48.0,Sempervivum tectorum,sempervivum tectorum,Sempervivum tectorum,12,6,0.25,2.0,
70715,cobweb houseleek,"[""Sandy loam"",""Well-drained soil""]",Perennial succulent,"[""Late spring"",""Summer"",""Early fall""]",48,"[""Organic compost"",""Slow-release fertilizer""]",8,"[""Mountainous regions"",""Alpine regions""]",20.0,18.0,5.0,0.2,30000.0,50.0,48.0,Sempervivum arachnoideum,sempervivum arachnoideum,Sempervivum arachnoideum,6,4,0.2,5.0,
70716,Honeysuckle,"[""Loamy"",""Sandy"",""Clayey""]",Shrub,"[""Spring"",""Summer"",""Fall""]",72,"[""Organic compost"",""Slow-release granular fertilizer""]",Every 4 - 6 weeks,"[""Temperate regions"",""Subtropical regions""]",21.0,21.5,5.0,0.3,840.0,50.0,72.0,Lonicera species,lonicera sp.,Lonicera sp.,36 inches,60,1,3.5,
70717,Lavender cotton,"[""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",48,"[""Organic compost"",""Slow-release granular fertilizer""]",6,"[""Mediterranean"",""Coastal"",""Dry""]",20.0,15.0,3.0,0.25,6000.0,50.0,48.0,santolina chamaecyparissus,Santolina chamaecyparissus,Santolina chamaecyparissus,12,24,0.2,3.0,
70718,garlic cress,"[""Loamy"",""Sandy""]",Herbaceous perennial,"[""Spring"",""Summer""]",48,"[""NPK 10-10-10"",""Compost""]",4,"[""Europe"",""North America""]",18.0,20.0,4.0,0.25,3000.0,60.0,48.0,Thlaspi alliaceum,thlaspi alliaceum,Thlaspi alliaceum,6,12,0.2,4.0,
70719,Woronow's skullcap,"[""Loam"",""Clay"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",48,"[""Organic compost"",""Balanced NPK fertilizer""]",4,"[""Europe"",""Asia""]",18.0,15.0,5.0,0.4,6000.0,60.0,48.0,Scutellaria baicalensis,scutellaria woronowii,Scutellaria Woronowii,12,12,0.5,5.0,
70720,autumn crocus,"[""Loamy"",""Sandy"",""Clayey""]",Perennial,"[""Late Summer"",""Early Autumn""]",48,"[""Organic compost"",""Bone meal"",""Fish emulsion""]",4,"[""Europe"",""North America"",""Asia""]",15.0,12.0,5.0,0.3,6000.0,60.0,48.0,Colchicum autumnale,colchicum autumnale,Colchicum autumnale,12,8,3,5.0,
70721,Alpine Caldesia,"[""Loamy soil"",""Silt soil"",""Clay soil""]",Perennial aquatic plant,"[""Spring"",""Summer"",""Autumn""]",48,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""Ponds"",""Marshes"",""Wetlands""]",22.0,20.0,5.0,0.45,12000.0,80.0,48.0,Caldesia parnassifolia,caldesia parnassifolia,Caldesia parnassifolia,12,24,2,5.0,
70722,Kahili ginger,"[""Loamy"",""Sandy"",""Well-drained""]",Perennial Flowering Plant,"[""Spring"",""Summer""]",48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,"[""Tropical regions"",""Subtropical regions""]",20.0,15.0,5.0,0.3,5000.0,70.0,48.0,Hedychium gardnerianum,hedychium gardnerianum,Hedychium gardnerianum,36,96,1,5.0,
70723,Purple-flowering raspberry,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial,"[""Late Spring"",""Summer"",""Early Fall""]",48,"[""Compost"",""Organic fertilizer""]",8,"[""North America"",""Europe""]",20.0,18.0,5.0,0.3,6000.0,60.0,48.0,Rubus odoratus,rubus odoratus,Rubus odoratus,36,72,1,5.0,
70724,Job's tears,"[""Sandy loam"",""Clay loam"",""Silt loam""]",Grass,"[""Start of summer"",""Spring"",""Autumn""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,20.0,5.0,0.4,30000.0,60.0,24.0,Coix lacryma-jobi,coix lacryma-jobi,Coix lacryma-jobi,12,120,2,5.0,
70725,maral root,"[""Loamy"",""Sandy""]",Herb,"[""Spring"",""Summer""]",48,"[""NPK"",""Compost""]",6-Apr,"[""Europe"",""Asia""]",17.5,15.0,5.0,0.3,3250.0,55.0,48.0,Rhaponticum carthamoides,rhaponticum carthamoides,Rhaponticum carthamoides,12x12,24-40,2-Jan,3.5,
70726,sorghum,"[""Loam"",""Sandy loam"",""Clay loam""]",Grass,"[""Summer"",""Rainy""]",48,"[""NPK 10-10-10"",""Compost""]",4,"[""United States"",""India"",""Nigeria""]",25.0,20.0,5.0,0.3,3600.0,50.0,48.0,Sorghum bicolor,sorghum sp.,Sorghum sp.,36,120,1,5.0,
70727,Clasping Venus' Looking-glass,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer"",""Fall""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",22.0,18.0,5.0,0.3,6000.0,60.0,48.0,Myagrum perfoliatum,myagrum perfoliatum,Myagrum Perfoliatum,144,36,0.5,5.0,
70728,corncockle,"[""Loam"",""Clay"",""Sandy""]",Herbaceous plant,"[""Spring"",""Summer""]",48,"[""NPK fertilizer"",""compost""]",4,"[""Europe"",""North America""]",20.0,15.0,5.0,0.3,6000.0,60.0,48.0,Galeopsis segetum,galeopsis segetum,Galeopsis segetum,12,36,0.5,5.0,
70729,red elderberry,"[""Loam"",""Sandy loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer"",""Fall""]",48,"[""Organic compost"",""Slow-release fertilizer""]",4,"[""North America"",""Europe"",""Asia""]",20.0,18.0,5.0,0.3,3600.0,60.0,48.0,Sambucus racemosa,sambucus racemosa,Sambucus racemosa,36,120,1,5.0,
70730,Black Elderberry,"[""Loam"",""Silt"",""Clay""]",Shrub,"[""Spring"",""Summer"",""Autumn""]",48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""Europe"",""North America"",""Asia""]",15.0,10.0,5.0,0.3,18000.0,70.0,48.0,Sambucus nigra,sambucus nigra,Sambucus Nigra,36,120,1,5.0,
70731,hops,"[""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",72,"[""Nitrogen-based"",""Potassium-based""]",4,"[""North America"",""Europe""]",12.5,15.2,4.5,0.25,27000.0,70.0,72.0,Humulus lupulus,humulus lupulus,Humulus lupulus,48,240,1,4.5,
70732,hornbeam,"[""Sandy loam"",""Loam"",""Clay loam""]",Deciduous tree,"[""Spring"",""Summer""]",24,"[""NPK 10-10-10"",""Organic compost""]",8-Apr,"[""Europe"",""Asia""]",20.0,15.0,5.0,0.3,20000.0,55.0,24.0,Ostrya carpinifolia,ostrya carpinifolia,Ostrya carpinifolia,120-180,40-60,2-Jan,7.5,
70733,Mountain hydrangea,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Shrub,"[""Spring"",""Summer"",""Autumn""]",48,"[""Slow-release fertilizer"",""Organic compost""]",8,"[""Shaded Gardens"",""Woodland Gardens"",""Hedgerows""]",18.0,20.0,5.0,0.4,30000.0,70.0,48.0,Hydrangea serrata,hydrangea serrata,Hydrangea serrata,36,60,1,5.0,
70734,Nuttall's Goosefoot,"[""Loam"",""Silty loam"",""Clay loam""]",Flowering plant,"[""Spring"",""Summer"",""Fall""]",48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""North America"",""Central America"",""South America""]",25.0,20.0,5.0,0.3,3600.0,60.0,48.0,Chenopodium berlandieri ssp. nuttalliae,chenopodium berlandieri ssp. nuttalliae,Chenopodium berlandieri ssp. nuttalliae,12,24,1,5.0,
70735,Coltsfoot,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial herb,"[""Late winter"",""Spring"",""Early summer""]",48,"[""All-purpose liquid fertilizer"",""Organic compost""]",4,"[""Europe"",""North America"",""Asia""]",10.0,12.0,5.0,0.3,18000.0,60.0,48.0,Tussilago farfara,tussilago farfara,Tussilago farfara,24,16,0.2,5.0,
70736,hound's tongue,"[""Loam"",""Sandy loam"",""Clay loam""]",Herbaceous plant,"[""Spring"",""Summer"",""Autumn""]",48,"[""NPK fertilizer"",""Organic compost""]",4,"[""Europe"",""North America"",""Asia""]",18.0,15.0,2.0,0.3,18000.0,60.0,48.0,Hound's Tongue,cynoglossum officinale,Cynoglossum officinale,12,36,0.2,2.0,
70737,sea urchin cucumber,"[""Loamy"",""Sandy""]",Vine,"[""Spring"",""Summer""]",48,"[""NPK"",""Organic compost""]",4,"[""North America"",""Europe""]",20.0,18.0,5.0,0.3,24000.0,60.0,48.0,Echinocystis lobata,echinocystis lobata,Echinocystis lobata,100,120,2,5.0,
70738,common periwinkle,"[""Loam"",""Clay"",""Sandy""]",Perennial,"[""Spring"",""Summer"",""Fall""]",48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""North America"",""Europe"",""Asia""]",22.0,18.0,5.0,0.3,3600.0,50.0,48.0,Vinca minor,vinca minor,Vinca minor,12,6,0.25,5.0,
70739,Bee balm,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Late spring"",""Summer""]",48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""North America"",""Europe""]",18.5,15.2,3.5,0.22,28000.0,60.0,48.0,monarda didyma,Monarda didyma,Monarda didyma,24,48,0.25,3.5,
70740,Ginger,"[""Loamy"",""Sandy""]",Herbaceous perennial,"[""Year-round""]",48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,20.0,5.0,0.3,30000.0,70.0,48.0,zingiber officinale,Ginger,Zingiber officinale,24,48,2,5.0,
70741,Creeping jaltomata,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial,"[""Year-round""]",48,"[""Organic compost"",""Balanced NPK fertilizer""]",4,"[""Central America"",""South America""]",25.0,20.0,5.0,0.3,6000.0,60.0,48.0,Jaltomata procumbens,jaltomata procumbens,Jaltomata procumbens,6,12,0.5,5.0,
70742,Jiaogulan,"[""Loam"",""Sandy Loam""]",Perennial Herb,"[""Spring"",""Summer""]",48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,"[""Tropical regions"",""Subtropical regions""]",20.0,15.0,5.0,0.3,24000.0,60.0,48.0,Gynostemma pentaphyllum,gynostemma pentaphyllum,Gynostemma Pentaphyllum,24,120,0.5,5.0,
70743,Currant,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Shrub,"[""Spring"",""Summer"",""Autumn""]",48,"[""Organic compost"",""Well-rotted manure""]",8,"[""Temperate regions"",""Cool climate areas""]",22.0,18.0,5.0,0.3,3600.0,60.0,48.0,Ribes,ribes sp.,Ribes sp.,24,48,1,5.0,
70744,alpine currant,"[""Loam"",""Sandy loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer"",""Fall""]",48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,"[""Mountainous regions"",""Cool temperate climates""]",10.0,12.0,5.0,0.3,6000.0,70.0,48.0,ribes alpinum,Ribes alpinum,Ribes alpinum,36,60,1,5.0,
70745,carob seed,"[""Sandy loam"",""Clay loam"",""Silt loam""]",Tree,"[""Spring"",""Summer""]",48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",8,"[""Mediterranean region"",""Middle East"",""North Africa""]",20.0,18.0,5.0,0.3,3000.0,60.0,48.0,Carob,ceratonia siliqua,Ceratonia siliqua,400,600,2,5.0,
70746,St. John's wort,"[""Loam"",""Clay"",""Sandy""]",Perennial,"[""Late Spring"",""Summer""]",48,"[""NPK 10-10-10"",""Compost""]",4,"[""Europe"",""North America""]",20.0,18.0,5.0,0.4,24000.0,60.0,48.0,Hypericum perforatum,hypericum perforatum,Hypericum perforatum,12,24,0.2,5.0,
70747,St. John's Wort,"[""Sandy loam"",""Loamy sand"",""Silty loam""]",Flowering plant,"[""Spring"",""Summer""]",48,"[""NPK 10-10-10"",""Organic compost""]",6-Apr,"[""Europe"",""North America"",""Asia""]",20.0,15.0,5.0,0.4,20000.0,60.0,48.0,hypericum hircinum,Hypericum hircinum,Hypericum hircinum,12x12,24-36,0.25-0.5,3.0,
70748,Judas tree,"[""Loam"",""Sandy loam"",""Clay loam""]",Flowering Tree,"[""Spring"",""Summer""]",24,"[""Organic compost"",""Slow-release granular fertilizer""]",6-Apr,"[""Mediterranean region"",""Southern Europe"",""Middle East""]",20.0,15.0,5.0,0.25,2600.0,60.0,24.0,Cercis siliquastrum,cercis siliquastrum,Cercis siliquastrum,1200-1500,300-400,0.5-1,7.5,
70749,Japanese knotweed,"[""Loam"",""Clay"",""Sandy""]",Shrub,"[""Spring"",""Summer"",""Autumn""]",48,"[""NPK"",""Compost"",""Organic Fertilizer""]",4,"[""North America"",""Europe"",""Asia""]",20.0,15.0,5.0,0.3,18000.0,60.0,48.0,Rhodotypos scandens,rhodotypos scandens,Rhodotypos scandens,36,60,2,5.0,
70750,Persimmon seed,"[""Loam"",""Clay"",""Sandy""]",Fruit Tree,"[""Spring"",""Summer"",""Autumn""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean"",""Temperate"",""Subtropical""]",20.0,18.0,5.0,0.3,300.0,60.0,48.0,diospyros kaki,Persimmon,Diospyros kaki,144,240,1,5.0,
70751,Wild chervil,"[""Loam"",""Sandy loam"",""Clay loam""]",Herbaceous plant,"[""Spring"",""Summer""]",24,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Mediterranean region"",""Central Europe"",""Western Asia""]",20.0,15.0,5.0,0.4,3600.0,70.0,24.0,Chaerophyllum aromaticum,chaerophyllum aromaticum,Chaerophyllum aromaticum,12,24,1,5.0,
70752,Sweet flag,"[""Sandy loam"",""Clay loam"",""Peat soil""]",Perennial herb,"[""Late spring"",""Summer"",""Early autumn""]",48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,"[""North America"",""Europe"",""Asia""]",20.0,15.0,5.0,0.3,3600.0,70.0,48.0,Acorus calamus,acorus calamus,Acorus calamus,24,48,2,5.0,
70753,Chamomile,"[""Loam"",""Sandy loam"",""Clay loam""]",Herbaceous plant,"[""Spring"",""Summer""]",48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,"[""Mediterranean region"",""North America"",""Europe""]",15.0,20.0,5.0,0.3,5000.0,60.0,48.0,Chamomile,anthemis nobilis,Anthemis nobilis,18,24,0.5,5.0,
70754,Labiatae,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Herbaceous Plant,"[""Spring"",""Summer"",""Autumn""]",48,"[""NPK"",""Compost"",""Organic Fertilizer""]",4,"[""Asia"",""Europe"",""North America""]",25.0,20.0,10.0,0.3,6000.0,60.0,48.0,Elsholtzia ciliata,elsholtzia ciliata,Elsholtzia Ciliata,12,24,0.2,10.0,
70755,Caper bush,"[""Loamy"",""Sandy"",""Well-drained""]",Perennial shrub,"[""Spring"",""Summer"",""Autumn""]",48,"[""Organic compost"",""Slow-release fertilizer""]",6,"[""Mediterranean region"",""Middle East"",""North Africa""]",20.0,18.0,5.0,0.3,3600.0,60.0,48.0,Capparis spinosa,capparis spinosa var. inermis,Capparis spinosa var. inermis,36,60,6,5.0,
70756,wild garlic,"[""Loam"",""Sandy Loam"",""Well-drained soil""]",Perennial,"[""Late spring"",""Summer""]",48,"[""Organic compost"",""Slow-release fertilizer""]",6,"[""Mediterranean regions"",""Subtropical regions""]",22.0,18.0,5.0,0.3,24000.0,60.0,48.0,Tulbaghia simmleri,tulbaghia simmleri,Tulbaghia Simmleri,12,16,4,5.0,
70757,Society Garlic,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer"",""Autumn""]",48,"[""Organic compost"",""Balanced NPK fertilizer""]",8,"[""Mediterranean climates"",""Subtropical regions"",""Temperate regions""]",20.0,18.0,5.0,0.3,3600.0,60.0,48.0,Tulbaghia violacea,tulbaghia violacea,Tulbaghia violacea,12,24,1,5.0,
70758,Cardamom,"[""Loamy"",""Sandy Loam"",""Clay Loam""]",Perennial Herb,"[""Start of Summer"",""Monsoon"",""Autumn""]",48,"[""Organic compost"",""NPK fertilizer""]",6,"[""India"",""Guatemala"",""Tanzania"",""Sri Lanka""]",25.0,20.0,10.0,0.4,30000.0,70.0,48.0,Cardamom,elettaria cardamomum,Elettaria cardamomum,24,120,1,10.0,
70759,Black cardamom,"[""Loamy"",""Sandy loam"",""Clay loam""]",Herbaceous plant,"[""Start of summer"",""Monsoon season""]",48,"[""Organic compost"",""NPK fertilizer""]",8,"[""Himalayan region"",""Eastern Asia"",""Tropical rainforests""]",18.0,20.0,4.0,0.4,43200.0,70.0,48.0,Black cardamom,amomum subulatum,Amomum subulatum,24,48,2,4.0,
70760,Teasel,"[""Loam"",""Sandy loam"",""Clay loam""]",Herbaceous perennial,"[""Spring"",""Summer""]",48,"[""Organic compost"",""Bone meal""]",4,"[""Europe"",""Asia"",""North America""]",18.0,15.0,5.0,0.3,3600.0,60.0,48.0,Dipsacus sativus,dipsacus sativus,Dipsacus sativus,12,96,0.5,5.0,
70761,Blessed thistle,"[""Loam"",""Sandy""]",Herb,"[""Spring"",""Summer""]",48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""Mediterranean"",""Southwestern United States""]",20.0,18.0,5.0,0.3,3600.0,60.0,48.0,Cnicus benedictus,cnicus benedictus,Cnicus benedictus,36,24,0.5,5.0,
70762,potato,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Flowering Plant,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",15.0,10.0,5.0,0.3,40000.0,70.0,48.0,solanum tuberosum,Potato,Solanum tuberosum,24,36,4,5.0,
70763,pigeon pea,"[""Sandy loam"",""Clay loam"",""Silt loam""]",Legume,"[""Start of summer"",""Monsoon season""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,20.0,5.0,0.3,6000.0,70.0,48.0,cajanus cajan,Pigeon pea,Cajanus cajan,24,120,2,5.0,
70764,Catnip,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean region"",""North America"",""Europe""]",20.0,18.0,5.0,0.3,6000.0,60.0,48.0,nepeta sp.,Nepeta cataria,Nepeta sp.,24,36,0.5,5.0,
