Names,Description,url
"Pollinator & Songbird Sunflowers
              Paintbox Bouquet","(Helianthus annuus)
EXCLUSIVE – Vigorous, branching sunflowers with big clusters of dancing blossoms in glorious colors & bi-colors. Nectar for bees, armfuls of blooms for bouquets & seed heads to satisfy songbirds.
            
            
            
            
      			
              
                Seed Count: Approx. 60-65 / Weight: 1.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Ornamental Sunflowers
              Royal Flush","(Helianthus annuus)
Our vibrant color combination includes bicolored sunflowers with mahogany petals that taper to golden tips and others with sunny yellow faces and gorgeous deep, dark-red flower faces. Carefree Royal Flush produces showy sunflowers early on strong branching stalks. Perfect for a dancing garden show and abundant summer bouquets. This beautiful blend comes from our favorite California sunflower breeder who specializes in varieties that both shine as cut flowers and offer great garden performance.
            
            
            
            
      			
              
                Seed Count: Approx. 35 / Weight: 1.25 g / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Edible Sunflowers
              Snack Seed","(Helianthus annuus)
EXCLUSIVE – Our Snack Seed sunflower was developed by expert sunflower breeder Dr. Tom Heaton for bountiful harvests of delicious, plump seed kernels that make tasty and nutritious eating. These beautiful, classic garden sunflowers have tall, strong stalks of big flower faces with golden petals surrounding green center disks. They mature into heavy heads of large seeds with especially sweet nutty flavor. Easy to dry yourself and enjoy as tasty, fiber-rich snacks, or use them to feed delighted birds.
 

            
            
            
            
      			
              
                Seed Count: Approx. 23 / Weight: 3 g / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Ornamental Sunflowers
              Sun Samba","(Helianthus annuus)
EXCLUSIVE – We’ve carefully formulated this scintillating color blend as a dancing celebration of all the forms and joyous colors sunflowers offer. You’ll have strong branching stalks with free flowering big blooms in a full array, including ringed and bicolored faces and fully double flowers. Shades include sunny yellow, deep gold, lemon, mahogany, bronze and golden-orange with many variations. Sun Samba provides endless, strikingly beautiful bouquets and a glorious summer display that turns heads in the garden.
            
            
            
            
      			
              
                Seed Count: Approx. 60-65 / Weight: 1.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Border Sunflowers
              Sundancer","(Helianthus annuus)
This outstanding sunflower grows quickly and blooms early. The vigorous, multi branching plants are quickly covered with masses of cheerful flower faces whose perfectly formed, deep golden-orange petals are arranged evenly around rich chocolate colored center discs. Sundancer flowers so heavily that you can grow the 4 to 6 foot plants as a stunning blooming border or hedge and also enjoy armfuls as lovely cut flowers for bouquets and arrangements.
            
            
            
            
      			
              
                Seed Count: Approx. 37 / Weight: 1.25 g / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Giant Sunflowers
              Sunzilla","(Helianthus annuus)
EXCLUSIVE – These grand giants are fun and easy to grow with dramatic results. Kids of all ages will love them! The big-framed, strong plants reach from 12 to 16 feet tall to follow the sun; their brilliant golden flower faces make the entire garden a glorious bright summer celebration. A row of Sunzilla makes a wonderful living hedge that grows before your eyes. After flower petals drop and seeds have matured, the big heads of plump kernels make a feast for neighborhood songbirds.
            
            
            
            
      			
              
                Seed Count: Approx. 20-25 / Weight: 2 g / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Songbird/Pollinator Flowers
              The Birds & Bees Sunflowers","(Helianthus annuus)
EXCLUSIVE – Enhance your garden’s eco-system with these sturdy, 6 to 8 foot tall sunflowers whose golden-yellow petals and chocolate discs seem to literally follow the sun. During blooming season they offer a rich pollen and nectar source for foraging honey bees, native bees and any other garden pollinators. At maturity, these black seeded sunflowers provide particularly oil-rich kernels with somewhat softer shells than others, yielding an abundance of nutritious feasts for birds.
            
            
            
            
      			
              
                Seed Count: Approx. 130-135 / Weight: 6 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Long Blooming Sunflowers
              Valentine","(Helianthus annuus)
These florist-quality beauties look like an artist carefully arranged their crisp, lemon sherbet colored petals around dark chocolate centers. The 5 foot tall branching plants grow quickly to bear a profusion of 4 to 5 inch flowers of exceptionally perfect form and beauty. Award winning Valentine stays in bloom several weeks longer than other sunflowers. You’ll have the extended pleasure of their fresh, bright flower faces to celebrate the sun as well as lots of lavish bouquets to shine indoors.
            
            
            
            
      			
              
                Seed Count: Approx. 35-40 / Weight: 750 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Ornamental Sunflowers
              Van Gogh","(Helianthus annuus)
EXCLUSIVE – Named for the famous Dutch artist, our handsome variety offers the classic colors of the Van Gogh sunflower portraits. When they unfurl, the flower faces have bright yellow ray petals and center disks of rich gold surrounding a green center. As flowers mature, the disks turn a dark chocolate color. These vigorous plants bloom very early on strong single stems and make a gorgeous display. Van Gogh is pollen free, so cut flowers have a longer vase life.
            
            
            
            
      			
              
                Seed Count: Approx. 20 / Weight: 1.25 g / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Summer Garden Dancing, Joyous Sunflowers","(Helianthus annuus)
Cheerful, carefree heirloom sunflowers gladden both the eye and heart! Grow our blend of multicolored, branching Autumn Beauty and giant Mammoth sunflowers to offer nectar and pollen to foraging bees, butterflies and native pollinators, armfuls of blossoms for bouquets and oil-rich seed heads to sustain songbirds through winter.

Annual, Frost Tender
Ample 2.5 oz. seed covers 400 sq.ft.

Gardening Resources: Beneficials & Pollinators

For general information about pollinators visit: www.xerces.org/pollinator-conservation/

            
            
            
            
      			
              
                Seed Count: Weight: 70 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Bonus Pack
              An Heirloom Sunflower Forest","(Helianthus annuus)
Our own blend of tall, large flowering single sunflowers that grow like sunny beacons, mixed with slightly shorter, branching sunflowers that offer clusters of bright flower faces in many color combinations. The effect is literally like a forest with flower faces of all heights, shapes and colors.

These flowers will brighten your garden and heart all summer long and provide a sustaining feast for many types of pollinators. After the flowers are spent, seed heads form to sustain the birds. Plants approx. 200 ft.

            
            
            
            
      			
              
                Seed Count: Approx. 800 / Weight: 34.32 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Fragrant Sweet Peas
              April in Paris","(Lathyrus odoratus)
EXCLUSIVE - Developed by world-renowned breeder Dr. Keith Hammett, April in Paris is a perfect match of intoxicating fragrance, lovely form and captivating color with the most intense perfume of any sweet pea I have ever grown. The large ruffled blossoms are a soft primrose cream, tinted at the edges in dark lilac that deepens and increases with age. These strong growing vines produce heavy sets of long-stemmed flowers that beg to be cut for heavenly scented bouquets.
            
            
            
            
      			
              
                Seed Count: Approx. 30-35 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Exhibition Sweet Peas
              Blue Celeste","(Lathyrus odoratus)
EXCLUSIVE - The delicate soft shade of Celeste’s silky ruffled blooms reminds me most of the wonderful pale blue of my favorite spring iris. Blue Celeste’s alluring pastel blossoms are very perfumed and bloom abundantly, 4 to 5 to a stem. They make entrancing vase flowers with lovely luminous color, fragrance and form. You’ll have lots to cut as this British-bred specialty sweet pea offers a strong performance in the garden. These sweet blue flowers hold the eye and heart.
            
            
            
            
      			
              
                Seed Count: Approx. 35-40 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Scented Sweet Peas
              Cheri Amour","(Lathyrus odoratus)
EXCLUSIVE – Expert sweet pea breeder Keith Hammett composed this romantic color palette of lovely flowers with ruffled wing petals. The carefully formulated blend includes salmon and pale pink bicolors, lavender with pink wings, deep lavender, rich rose and pastel pink. Cheri Amour’s long stemmed, fragrant blossoms, perfect to pick and arrange in naturally color-coordinated bouquets that will soften and perfume your home and heart.
            
            
            
            
      			
              
                Seed Count: Approx. 40-45 / Weight: 3.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Early Blooming Sweet Peas
              Chiffon Elegance","(Lathyrus odoratus)
EXCLUSIVE - Day-length neutral Elegance sweet peas are specially bred to reliably bloom several weeks earlier than any other sweet pea. Our Chiffon Elegance is a silky watercolor quartet of softly colored blossoms in pure white, deepest magenta-rose, soft shell pink and gorgeous lavender. These large and beautifully formed ruffled flowers bloom on vigorous long stems for many weeks. The tall climbing vines produce a very long season of lightly fragrant enchanting blooms to enjoy in the garden and for endless lavish bouquets.
            
            
            
            
      			
              
                Seed Count: Approx. 45-50 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Windowbox Sweet Peas
              Color Palette Cupid","(Lathyrus odoratus)
EXCLUSIVE – Color Palette Cupid is a lovely color mix of fragrant bush sweet peas perfect to grow in outdoor containers to decorate your patio, deck or any small space garden area. These diminutive vines grow just eight to 10 inches tall, then the sweetly scented big flowers bloom happily on softly cascading branches. Fill up your containers with this special blend of all the Cupid colors. You’ll have plants with blossoms in rose-pink and white, soft lavender, shell pink, and deep purple.
            
            
            
            
      			
              
                Seed Count: Approx. 40-45 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Sweet Peas
              Cupani's Original","(Lathyrus odoratus)
Ours is an especially strong blooming strain of this heat tolerant treasured heirloom. Its ancestry can be traced to the first wild sweet peas from Sicily named for Father Francis Cupani, the Italian monk who discovered and sent them back to England in the 17th century. These intensely perfumed, beautifully bicolored flowers have petals of deep maroon purple and orchid-violet. The fragrance of these classic simple blossoms truly wafts in the air, delighting every passerby.
            
            
            
            
      			
              
                Seed Count: Approx. 35-40 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Container Sweet Peas
              Electric Blue","(Lathyrus sativus azureus)
EXCLUSIVE - We are proud to make this rare and unusual species sweet pea available for home gardeners. The dainty little flowers are an exquisite glowing blue color, some with rose-touched throats. The abundant singly born blossoms shine out like jewels against lushly tangled grassy foliage and gently curling tendrils. This long-blooming vining beauty reaches 3-4 feet tall and makes a wonderful garden accent in big pots with a short trellis, tumbling over a low wall or scrambling enticingly up a fence.
            
            
            
            
      			
              
                Seed Count: Approx. 20-25 / Weight: 3.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Scented Sweet Peas
              Fire and Ice","(Lathyrus odoratus)
EXCLUSIVE – Fire and Ice is our blend of winged and ruffled sweet peas in a trio of contrasting and complimentary colors: vivid orange/scarlet, soft creamy white and rich deep crimson. These vibrant, scented flowers bloom happily on tall climbing vines, offering many stems with multiple blossoms. Plant pretty Fire and Ice where the striking color combination can shine in the garden. Cut flowers often to enjoy their lovely scent indoors.
 

            
            
            
            
      			
              
                Seed Count: Approx. 40 / Weight: 2.75 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Windowbox Sweet Peas
              Heirloom Cupid","(Lathyrus odoratus)
EXCLUSIVE -Perfect for displaying on patios, decks or in small space gardens. Cupid is a very fragrant heirloom bush sweet pea that looks particularly lovely planted in containers or hanging baskets. Cupid’s short vines grow 8 to 10 inches tall, then flower in gracefully cascading stems of rose-pink, picotee edged blossoms. These old fashioned beauties have an ambrosial sweet pea scent that perfumes the air around them. Join us in rediscovering this marvelous antique variety, beloved by many generations.
            
            
            
            
      			
              
                Seed Count: Approx. 30-35 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Scented Sweet Peas
              Heirloom Painted Lady","(Lathyrus odoratus)
Dating back to 1737, Painted Lady was the very first named sweet pea cultivar, the result of a natural color mutation from the original purple Italian species to a beautiful rose, pastel pink and cream bicolor. Heat tolerant and deliciously scented, Painted Lady begins flowering early on vigorous vines that stretch and grow as the season continues. Bring the continuity of centuries to your garden by growing these heavenly scented flowers, treasured in the cottage gardens of our great-grandmothers.
            
            
            
            
      			
              
                Seed Count: Approx. 30-35 / Weight: 2.75 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Antique Sweet Peas
              Jewels of Albion","(Lathyrus odoratus)
EXCLUSIVE - Our custom blended color palette of especially fragrant antique varieties offers both beautiful cool shades and plants with significantly more heat tolerance than other sweet pea varieties. You’ll have a succession in bloom with “Flora Norton” (pastel blue), “Lord Nelson” (deep blue), “Mrs. Collier” (creamy-white), “Lady Grisel Hamilton” (pastel lavender) and “Captain of the Blues” (mauve-blue). This lovely perfumed mix blooms on strong climbing vines that easily cover a trellis or fence.
            
            
            
            
      			
              
                Seed Count: Approx. 40-45 / Weight: 3.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Sweet Peas
              Mermaid's Dream","(Lathyrus odoratus)
We’ve made up a special color blend of very fragrant Mammoth heirloom sweet peas, selecting true blue, lavender, deep mauve & violet varieties, along with just the right proportion of cream flowers for contrast.

All the colors bloom together, with long stemmed, large blossoms richly scented with that special sweet pea fragrance that reminds us of orange blossoms and honey.

The rich shades of these lovely flowers make a beautiful garden display and stunning romantic bouquets for indoor enjoyment.

            
            
            
            
      			
              
                Seed Count: Approx. 40-45 / Weight: 3.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Bouquet Sweet Peas
              North Shore","(Lathyrus odoratus)

North Shore has bicolor blossoms with ruffled petals in stained-glass colors of rich claret and violet-blue. These long-stemmed flowers are sweetly perfumed and elegantly formed. They will become the highlight of your late spring and early summer garden and yield exquisite scented bouquets. The luscious shades of this Royal perfectly combine the fragrance of old-fashioned varieties with the beautiful form of exhibition sweet peas. 

            
            
            
            
      			
              
                Seed Count: Approx. 35-40 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Sweet Peas
              Perfume Delight","(Lathyrus odoratus)
EXCLUSIVE - The best sweet pea choice for hot summer areas, Perfume Delight is a lovely color mix of intensely fragrant and heat tolerant antique sweet pea varieties. The seductively scented winged flowers bloom abundantly on tall climbing vines in a rich blend of rose, pale pink, lavender, deep purple, crimson and white with many unique bicolors. Their color and fragrance will fill your garden each spring, and a bouquet of their nostalgic orange and honeyed sweetness softly perfumes any room.
            
            
            
            
      			
              
                Seed Count: Approx. 40-50 / Weight: 3.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Sweet Peas
              Queen of Hearts","(Lathyrus odoratus)
EXCLUSIVE - I have made up this striking combination of old-fashioned fragrant sweet peas to recall the famous scene at the end of Alice in Wonderland when the Queen commands her Knaves to paint her white roses red. Queen of Hearts is composed of heat-tolerant antique varieties that blossom in bouquets of crimson-red, deep burgundy, magenta-rose and cream. Together the irresistible colors make a regal blend of vivid flowers with delicate form and delicious honey-orange perfume.
            
            
            
            
      			
              
                Seed Count: Approx. 35-40 / Weight: 3.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Sweet Peas
              Queen of the Night","(Lathyrus odoratus)
EXCLUSIVE - Our special heat-tolerant and very fragrant blend of named antique varieties gives you a stunning display of heritage sweet peas in deep shades reminiscent of a midsummer’s eve. Included are “Captain of the Blues” (mauve-blue), “Cupani” (bicolor blossoms of maroon and lilac), “Lord Nelson” (navy blue), “King Edward VII” (deepest crimson) and “Miss Willmott” (salmon-pink). Their vines with rich colored blossoms will cloak a fence or arbor and provide luminous bouquets with an ambrosial perfume.
            
            
            
            
      			
              
                Seed Count: Approx. 40-50 / Weight: 3.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Fragrant Sweet Peas
              Raspberry Twirl","(Lathyrus odoratus)
This enchanting old-fashioned Spencer type sweet pea offers long stems of lovely, softly ruffled big blossoms. The large wavy petals are a rich fresh cream color overlaid with markings in soft mauve/raspberry shades.

These fragrant flowers waft a heavenly scent of orange blossoms and honey both indoors and out. The climbing vines bloom vigorously so you can enjoy the flowers in the garden and have an abundance for centerpiece bouquets. 

            
            
            
            
      			
              
                Seed Count: Approx. 30-35 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Sweet Peas
              Royal Wedding","(Lathyrus odoratus)
These long-stemmed, softly frilled sweet peas come down the garden aisle decked out in glorious pure white blossoms, four to six on each long stem, all with lovely ruffled petals. We import this premier award winning variety from England because it has outstanding form and garden performance and carries an enchanting fragrance reminiscent of jasmine and orange blossoms. You will enjoy Royal Wedding’s beauty and enticing perfume indoors and out over a long season of bloom.
            
            
            
            
      			
              
                Seed Count: Approx. 30-35 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Sweet Peas
              Saltwater Taffy Swirls","(Lathyrus odoratus)EXCLUSIVE -  These charming and very fragrant flowers will delight old-fashioned sweet pea lovers with their unusual patterned blossoms. Saltwater Taffy’s lush flowers are uniquely “flaked” with rippled swirls of deeper color that glow against the pastel background of each petal. We’ve blended delectable color tints so you’ll have vines with soft pink, lilac, violet and rose-red swirled blossoms all from the same packet. These strong blooming, intricately marked flowers make their own bouquets!
            
            
            
            
      			
              
                Seed Count: Approx. 30-35 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Sweet Peas
              Scented Pastel Sunset","(Lathyrus odoratus)
EXCLUSIVE - The soft pastel shades in this enticing sweet pea mixture were chosen to blend and complement each other by our favorite English growers, who have been experts at sweet pea seed cultivation for generations. When grown together, these soft hues create a beautifully textured color melody. Pastel Sunset includes classics like rose-pink “Sylvia More,” creamy “Jilly,” lavender-blue “Chatsworth” and other cultivated varieties in sweetly scented shades of pink, peach and almond.
            
            
            
            
      			
              
                Seed Count: Approx. 35-40 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Sweet Peas
              Spencer Ruffled","(Lathyrus odoratus)
EXCLUSIVE - Imported from the best traditional English sweet pea breeder, we are proud to offer this careful blend made up of clear, rich colors chosen for outstanding quality and garden performance. This lovely mix represents the royalty of classic English Spencer sweet peas, with perfectly formed, big ruffled flowers. The long stems of beautiful blossoms make glorious scented displays both in the garden and as perfumed bouquets.
            
            
            
            
      			
              
                Seed Count: Approx. 35-40 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Fragrant Sweet Peas
              Strawberry Fields","(Lathyrus odoratus)
EXCLUSIVE - Bred by Dr. Keith Hammett, early blooming Strawberry Fields offers long stems of luscious blossoms that remind us of the colors in a bowl of freshly harvested sliced strawberries in delicious hues of coral-red with just a touch of cream in the buds. These exuberant, fresh faced blossoms contrast beautifully with their green calyxes and leaves to make a sweetly scented medley of form and color. They'll provide armfuls of perfumed bouquets to pick to your heart's content.
            
            
            
            
      			
              
                Seed Count: Approx. 30-35 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Early Blooming Sweet Peas
              Velvet Elegance","(Lathyrus odoratus)
EXCLUSIVE - Day-length neutral Elegance sweet peas are specially bred to reliably bloom several weeks earlier than any other sweet pea. Our strikingly beautiful Velvet Elegance showcases a trio of new colors; rich dark maroon, deep violet-blue and full crimson-red. These large and beautifully formed ruffled flowers bloom on vigorous long stems and the effect of their vivid colors in the landscape or in bouquets is completely arresting; like a royal velvet tapestry.
            
            
            
            
      			
              
                Seed Count: Approx. 30-35 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Sweet Peas
              Watermelon","(Lathyrus odoratus)
EXCLUSIVE - This lovely old variety, a true English Spencer sweet pea, combines graceful form, beautiful color and delicious subtle perfume. It’s difficult to do justice to their lovely color except to describe it as a shade in between fresh cut watermelon and ripe rosy peaches. These alluring flowers are borne on long stems on strong vigorous vines. When you gather a bouquet of these entrancing blossoms, they will make all your senses dance in delight!
            
            
            
            
      			
              
                Seed Count: Approx. 35-40 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Fragrant Sweet Peas
              Zinfandel","(Lathyrus odoratus)
EXCLUSIVE - Zinfandel’s ruffled blossoms are a rich shade of claret/ burgundy that will remind you of fine vintage wine. This beautiful variety begins to bloom very early in the season to cloak a fence or arbor and provides striking bouquets of beautiful flowers with unrivaled depth of color. As the dark, satiny blossoms unfold along their stems, they release sweet peas’ seductive perfume of orange blossoms and honey, a fragrance no other flower can offer.
            
            
            
            
      			
              
                Seed Count: Approx. 25 / Weight: 2.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Sweet William
              Lace Mantle","(Dianthus barbatus)EXCLUSIVE - This lovely cottage garden favorite has large velvety flower trusses densely packed with eye-catching, tiny fringed blossoms that make vividly colored, romantic bouquets. Lace Mantle blooms in its first season from seed in a tapestry of purple, violet, crimson, salmon, pink and pure white, including laced bicolors and picotees. Flowers have a soft, sweet clove fragrance. These bedding and border plants bloom in profusion on strong stems, perfect for cutting long-lasting bouquets. Butterflies love to visit them.
            
            
            
            
      			
              
                Seed Count: Approx. 193-226 / Weight: 850 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Old-Fashioned Thunbergia
              Black-Eyed Susan Vine","(Thunbergia alata)
Every summer garden is enhanced by the bright orange flowers of classic Black-eyed Susan Vines. The enticing 1½ inch flowers with contrasting dark centers peep out from handsome heart-shaped leaves on gracefully twining vines. Grow them up a short trellis or enjoy their flowers in hanging baskets or window-boxes. These old-fashioned favorites are a real treat in midsummer when they bloom in profusion and brighten the entire garden.
            
            
            
            
      			
              
                Seed Count: Approx. 35-40 / Weight: 1 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Butterfly Flowers
              Heirloom Torch Tithonia","(Tithonia rotundifolia)Blazing Torch Tithonia is also known as Mexican Sunflower. These spectacular tall Central American natives bloom non-stop from midsummer, with multitudes of star shaped, 3 to 4 inch red-orange flowers on densely branching velvety stems. Maturing 4 to 6 feet high, tithonia plants are brilliant welcoming beacons for both Monarch and Swallowtail butterflies. These dramatic garden flowers offer a non-fussy, carefree way to fill your garden with a bright fiesta of color.
            
            
            
            
      			
              
                Seed Count: Approx. 55-60 / Weight: 500 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Pollinator Wildflowers
              Vanity Verbena","(Verbena bonariensis)

Vanity is a new compact cultivar of a perennial favorite wildflower, offering brilliant color, a long flowering season and constant pollinator visits especially from summer butterflies. This award-winning variety has an open habit with gorgeous, intense purple-blue clusters atop branching thin, wiry stems. With its garden friendly compact size of 2-2 1/2 feet, Vanity is the most versatile Verbena bonariensis; plant in borders, or in containers for a patio or terrace. Its eye-catching, vivid blossoms make fabulous color accents in mixed bouquets.

            
            
            
            
      			
              
                Seed Count: Approx. 50 / Weight: 10 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Petite Violas
              Fairyland","(Viola x wittrockiana)

EXCLUSIVE – An enchanting blend of merry little flower faces in a jewel box of colors. These charming flowers with their jaunty green leaves are remarkably sturdy and weather tolerant and will happily bloom all season long. Fairyland petite blossoms are edible with a mild wintergreen flavor and make tasty garnishes and decorations. Enjoy these dancing violas at the front of your borders or plant them to shine in cheerful containers.

            
            
            
            
      			
              
                Seed Count: Approx. 120 / Weight: 100 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Edible Flowers
              Grandma’s Johnny Jump Ups","(Viola tricolor)Also known as Heart’s Ease, these dainty little flowers look like jaunty miniature pansies with pretty flower faces of deep violet, mauve, yellow and white. Johnny Jump Ups are both weather tolerant and long blooming and are good container and edging plants and are lovely planted in spring bulb beds. Johnny Jump Ups blossoms are edible with a mild wintergreen flavor and make tasty garnishes and decorations. These sweet flowers self sow readily and will enhance every garden.
            
            
            
            
      			
              
                Seed Count: Approx. 1350 / Weight: 750 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Butterfly Zinnias
              Apricot Blush","(Zinnia elegans)
EXCLUSIVE - You'll treasure the soft hues of these gorgeous cutting zinnias whose densely petaled flowers bloom in shades of apricot-rose through salmon-blush. These florist quality zinnias’ fully double flowers make beautiful and long-lasting bouquets you can cut often to enjoy indoors. Apricot Blush is a selection of famous 'Benary's Giant' zinnias, known for superb garden performance in tough summer conditions. The multi-branched, 3 1/2 foot tall plants yield armfuls of long-stemmed flowers perfect for eye-catching garden displays all season long.
            
            
            
            
      			
              
                Seed Count: Approx. 50-55 / Weight: 500 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Bouquet Zinnias
              Berry Basket","(Zinnia elegans)
EXCLUSIVE - Berry Basket is composed of a luscious color palette of florist quality zinnias for eye catching garden displays and color-coordinated bouquets. These densely petaled, fully double flowers in lovely shades of raspberry, grape, rose-pink and violet are a custom blend of premium zinnias chosen for superb garden performance in tough summer conditions. The multi-branched, 3 1/2 foot tall plants yield armfuls of long stemmed flowers for centerpiece bouquets all season long.
            
            
            
            
      			
              
                Seed Count: Approx. 95-100 / Weight: 750 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Cutting Zinnias
              Bling Bling","(Zinnia elegans)
EXCLUSIVE - Our own custom blend of the best cutting zinnias in a totally fabulous, sexy, fun trio of hot colors. Bling Bling offers double blossoms in bright rich orange, intense sunny yellow and a sultry violet/purple. When you cut a big bunch of these long stemmed flowers, they create their own instant bouquet in an eye-catching collage of color. These florist-quality 3 1/2 foot tall multi-branching beauties will yield armfuls of sensational flowers to celebrate summer all season long.
            
            
            
            
      			
              
                Seed Count: Approx. 55-60 / Weight: 500 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Florist’s Zinnias
              Blue Ribbon Bouquet","(Zinnia elegans)
These lovely dahlia-flowered zinnias are wonderful cut flowers for summer long bouquets, and bees and butterflies of all kinds love to visit them. Blooming nonstop with long stemmed, densely petaled fully double flowers, they will stand up to summer rain and heat. Their radiant clear colors delight the eye in warm scarlet, bright orange, sunny yellow, pure white, rose pink and rich magenta. Plants bloom early and last all season until frost.

            
            
            
            
      			
              
                Seed Count: Approx. 110-115 / Weight: 1 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
