Name,Description,Image URL
Deadon Coated Organic,"Deadon organic cabbage seeds produce heads that have truly savoyed, purple leaves over a tightly packed, lime green center. The colour also improves in cold weather. Its firm texture is matched by delicate flavour, making Deadon one of our trial favourites. Read More",//www.westcoastseeds.com/cdn/shop/products/CB245_Deadon-Winter-Cabbage_Seeds_1_515x640_crop_center.jpg?v=1610656204
Black Cherry,"Rich, juicy cherry tomatoes with wonderfully complex, sweet flavour and firm texture. The little fruits of this variety look exotic and taste irresistibly delicious. Read More",//www.westcoastseeds.com/cdn/shop/products/TM821-12_515x640_crop_center.jpg?v=1610656703
Jack of All Trades,"There's no question that Jack of All Trades pumpkin seeds are the top choice for farmers producing for the Halloween Jack-o-Lantern market. With only 95 days to maturity, it is the earliest maturing Halloween pumpkin, with as much as 95% grower pack-out rate. Read More",//www.westcoastseeds.com/cdn/shop/products/PU666-1_515x640_crop_center.jpg?v=1610585815
Eight Ball,"Eight Ball is a novel, round zucchini with dark green skin and some yellow speckling, borne on an easy-to-pick, bushy plant that only grows to about 1m (3') wide. Eight Ball zucchini seeds are an All America Selections Winner with great productivity, uniformity, and flavour. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ725-1_515x640_crop_center.jpg?v=1610588837
Glacier Organic,Glacier Organic are among the earliest maturing of early season tomatoes. The productive little plants are compact and well suited to containers and balcony growing. Read More,//www.westcoastseeds.com/cdn/shop/products/TM851Glacier2_nowatermark_515x640_crop_center.jpg?v=1646770238
Ambition Coated,"Sow Ambition shallot seeds for nice, large French shallots that are nearly round, but with slight shoulders. Ambition has a lovely delicate flavour that comes to life when saut̩ed in butter. Read More",//www.westcoastseeds.com/cdn/shop/products/0X7A0942_515x640_crop_center.jpg?v=1610578993
Purple Top White Globe,Purple Top White Globe turnip seeds are from an old heirloom turnip dating back prior to 1880. The roots are smooth and nearly round. Bright purple on top and creamy white in the portion below the soil line. Read More,//www.westcoastseeds.com/cdn/shop/products/TR810-2_515x640_crop_center.jpg?v=1610657026
Cumin,"Cumin is one of the most widely used spices in the world. Its strong flavour balances well with other aromatic spices, and it is central to an incredibly wide range of spice mixes and marinades. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1180-Cumin_515x640_crop_center.jpg?v=1610585384
Raven,"Raven zucchini seeds produce open, nearly thornless plants that are very productive, but with a concentrated fruit set. Fruits have very dark skins that contain high levels of lutein. Read More",//www.westcoastseeds.com/cdn/shop/products/Raven-Zucchini-Seeds-SQ707-1_515x640_crop_center.jpg?v=1610656594
Jubilee Super Sweet,"Jubilee Super Sweet is a super sweet extension of the ever popular Golden Jubilee. It has the same ear shape, fine flavour, and crisp texture, but is unquestionably sweeter. Read More",//www.westcoastseeds.com/cdn/shop/products/CN370-1_515x640_crop_center.jpg?v=1610656803
Lacinato,"Sow Lacinato kale seeds in the spring and early summer. A most elegant looking HEIRLOOM vegetable, the long, dark green leaves shoot from the central stem like ostrich plumes. Read More",//www.westcoastseeds.com/cdn/shop/products/KL425-1_515x640_crop_center.jpg?v=1610589054
Optimax,"For salsas and sauces, nothing beats the meaty texture of Optimax roma tomatoes. Its tall, indeterminate vines produce loads of plump, oval fruits to 140g (5 oz) in size, popularly known as 'saladette' types. Read More",//www.westcoastseeds.com/cdn/shop/products/TM845_OptiMaxFIR8022_515x640_crop_center.jpg?v=1610649189
Golden Bantam,Golden Bantam’s sweet flavour is fantastic for fresh eating or freezing on the day it is picked. Golden Bantam corn seeds are unusual because they are open pollinated and one of the few corn varieties that produce well in our climate but are also suitable for seed saving. Read More,//www.westcoastseeds.com/cdn/shop/products/CN373-1_515x640_crop_center.jpg?v=1610656871
Maxibel Filet,"Maxibel is unsurpassed in flavour and great for fresh market gardeners. Straight, dark-green filet bean pods are stringless and about 18cm (7″) long on sturdy bush plants. Read More",//www.westcoastseeds.com/cdn/shop/products/BN137-1_515x640_crop_center.jpg?v=1610583030
Graffiti,"Sow Graffiti cauliflower seeds early in the spring for summer harvest, or rely on it more for fall harvest. In intense purple colour of its densely packed curds fades a little when cooked, but it looks ravishing when served raw with dip. Read More",//www.westcoastseeds.com/cdn/shop/products/CF312_Purple-Cauliflowers_1_515x640_crop_center.jpg?v=1610656609
Purple Vienna,Heirloom seeds have always enjoyed its status as one of the standards for the home and market. Purple skin covers faintly greenish-white flesh with superb flavour. Harvest the attractive purple kohlrabis at 6cm (21⁄2”) in diameter for the finest texture. Read More,//www.westcoastseeds.com/cdn/shop/products/KH435-Purple-Vienna_515x640_crop_center.jpg?v=1610652807
Konan Coated,"This uniform and vigorous hybrid has large, light green bulbs and firm white flesh. These can reach 15cm (6”) wide without losing any flavour or light texture. Read More",//www.westcoastseeds.com/cdn/shop/products/KH436_Konan-0X7A8336_515x640_crop_center.jpg?v=1610577497
Alkindus Pelleted Organic,"The butterhead has good wrapping leaves that are slightly savoyed around a flavourful, beautiful delicate head. You will find outstanding resistance to mildew and aphids. Read More",//www.westcoastseeds.com/cdn/shop/products/LT507_Alkindus_lettuce_1_515x640_crop_center.jpg?v=1610657066
Great Lakes Wildflower Blend,"The Great Lakes region is vast and diverse, but it is united by hot, humid summers and cold, snowy winters. Many native North American wildflower species can be found throughout the whole region, but we have selected these species for their ease, suitability, and charm. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3867-Great-Lakes-Blend-MWNA-1106_515x640_crop_center.jpg?v=1610577682
Lady Marmalade,"Lady Marmalade Californian poppies grow to 35cm (14"") tall on upright stems, and bloom July through September from a direct spring sowing. Golden yellow with bright orange centres. Read More",//www.westcoastseeds.com/cdn/shop/products/FL4016-Lady-Marmalade-ES-4800-04_515x640_crop_center.jpg?v=1625432098
Rainbow Candy Crush,Rainbow Candy Crush is an edible kale that is highly ornamental. The large plant has an upright growing habit and leaves are... Read More,//www.westcoastseeds.com/cdn/shop/files/KL433RainbowCandyCrush3_Apr2023_V_Cropped_515x640_crop_center.jpg?v=1683225747
Eggplant Blend,"This premium variety pack includes five different eggplants, from the large black to the petite streaked, to the long pale types. Ideal for containers, this blend reveals the diversity of these easy-to-grow fruits. Read More",//www.westcoastseeds.com/cdn/shop/products/EG412-1_515x640_crop_center.jpg?v=1610652402
Early Jersey Wakefield,"This cabbage has smooth, thick green leaves that are perfect for coleslaw. They can be harvested in summer or overwintered, and they resist splitting in wet weather. Read More",//www.westcoastseeds.com/cdn/shop/products/CB236_Early-Jersey-Waakefield_IMG_0037_515x640_crop_center.jpg?v=1610657000
Conservor Coated Organic,"Very appealing dark-skinned shallots with high shoulders and a round base. Direct sow Conservor Organic shallot seeds from February to March leaving no more than 8-10cm (3-4"") between plants in the row. Read More",//www.westcoastseeds.com/cdn/shop/products/ON550-Conserver-0X7A6532_515x640_crop_center.jpg?v=1629146276
Small Wonder,Brilliant orange little spaghetti squash are stunning nestled in their tidy plants. These have higher beta-carotene than other spaghetti squash. About 1kg (2 lbs) each. Read More,//www.westcoastseeds.com/cdn/shop/products/SQ739_Small_Wonder_bigstock-Split-Spaghetti-Squash-8253314_515x640_crop_center.jpg?v=1610588472
Goldilocks F1,"A unique, bright orange acorn squash that is both flavourful and ornamental. AAS judges highlighted Goldilocks as preferred for both taste and texture. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ813_Goldilocks1Square_515x640_crop_center.jpg?v=1650324053
Suntastic,"This new hybrid dwarf sunflower produces no pollen, but blooms up to three times in a season with as many as twenty flowers per plant. The 13-15cm (5-6"") flowers produced by Suntastic sunflower seeds have brilliant yellow petals surrounding a dark black disc that will appeal to florists and home gardeners alike. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2063-Sunflower_Suntastic-1_515x640_crop_center.jpg?v=1610585571
Bellis English Daisy,"Bellis English Daisy seeds produce compact, versatile plants that are hardy to Zone 3. The pompon like flowers can be deadheaded when they fade to prolong the flowering period. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3203-Bellis-0X7A1023_515x640_crop_center.jpg?v=1620680434
Orangelo Thyme,"Grow this distinctly orange-scented thyme in hanging baskets or rock gardens and it will cascade over the edge. Its trailing nature makes it a prime candidate for ground cover, and established plants can even stand up to light foot traffic. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1199-Orangelo-0X7A3021_515x640_crop_center.jpg?v=1602193491
Amish Paste Organic,"Amish Paste organic roma tomato seeds produce large, heavy fruit that will reward your growing efforts and your palate with the richest sauces and thickest pastes. These lovely, firm heirloom tomatoes are a culinary favourite. Read More",//www.westcoastseeds.com/cdn/shop/products/TM770_Amish-Paste-Organic_IMG_4456_515x640_crop_center.jpg?v=1610578163
Sunrich Lemon,"The flowers are very round with dense numbers of petals, but the flowers produce no pollen, so they won't make a mess when they're cut and brought indoors. They make really excellent, long-lasting cut flowers, with blooms 10-15cm (4-6"") across. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3858-Sunrich-Lemon-1_515x640_crop_center.jpg?v=1610655227
Pruden's Purple Certified Organic,"Vine. This potato-leaf type is exceptionally early for an open-pollinated beefsteak tomato. An heirloom wonder, Pruden's purple is actually more of a distinctive pink. Read More",//www.westcoastseeds.com/cdn/shop/products/TM850Pruden_sPurple_515x640_crop_center.jpg?v=1650316938
Taiwan Cabbage,"Taiwan Cabbage cabbage seeds produce an oblate or flat-growing hybrid known as KY Cross, with heads that are wider than they are tall. These are surrounded with massive wrapper leaves. Read More",//www.westcoastseeds.com/cdn/shop/products/CB243-1_515x640_crop_center.jpg?v=1610588574
Burgess Buttercup,"The golden orange flesh inside each fruit is sweet and finely textured, never watery. The thin skins are extremely hard, but that is key for long term storage. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ730-1_515x640_crop_center.jpg?v=1610582734
Marketmore 76,"Marketmore 76 cucumber seeds yield a smooth, refined, dark-green slicer with a crisp crunch and sweet flavour (makes great pickles). Read More",//www.westcoastseeds.com/cdn/shop/products/CU390-1_515x640_crop_center.jpg?v=1610586310
Chinook Organic,"Chinook leek seeds are certified organic. Chinook sets a new standard for sped and uniformity in summer harvest leeks. Even in cool spring temperatures this leek grows super fast and upright, developing long, even shanks that are easy to clean in the field, and vibrant, medium green tops. Read More",//www.westcoastseeds.com/cdn/shop/products/LK448_chinook_515x640_crop_center.jpg?v=1610588121
Super Fantastic,Super Fantastic tomato seeds produce hardy vigorous vines that adapt well to a variety of climates. Immensely popular and an excellent producer on the West Coast of British Columbia. Read More,//www.westcoastseeds.com/cdn/shop/products/TM759-Super-Fantastic_515x640_crop_center.jpg?v=1610584535
White Spear,"From the breeders of Lancer, this improved parsnip has better uniformity in shape with a deep crown set and broad, round shoulders. The roots are very white with smooth skins and a fine, mellow flavour that is gorgeous as a roasted vegetable or simply chopped into soups and stews. Read More",//www.westcoastseeds.com/cdn/shop/products/PN_58-Whitespear_515x640_crop_center.jpg?v=1610656446
Summer Savory,"This delicate, aromatic little plant grows quickly in rich soil. Used in bean, pea and lentil recipes, summer savory has a more delicate flavour than winter savory. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1137-1_515x640_crop_center.jpg?v=1610656644
Victoria Rhubarb,"The greenish-red stalks of this heirloom perennial have a slight flavour of red wine, and are never tough or stringy. Victoria is... Read More",//www.westcoastseeds.com/cdn/shop/files/RH100_Victoria-Rhubarb_IMG_4981-_edited_515x640_crop_center.jpg?v=1684954549
Goliath (F26),This incredible bush bean was bred in Washington State and bears pods up to 22cm (8½”) long. They stay tender with nearly the best flavour of any bean we’ve tried. Read More,//www.westcoastseeds.com/cdn/shop/products/BN177-Goliath_515x640_crop_center.jpg?v=1610577684
Early Fortune Organic,"The fruits grow 18-21cm (7-8”) long, and a consistent 5cm (2”) in diameter. The plants are richly productive for the home or market gardener. It also makes gorgeous pickles. Read More",//www.westcoastseeds.com/cdn/shop/products/CU418-Early-Fortune-0X7A6201_515x640_crop_center.jpg?v=1628445024
Black Beauty Organic,"Dark purple to almost black skinned, glossy, oblong, large fruits that form early on sturdy plants. Grown for over 100 years, this heirloom is a heavy producer with up to 12 fruits per plant, but needs lots of heat. Read More",//www.westcoastseeds.com/cdn/shop/products/EG414_Black-Beauty-0X7A0161_515x640_crop_center.jpg?v=1610581843
Matilda Pole Bean,"Matilda pole bean seeds produce big, nicely shaped, round beans with straight pods that average 15cm (6"") long are heavily produced on this variety from German breeding. The flavour is both sweet and mild. Read More",//www.westcoastseeds.com/cdn/shop/products/BN134-1_515x640_crop_center.jpg?v=1610578123
Komatsuna Red,"Komatsuna Red mustard seeds tolerate heat well and can be planted from spring to fall. The seeds do not need warm soil to germinate, so they can be planted in late winter for spring harvests as well. Try some in containers on the balcony. Read More",//www.westcoastseeds.com/cdn/shop/products/MU547-1_515x640_crop_center.jpg?v=1610586758
Miyashige White Neck,"This is a standard mainstay of fall and winter harvest daikon radishes from Japan. The enormous roots can grow to 30-38cm (12-15"") long and 6-8cm (2.5-3.25"") in diameter. They keep very well as the soil cools down into early winter, and then they store well after harvest. Read More",//www.westcoastseeds.com/cdn/shop/products/RD694_Miyashige-White-Neck-Daikon-Radish-Seeds_515x640_crop_center.jpg?v=1610589048
Red Iceberg,"Red Iceberg lettuce forms a rosette of tasty, nutritious, and richly red outer leaves as it grows. Read More",//www.westcoastseeds.com/cdn/shop/products/LT545-Red-Iceberg-0X7A2204_515x640_crop_center.jpg?v=1626726990
Spretnak Organic,"Try this tasty, compact romaine in large containers on your balcony, or in your organic vegetable garden. This is a beautiful, deep green Little Gem type romaine with very nice flavour. Read More",//www.westcoastseeds.com/cdn/shop/products/LT495-2_515x640_crop_center.jpg?v=1610586988
Trinidad Moruga Scorpion,The aptly named Trinidad Moruga Scorpion is an extremely hot pepper native to the region of Moruga in Trinidad and Tobago. It currently sits as the second hottest chilli in the world after the Carolina Reaper. Read More,//www.westcoastseeds.com/cdn/shop/products/PP692-Trinidad-Maruga-Scropion-0X7A4860_515x640_crop_center.jpg?v=1626289567
Taiyo Organic,"Taiyo Organic sunflower seeds are a Certified Organic Japanese variety with very large, single 20-30cm (8-12"") wide flowers on sturdy stems that grow to 1.8-2m (5-6') tall. Rich yellow petals surround Taiyo's dark chocolate centre. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3264_Taiyo_certified_Organic_sunflower_seeds_1_515x640_crop_center.jpg?v=1610657102
Freckles,"The mid-sized plant is open with glossy, green leaves flecked with maroon; making it a delightful and colourful addition to salad mixes. As the leaves get larger, the markings become even more prominent. Read More",//www.westcoastseeds.com/cdn/shop/products/LT481-1_515x640_crop_center.jpg?v=1610589278
Wa Wa Sai,Wa Wa Sai cabbage seeds produce classic miniature napa cabbages or sui choi. They have a lovely sweet flavour and crisp texture that works so well with noodle dishes. Read More,//www.westcoastseeds.com/cdn/shop/products/CB234-1_515x640_crop_center.jpg?v=1610579963
Mei Qing Choi,"This hybrid Shanghai pac choi is tender, sweet, and crunchy. Short, compact plants are slow to bolt, but also cold-tolerant, for surprisingly long harvest periods. Mei Qing Choi pac choi seeds grow uniformly, with pale green petioles, and lovely, rounded, flat leaves. Read More",//www.westcoastseeds.com/cdn/shop/products/MU553-1_515x640_crop_center.jpg?v=1610589437
Rose Berries Galore,"This gorgeous little plant features rose coloured flowers that bloom amongst glossy, dark green foliage. The flowers are followed by small, oblong, super sweet strawberries that produce until frost. Read More",//www.westcoastseeds.com/cdn/shop/products/Rose-Berries-Galore-Straweberry-Seeds_7b05418b-6f48-4105-a51f-4f50cf111cea_515x640_crop_center.jpg?v=1628627490
New Zealand Spinach,"Tetragonia tetragonioides. New Zealand Spinach is not a true spinach, but a warm weather plant that provides copious amounts of leaves for salads and cooked greens. Start seeds inside 2-3 weeks before your last frost date or sow outside after all danger of frost has passed. Read More",//www.westcoastseeds.com/cdn/shop/products/SP710-1_515x640_crop_center.jpg?v=1610654521
Speckled Butterhead Organic,"The most delicate and beautiful leaf lettuce of all the varieties we carry, Speckled Butterhead has apple-green buttery leaves with bright red, uniform little speckles, not blotches. Read More",//www.westcoastseeds.com/cdn/shop/products/LT473-1_515x640_crop_center.jpg?v=1610577778
Santo Monogerm,"Regular cilantro seeds, or coriander as they are sometimes called, are actually little nutlets containing more than one true seed. Monogerm seeds have been split by the grower for more precise seeding, either in trays or direct in the field. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1075-1_515x640_crop_center.jpg?v=1610587422
Crane Feather Queen,"Crane Feather Queen is an F1 hybrid kale bred specifically for use as a cut flower in winter bouquets and flower arrangements. Deeply cut, frilly leaves in silvery grey surround a rosette of interior leaves that become a deep, dark pink in response to cold weather. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3862-Crane-Feather-Queen-3-stems_515x640_crop_center.jpg?v=1610577336
Five Spot,"This low growing member of the Borage family is native to the hills of California, but grows well in most temperate garden soils. It takes its name from the conspicuous five spots of its 2cm (1"") wide flowers, which have evolved to attract solitary bees. Read More",//www.westcoastseeds.com/cdn/shop/products/FL1216-Five-spot-Nemophila-maculata_515x640_crop_center.jpg?v=1610656719
Caiman Organic,"A wonderful new beefsteak slicing tomato with shiny red 10cm (4"") wide fruits. The fruits are balance substantial girth and meatiness with good juicy flavour. Its open growth and medium height work well in the greenhouse, but it is adaptable to a wide range of conditions. Read More",//www.westcoastseeds.com/cdn/shop/products/TM839-Caiman-Organic-Tomato-Seeds_515x640_crop_center.jpg?v=1610588074
Carolina Gold F1,"Carolina Gold bears high yields of uniform, orange-gold beefsteaks that are firm, meaty and have few seeds. The large 280g (10oz), crack... Read More",//www.westcoastseeds.com/cdn/shop/files/ETHiRJ_8rwFBnQJ3NJ28Y68B3Cy92TUoy52prZr8KeN3pQ_515x640_crop_center.jpg?v=1698865941
Red Ball,"Red Ball brussels sprout seeds produce plants with red foliage and sprouts, and the colour really improves in cold weather and after frost. Yields on this 1m (39"") tall variety are a bit lower, but the dark red sprouts are sweeter, and thought to be more nutritious. Read More",//www.westcoastseeds.com/cdn/shop/products/BS210-1_515x640_crop_center.jpg?v=1610654299
Preludio Organic,"Its bulbs are heavy and substantial, shiny smooth on the outside, and packed with flavour. They are dense and uniform, with firm, crisp texture, and the tops are verdant and upright, so they look fabulous on the market table. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1194-Preludio-Organic-Fennel_515x640_crop_center.jpg?v=1610652649
Tasti-Lee Coated,"This is a fantastic hybrid with three prized features. First, the flavour is sensational, balancing perfectly sweetness and acidity. Second, they contain up to 50% more of the antioxidant lycopene than most other tomatoes. Finally, they remain in very good eating condition for weeks after harvesting, giving them a longer shelf life than the rest. Read More",//www.westcoastseeds.com/cdn/shop/products/TM838-Tasti-Lee-single_515x640_crop_center.jpg?v=1610657138
Borlotti Drying Bean Seeds,"The long vines of this Italian heirloom will grow 20 feet tall if provided support. These produce masses of 15cm (6”) pods by late summer, each filled with good, firm cream coloured beans streaked with red. Read More",//www.westcoastseeds.com/cdn/shop/products/BN120_Borlotti_beans_1_515x640_crop_center.jpg?v=1610579169
Mad Hatter,"This eye-catching variation on the Bishop's Cap pepper variety is a new, award winning hybrid with superior plant vigour and higher yield than its OP cousins. The flattened disc shaped pods of Mad Hatter provide a crisp and crunchy texture for snacking at the mature green or red stage. Read More",//www.westcoastseeds.com/cdn/shop/products/PP671-Mad-Hatter-2_515x640_crop_center.jpg?v=1610588287
Prairie Fire Organic,"Selected for sweetness and productivity, Prairie Fire Organic is a compact, semi-determinate variety with small, elongated, pointy-tipped fruits. Read More",//www.westcoastseeds.com/cdn/shop/products/TM849PrairieFire_6W27-1-1_nowatermark_515x640_crop_center.jpg?v=1646770195
Paris Market,"These small, orange, nearly spherical carrots about the width of a dollar coin. Paris Market are easy to grow, even in fairly heavy soils. Read More",//www.westcoastseeds.com/cdn/shop/products/CR305-1_515x640_crop_center.jpg?v=1610656491
Calico Popcorn,"Grow your own popcorn! Tiny kernels dot these 15cm (6”), multi-coloured cobs in yellow, brown, white, purple, red, and blue. Use Calico Popcorn seeds for edible popping corn, or simply as ornaments to mark the harvest season in early fall. Read More",//www.westcoastseeds.com/cdn/shop/products/CN386_Calico-Popcorn_Seeds_2470_515x640_crop_center.jpg?v=1610586682
Strike,"Plant Strike bush beans seeds for productive, upright plants with good disease resistance. The pods are round, medium green, slender, and stringless, coming in a concentrated set for easy harvesting. Read More",//www.westcoastseeds.com/cdn/shop/products/BN101-1_515x640_crop_center.jpg?v=1610577905
Kale Storm Pelleted,"Kale Storm multi-seed pellets each contain up to four different kale varieties each. These pellets are perfect for planting in containers, or for simplifying planting in the garden row. Read More",//www.westcoastseeds.com/cdn/shop/products/KL446-Kale-Storm-0X7A8177_515x640_crop_center.jpg?v=1610587901
Kalibos,"Kalibos Cabbage seeds produce a spectacular, fresh-tasting, pointed cabbage with intense reddish-purple leaves and high sugar content. The interior is dense with a small, tender core. Read More",//www.westcoastseeds.com/cdn/shop/products/CB226_Kalibos_cabbage_seeds_1_515x640_crop_center.jpg?v=1610578358
Sugar Buns,"Sugar Buns remains tender for a good two weeks on the plants, allowing for a long harvest window. This corn is delightfully tender with a rich, creamy sweetness packed in fourteen rows of tender, yellow kernels on a slim, 19cm (7"") ear. Read More",//www.westcoastseeds.com/cdn/shop/products/CN380-1_515x640_crop_center.jpg?v=1610656836
Stevia Organic,"The leaves of this amazing “sugar plant” have extracts said to be 300 times sweeter than sugar. Useful as a sweetener for diabetics and dieters, research has shown that Stevia has additional uses in treating blood pressure problems. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1140-4_515x640_crop_center.jpg?v=1610579911
Patio Mix,"This fabulous container sweet pea only grows to 30cm (12"") tall. Its lightly fragrant flowers have wavy petals in shades of red, pink, light blue, deep blue, and white. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3205-Patio-Mix_0X7A1086_515x640_crop_center.jpg?v=1610588279
Chinese Forget-Me-Nots,"Simple, tiny, indigo blue flowers are massed in clusters on well behaved, bushy plants. Direct sow Chinese Forget-Me-Nots Cynoglossum amabile seeds in the fall or early spring, and the fast growing plants will put on a show very early in the season, blooming from April to June. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2597-Cynoglossum-0X7A7044_515x640_crop_center.jpg?v=1610577320
Parade Coated Organic,"For an open pollinated variety, Parade shows remarkable uniformity, with little or no bulbing. Dark green, almost waxy leaves grow vigorously with white stalks that can be made longer by hilling up soil around them. Read More",//www.westcoastseeds.com/cdn/shop/products/ON574-1_515x640_crop_center.jpg?v=1610587756
Tah Tsai,"Tah Tsai pac choi seeds are a beautiful, easy-to-grow delight, the small, glossy, spoon-shaped, dark-green leaves with white stems grow in a perfect flat rosette. It adds rich colour, mild flavour, and nutrition to salads and stir-fries. Read More",//www.westcoastseeds.com/cdn/shop/products/Tah-Tsai-Pac-Choi-Seeds-MU533-1_515x640_crop_center.jpg?v=1610579692
Lazy Housewife,"Lazy Housewife was the first stringless snap bean introduced in North America, making it faster and easier to prepare for cooking, hence its name. Read More",//www.westcoastseeds.com/cdn/shop/products/BN209-Lazy-Housewife-0X7A3921_515x640_crop_center.jpg?v=1626282726
Miners Lettuce Claytonia,"Harvest with scissors, just above the crown of the plant and it will grow back up to three times. Given some protection, it can be grown all winter. Read More",//www.westcoastseeds.com/cdn/shop/products/MS480-12_515x640_crop_center.jpg?v=1610656525
Starbor,"These uniform, compact plants are the best kale choice for harvesting all in one go at 45cm (18"") tall. The dark blue-green leaves are very tasty, and appealingly curled, with short internodes - meaning they’re packed more tightly on the stem than other types. Read More",//www.westcoastseeds.com/cdn/shop/products/KL441_Starbor-Kale-Seeds_515x640_crop_center.jpg?v=1610656314
Jade,"These tender gourmet beans are refined and straight, with rich flavour. The medium dark green, round pods grow 13-18cm (5-7”) long. Read More",//www.westcoastseeds.com/cdn/shop/products/BN112-1_515x640_crop_center.jpg?v=1610656772
Lemon Yellow Bonduelli,"A profusion of papery, lemon yellow florets grow along thin stems but strong, upright branches of this statice. Growing to around 65cm... Read More",//www.westcoastseeds.com/cdn/shop/files/DSC09879_515x640_crop_center.jpg?v=1724795105
Mexican Tarragon Certified Organic,"This cousin of the marigold is a heat loving plant that may survive as a perennial in Zone 8, but it’s just as well treated as a half-hardy annual. Start Mexican Tarragon seeds indoors and transplant the seedlings out in May. Read More",//www.westcoastseeds.com/cdn/shop/products/HR_Mexican-Tarragon-0X7A7275_515x640_crop_center.jpg?v=1571067630
Reno,"Reno is a classically shaped acorn squash with moderate furrows and a dependable dark green colour. The strong, single-stemmed, bush plants are very productive. Read More",//www.westcoastseeds.com/cdn/shop/products/Reno-Acorn-Squash-Seeds-SQ762-1_515x640_crop_center.jpg?v=1610579850
Liquorice,This is the plant that produces the distinctive flavour found in confectioneries and candies world wide. Liquorice is an herbaceous perennial legume that is harvested for its roots. Read More,//www.westcoastseeds.com/cdn/shop/products/HR1182-Licorice-0X7A4536_515x640_crop_center.jpg?v=1610656466
Bush Baby Marrow,"The fruits grow to approximately three quarters the size of a standard varieties. These compact plants have an open habit. Fruits are able to set and ripen quickly. Grow marrow plants directly in growing bags, large pots or right in the garden bed. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ721bush_baby_marrow_seeds_11_515x640_crop_center.jpg?v=1610652949
Superschmeltz,"This giant kohlrabi remains tender up to the largest sizes but must be spaced at least 30cm (12"") apart. Its large root system lets it grow well where water is limited. It handles winter weather well and can be harvested until April from a mid-summer planting. Read More",//www.westcoastseeds.com/cdn/shop/products/KH432-1_515x640_crop_center.jpg?v=1610587420
Orange You Sweet,Sweet is the key word in Orange You Sweet from the Hungarian Cheese series of peppers. These ones start out green and grassy but as the sugar content builds in the fruits they turn bright orange. Read More,//www.westcoastseeds.com/cdn/shop/products/PP657-Orange-You-Sweet-0X7A0301_515x640_crop_center.jpg?v=1610585352
Laurentian,Sow Laurentian rutabaga seeds in your organic vegetable garden. Bright purple skins cover the top two thirds of this globe-shaped rutabaga. Read More,//www.westcoastseeds.com/cdn/shop/products/Laurentian-Rutabaga-Seeds-RU692_515x640_crop_center.jpg?v=1610586503
Mizuna,"Mild and sweet enough for salads, the thin, light-green, feathery leaves are deeply-cut but not curled. Plants grow vigorously so thin to at least 20cm (8""). Cut the whole plant about an inch above the ground and it will re-grow or pick individual leaves. Read More",//www.westcoastseeds.com/cdn/shop/products/MU529-1_515x640_crop_center.jpg?v=1610655964
Principe Borghese,"This Tuscan heirloom is one of the finest for sun-dried tomatoes. Try growing some in three to five gallon pots on the balcony, or up against the south facing wall of a house to maximize heat from the sun. Read More",//www.westcoastseeds.com/cdn/shop/products/Principe-Borghese-Tomato-Seeds-TM806-1_515x640_crop_center.jpg?v=1610656845
Red Zebra,"Start the seeds late season variety early and grow with protection from the rain. This is the perfect choice for small greenhouses, but they will mature outdoors as well. Read More",//www.westcoastseeds.com/cdn/shop/products/TM808-12_515x640_crop_center.jpg?v=1610656594
Aji Rico,Aji is a standard pepper throughout South America. One of the reasons it is not well known here is its slow growth and heat demands. Aji Rico really shows the best of what can be achieved through hybrid plant breeding. Read More,//www.westcoastseeds.com/cdn/shop/products/PP676-Aji-Rico-0X7A4434_515x640_crop_center.jpg?v=1610656801
Little Finger Certified Organic,"CERTIFIED ORGANIC. Slender, deep purple fruit with thin skin and mildly sweet flesh. The 15cm (6"") fruits have very few seeds... Read More",//www.westcoastseeds.com/cdn/shop/products/EG430_LittleFingers_Oct29_P_WCS_515x640_crop_center.jpg?v=1668121644
Rocket Larkspur,"Sow Rocket Larkspur delphinium seeds in fall or in early spring, when some risk of frost is still possible. Stunning spires in shades of purple and blue grow up to 1.2m (4') tall, attracting wild and domestic pollinators. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2029-1_515x640_crop_center.jpg?v=1610656870
