Name,Other_Name,Image URL 1,Image URL 2,Description
Squash and Pumpkin Seeds ,#SW1591-Noble Blue F1,//agrohaitai.com/cdn/shop/products/IMG_6934-guizu_pumpkin_seeds_noble_blue_cecf682f-09ba-4f37-87e2-a2fc54cc5804_60x.jpg?v=1662693226,,"
                      
                        Early-Medium maturity. Elongated fruits have an oblong shape, in celadon color with white strips. Avg. 15~20” long, 4~5LBs. The orange flesh has a tender, nutty, and sweet flavor.
Avg. 137g/1000 seeds. M=1000 seeds. Packet: 10 seeds.
                      
                    "
Radish Seeds,#RA1012-New Green Skirt F1,//agrohaitai.com/cdn/shop/products/Newgreenskirt_60x.jpg?v=1587258497,,"
                      
                        Leaf type. Early-Maturity hybrid. High yield. Semi-upright with almost hairless leaves. 
Treated seeds. 
Avg. 18,805 seeds/lb, 1,175 seeds/oz. Packet: 2g, approx. 80 seeds.
                      
                    "
White Pak Choy Seeds,#PW1046-Canton Bok,//agrohaitai.com/cdn/shop/products/cantonbok-DSC_3013-1_60x.jpg?v=1586778743,,"
                      
                        Baby type. OP variety. 40~50 days. Wavy leaves are deep green with white, thick petioles. It is heat-tolerant. It can be planted year-round in tropical areas.  Good for sowing in the late summer and fall seasons.
Avg. 176,000 seeds/lb, 11,000 seeds/oz. Packet: 1g, approx. 350 seeds.
                      
                    "
Hot Pepper Seeds,#PP1686-Cowhorn 101 F1,,//agrohaitai.com/cdn/shop/products/cow_horn_pepper_101_60x.jpg?v=1673275513,"
                      
                        Chinese Cow Horn hot pepper. Early maturity and produces high yields. It goes from light green to red when it's fully ripened. Less hot. Average 10” x 2” (25cm x 5cm), and 5~6oz (150~180g). Resistant to TMV. 
M=1000 seeds, Packet: 25 seeds.
This variety is currently unavailable to customers in the USA. 
                      
                    "
Tomato Seeds,#TM1616-Angel F1,//agrohaitai.com/cdn/shop/products/tomato_seed_angel_60x.png?v=1615388623,,"
                      
                        Indeterminate. Yellowish fruits with green strips, oval-shaped, 3~4 oz, 6~8 fruits per cluster. Good flavor.
The germination rate is approx. 85%.
M=1000 seeds. Packet: 20 seeds. 
Optimum germination temperature: 25-28°C. Seeds should germinate between 7-14 days.
This variety is currently unavailable to customers in the USA. 
                      
                    "
Tomato Seeds,#TM1401-Grape Yellow F1,,//agrohaitai.com/cdn/shop/products/yellow_grape_tomato_60x.jpg?v=1614257247,"
                      
                        60~65 days after transplanting. A semi-determinate hybrid. Grape type, bright yellow, average 16 gram. Great taste. High yield. Can be planted in greenhouse and open field.
M=1000 seeds, Packet: 20 seeds.
Optimum germination temperature: 30-32°C. Seeds should germinate between 7-14 days.
This variety is currently unavailable to customers in the USA. 
                      
                    "
Squash and Pumpkin Seeds,#SW1419-Scarlet Asia F1,,//agrohaitai.com/cdn/shop/products/DSC_0318-scarletasia_60x.jpg?v=1587261914,"
                      
                        Red kabocha. Early maturity. Short vine type, 1st fruit set in 4~6"". Flat-round fruits in a bright orange color. Orange flesh, nutty and sweet. 2~4 fruits per plant, 3~4 LBS each. 
Avg. 2,300 seeds/lb, 140 seeds/oz. Packet: 10 seeds.
                      
                    "
White Pak Choy Seeds,#PW1353-Nabai Slo F1,,//agrohaitai.com/cdn/shop/products/DSC_0295-nabaislo_60x.jpg?v=1586740453,"
                      
                        Baby type, 50~55 days. 5~7"". Dark green leaves. Broad and pure white petioles. Resistant to disease. Slow bolting, can be planted in spring, summer, and fall.
Avg. 210,000 seeds/lb, 13,000 seeds/oz. Packet: 1g, approx. 400seeds.
                      
                    "
White Pak Choy Seeds,#PW1568-Tall Bok Slo  F1,,//agrohaitai.com/cdn/shop/products/DSC_0741-tallbokslo_60x.jpg?v=1609130464,"
                      
                        30~35 days for baby Bok Choy. 50~55 days full-size Bok Choy. Approx. 30 cm (12"") high. Pure white petioles with dark green leaves. Vigorous growing and uniform. Crispy and tastes good. Slow bolting. Can be sowed in the spring, summer, and fall seasons.
Avg. 179,200 seeds/lb, 11,200 seeds/oz. Packet: 1g, approx. 400 seeds.
                      
                    "
Summer Squash Seeds,#SS1640-Duobao F1,,//agrohaitai.com/cdn/shop/products/IMG_3999-summer_squash_seeds_duobao_60x.jpg?v=1643591359,"
                      
                        A fantastic novelty summer squash. Early maturity, 45~50 days after sowing. The beautiful fruits are semi-globe-shaped, in a shiny dark green color. The fruits can be harvested from 1LB to 2LBs. Tender, crispy and sweet. High yielding.
Avg. 2000 seeds/lb, 120 seeds/oz. Packet: 20 seeds.

                      
                    "
Oriental Melon Seeds,#ML1531-Hami #3 F1,//agrohaitai.com/cdn/shop/products/hami_3-1_60x.jpg?v=1586553323,,"
                      
                        Medium to late maturity. Oval fruit, 7~8lb. Orange flesh, sweet with center Brix 16~18%. Vigorous growing. Disease resistant. One fruit per plant.
M=1000 seeds, Packet: 10 seeds
                      
                    "
Cabbage Seeds,#CA1454-Flat Giant F1,,//agrohaitai.com/cdn/shop/products/DSC_1063-flatgiant_60x.jpg?v=1586395299,"
                      
                        Large-flat type. 75~80 days from transplanting. Large flat head with short core, 6~8 Lbs. Tolerant to heat and bursting. Resistant to Fusarium Yellows and Black Rot. Crispy and sweet taste.
Treated seeds.
Avg. 112,000 seeds/lb, 7,000 seeds/oz. Packet: 100 seeds.
                      
                    "
Hot Pepper Seeds,#PP1166-Dan Fong F1,//agrohaitai.com/cdn/shop/products/DSCN1398-2-DanFong_60x.jpg?v=1586780987,,"
                      
                        A Thai-type hybrid. Also called Chinese Chao Tian Jiao (Facing Heaven Chili). Medium maturity. Productive, average fruit size is 5~7 cm long. Very hot.
M=1000 seeds. Packet: 25 seeds.
This variety is currently unavailable to customers in the USA. 
                      
                    "
Squash and Pumpkin Seeds,#SW1625-Fiteng F1,,//agrohaitai.com/cdn/shop/products/IMG_3149-chinese_pumpkin_squash_fiteng_60x.jpg?v=1635909028,"
                      
                        Asian pumpkin squash. 70~80 days after transplanting. The fruits are cylindrical in shape, up to 20” long, 10 LBs. The fruit flesh is nutty and sweet.
M=1000 seeds, Packet: 10 seeds.
                      
                    "
Chinese Cabbage Seeds,#CC1552-Mini Napa #2 F1,,//agrohaitai.com/cdn/shop/products/DSC_3428-chinese_cabbage_mini_napa_2_60x.jpg?v=1611081732,"
                      
                        Mini type for Wa Wa Tsai and Mini Napa. Early maturity. 3~4 LBs. Excellent shape, compact and uniform. Dark green outer leaves. Yellow internal color. Slow bolting. Good for sowing in spring and fall. Planting @ 8~10”  for Wa Wa Tsai; 12” for Mini Napa.
Avg. 123,000 seeds/lb, 7,500 seeds/oz. Packet: 100 seeds.
                      
                    "
Oriental Melon Seeds,#ML1494-Golden Giant F1,,//agrohaitai.com/cdn/shop/products/9117ee98-df46-4950-8016-3ff5c6cd7240_60x.jpg?v=1587245554,"
                      
                        Korean type. Early maturity. Oblong fruits in yellow color with white strips when ripe. Thin skin. Avg. 2.5 LB. White flesh is crispy, sweet, with Brix 14~16. 3~4 fruits per plant. Disease resistant.
M=1000 seeds. Packet: 10 seeds
                      
                    "
Leek Seeds,#LK1670-American Flag,//agrohaitai.com/cdn/shop/products/IMG_1640-american_flag_baby_leek_60x.jpg?v=1676572483,,"
                      
                        120-155 days after sowing. It is a compact and hardy variety that grows 15”-18” tall and has grayish-green leaves.  Long thick white stalks with a yellow heart. Cold tolerant. It is a good variety for baby leek.
Avg. 127,000 seeds/lb, 7,500 seeds/oz. Packet: 2g, approx. 500 seeds.
                      
                    "
Green Pak Choy Seeds,#PG1336-Summer Zest F1,//agrohaitai.com/cdn/shop/products/DSC_0778-heat_tolerant_shanghai_bok_choi_seeds_summer_zests37d_60x.jpg?v=1623377129,,"
                      
                        Large size. 40~45 days. Early to medium maturity. Average height 20~24 cm (8~10”). Upright and compact. Oval, thick, and dark green leaves. Tolerant to heat, rain, and disease resistance. No wrinkle leaf during hot weather. Good for late spring, summer, and fall planting. Tolerant to storage and shipping.
Treated seeds.
Avg. 92,000 seeds/lb, 5,500 seeds/oz. Packet: 1g, approx. 200 seeds.
                      
                    "
Bottle Gourd Seeds,#BG1534-Long Bottle #2 F1,,//agrohaitai.com/cdn/shop/products/LongBottle_2F1_2_60x.jpg?v=1717510821,"
                      
                        Indian long type. Early maturity, 50~55 days after transplanting. Cylindrical shape, 14~16” long, bright green color. Resistant to PM. High yield.
Avg. 3,500 seeds/lb, 200 seeds/oz. Packet: 10 seeds.
                      
                    "
Green Pak Choy Seeds,#PG1266-Chun Yu F1,,//agrohaitai.com/cdn/shop/products/DSC_0019-shanghai_pak_choy_chun_yu_hybrid_60x.jpg?v=1677604019,"
                      
                        Medium size. 40~50 days. Beautiful shape with wide and short petioles and green leaves. Tolerant to cold and extra slow bolting. Recommend growing this variety in spring and cold weather. It can be planted for Shanghai Pak Choy and Shanghai Miao.
Avg. 165,000 seeds/lb, 11,000 seeds/oz. Packet: 1g, approx. 350 seeds.
                      
                    "
Cabbage Seeds,#CA1565-Hope 60 F1,,//agrohaitai.com/cdn/shop/products/hope60-2_60x.jpg?v=1590418793,"
                      
                        60 days from transplanting. Round head, uniform, 3.5~4 LB. Crispy, tender and sweet, ideal for fresh market. Resistant to Yellows and Black Rot, tolerant to bursting.
Avg. 78,400 seeds/lb, 4,900 seeds/oz. Packet: 100 seeds.
                      
                    "
Squash and Pumpkin Seeds,#SW1204-Super Mama F1,,//agrohaitai.com/cdn/shop/products/DSC_6391-supermama_60x.jpg?v=1611343304,"
                      
                        Asian winter squash/pumpkin. Mature fruit is flat shape, average 8~10LBs with sweet yellow/orange flesh. Tolerant to downy mildew and powdery mildew. Productive, 3~4 fruits per plant. Immature fruits can also be harvested depending on the market.
Avg. 4,300 seeds/lb, 260 seeds/oz. Packet: 10 seeds.
                      
                    "
Green Pak Choy Seeds,#PG1579-Chun Mei #2 F1,//agrohaitai.com/cdn/shop/products/284cs456464ezcdsafdas_60x.jpg?v=1629388183,,"
                      
                        Large size. 45~50 days. Beautiful shape, dark green leaves. Tolerant to cold, slow bolting, and disease resistant. Good for sowing in spring, summer, and fall.
Avg. 237,000 seeds/lb, 14,000 seeds/oz. Packet: 1g, approx. 500 seeds.
                      
                    "
Cabbage Seeds,#CA1492-Ngau Sum F1,,//agrohaitai.com/cdn/shop/products/DSC_0445-ngausam_60x.jpg?v=1586653281,"
                      
                        Conehead type. Early maturity. 50~60 days from transplanting. Beautifully cone-shaped and has great taste. Tolerant to heat and cold. Resistant to Fusarium Yellows. Crispy and tastes sweet.
Treated seeds.
Avg. 80,000 seeds/lb, 5,000 seeds/oz. Packet: 100 seeds.
                      
                    "
Sweet Pepper Seeds,#PS1699-Shishito,//agrohaitai.com/cdn/shop/products/japanese_pepper_shishito_60x.jpg?v=1672342259,,"
                      
                        Traditional Japanese shishito pepper. 60~65 days after transplanting. Avg. 3” long wrinkled fruits with a thin wall. No heat, but a mild and sweet taste. Vigorous growth with more branches, high yield.
Avg. 84,000 seeds/lb, 5,000 seeds/oz.  Packet: 25 seeds.
This variety is currently unavailable to customers in the USA. 
                      
                    "
Squash and Pumpkin Seeds,#SW1325-Zao Feng F1,,//agrohaitai.com/cdn/shop/products/IMG_5694-kabocha_zao_feng_60x.jpg?v=1647273011,"
                      
                        Kabocha type. Early maturity and high yield. Flat fruits in dark green color, with grey strips. Deep orange flash, nutty and sweet. 2~3 fruits per plant, average 4 LB.
Avg. 2,700 seeds/lb, 160 seeds/oz. Packet: 10 seeds.
                      
                    "
Chinese Cabbage Seeds,#CC1547-Pagoda 70 F1,,//agrohaitai.com/cdn/shop/products/DSC_0346-pagoda70-1_60x.jpg?v=1697122927,"
                      
                        Michihili type. 70 days after sowing. The head is long-cone shaped, 18~20” long, 4~5LBs. Beautiful shape, compact and uniform. Good for late summer and fall season sowing.
Avg. 224,000 seeds/lb, 13,000 seeds/oz. Packet: 100 seeds.
                      
                    "
Winter Gourd Seeds,#WM1726-Mini Round OP,,//agrohaitai.com/cdn/shop/files/IMG_2178-wax_gourd_mini_round_60x.jpg?v=1695926871,"
                      
                        It is an open-pollinated (OP) variety of mini-type winter melon. This variety matures late, typically reaching maturity 90 days after transplanting.
The fruits of this variety start as dark green and transition to white as they mature, thanks to a powdery wax coating. Mature fruits are approximately 5 to 6 inches in length and 6 to 7 inches in width, weighing around 4 to 5 pounds.
The fruits are excellent for making Winter Melon Cups. They are also known for their good yield and quality. This variety is productive.
Avg. 12,500 seeds/lb, 800 seeds/oz. Packet: 10 seeds.
                      
                    "
Summer Squash Seeds,#SS1584-Bi Zhu F1,//agrohaitai.com/cdn/shop/products/bizhu-2_60x.jpg?v=1609349354,,"
                      
                        Round zucchini. Early maturity, 45~50 days after sowing. The fruits are beautiful globe-shaped, in shiny dark green color. High yielding.
Avg. 3,400 seeds/lb, 200 seeds/oz. Packet: 20 seeds.
                      
                    "
Green Pak Choy Seeds,#PG1498-Qing Sho F1,,//agrohaitai.com/cdn/shop/products/DSC_0237-qingsho-S46D-GH_60x.jpg?v=1586785807,"
                      
                        This variety boasts vibrant, shiny green stalks.
Ready for harvest in 30 to 35 days for Shanghai Miao (Shanghai Miu) and 35 to 40 days for Shanghai Pak Choy. Stands 13 to 20 cm (5 to 8 inches) tall with a beautiful shape, featuring dark leaves and wide, thick bright green petioles. Exhibits tolerance to both cold and heat and shows resistance to diseases. Ideal for sowing in late spring, summer, and fall seasons. Excellent choice for both Shanghai Miao and Shanghai Pak Choy varieties.
Avg. 167,000 seeds/lb, 11,000 seeds/oz. Packet: 1g, approx. 300 seeds.
                      
                    "
Radish Seeds,#RA1504-Mino Early Long White,//agrohaitai.com/cdn/shop/products/minoearlylongwhite_60x.jpg?v=1586798358,,"
                      
                        An open-pollinated daikon radish variety. 50~60 days after transplanting. The white roots are 14~18 inches long. Late pithiness, Tolerant to DM, Black Rot, and TuMV. Good for sowing in the fall season.
Treated seeds.
Avg. 16,000 seeds/lb, 1,000 seeds/oz. Packet: 2g, approx. 70 seeds.
                      
                    "
Green Pak Choy Seeds,#PG1622-Chun Wang F1,,//agrohaitai.com/cdn/shop/files/IMG_6303-shanghai_bok_choi_chun_wang_60x.jpg?v=1701108755,"
                      
                        Large size. 45~50 days. This is an extra slow-bolting hybrid. Upright. Dark green leaves with long, fat, and green petioles. Disease resistant. Good for sowing in spring, summer, and fall.
Chun Wang F1 appears similar to Chun Mei in plant shape, but a little taller, darker and slower to bolt compared with Chun Mei.
Treated seeds.
Avg. 159,000 seeds/lb, 9,800 seeds/oz. Packet: 1g, approx. 300 seeds.
                      
                    "
Basil Seeds,#BA1085-Purple Basil,,//agrohaitai.com/cdn/shop/products/PurpleBasil_60x.jpg?v=1629482281,"
                      
                        Plants grow up to 60 cm high. Attractive and aromatic, with light pink flowers. Good for ornamental and cooking purposes. It can be used for sprouts and microgreens.
Avg. 316,000 seeds/lb, 19,000 seeds/oz. Packet: 1g, approx. 600 seeds.
                      
                    "
Turnip Seeds,#TU1653-Aishinku Impr. F1,//agrohaitai.com/cdn/shop/products/Japanese_turnip_Aishinku_improved_60x.jpg?v=1645131654,,"
                      
                        35~45 days. This is an outstanding red turnip variety with great flesh texture. Vigorous growing. The plant can grow to 24 inches high. Very uniform in growth and root shape.  
Both the root and the greens (turnip greens) are edible. The greens have a similar taste to spinach or mustard greens.
The flesh of a turnip is crisp, tender, and slightly sweet when young. Best to harvest when the roots are 5 inches. Suitable for sowing in spring and fall seasons.
Avg. 112,500 seeds/lb, 7,000 seeds/oz. Packet: 1g, approx. 200 seeds.
                      
                    "
Edible Amaranth Seeds,#AM1697-Red Ocean,,//agrohaitai.com/cdn/shop/files/IMG_0020-amaranth_red_ocean_7cc2ba9c-cf3a-441a-ba0e-06604634844d_60x.jpg?v=1703015208,"
                      
                        35~40 days after sowing. Upright plant with rose-red leaves. Maintain red after cooking, making it a delightful addition to soups. Vigorous growing and productive.
Avg. 667,000 seeds/lb, 41,000 seeds/oz. Packet: 1g, approx. 1400 seeds.
                      
                    "
Hot Pepper Seeds,#PP1172-XG Hot F1,,//agrohaitai.com/cdn/shop/products/DSC_1873-1-XGhot_60x.jpg?v=1629404392,"
                      
                        Early maturity. Jalapeno type. Very Hot. Average fruit size 4"" x 1.5"", 1.6 oz in weight.
Jalapeno is a type of chili pepper that is commonly used in cooking, particularly in Mexican and Tex-Mex cuisine, such as salsas, nachos, tacos, burritos, etc. It‘s known for its distinctive bright green color when ripe, although it can also turn red as it matures.
M=1000 seeds, Packet: 25 seeds
Germination rate: Approx. 84%
This variety is currently unavailable to customers in the USA. 
                      
                    "
Oriental Melon Seeds,#ML1517-Bai Mibao #2 F1,,//agrohaitai.com/cdn/shop/products/BaiMibao_2_60x.jpg?v=1629388914,"
                      
                        Chinese melon, thin-walled type. Early Maturity. 70~75 days after transplanting. Beautiful pear-shaped, white skin when mature. Average 1 LB, white flesh, sweet, aromatic and central Brix up to 16%. Fruits set lateral. Easy fruit setting. Resistant to Powdery mildew and is high yielding.
M=1000 seeds,  Packet: 10 seeds
                      
                    "
Choy Sum Seeds,#YC1292-Elite 70 Days,//agrohaitai.com/cdn/shop/products/Elite70-050905-11-1-1_60x.jpg?v=1586564852,,"
                      
                        Medium maturity. 30~35 days. Dark green leaves. Tolerant to heat, suitable for summer and fall seasons.
Avg. 260,000 seeds/lb, 16,000 seeds/oz. Packet: 2g, approx. 1,000 seeds.
                      
                    "
Bitter Gourd Seeds,#BM1637-White Apple F1,,//agrohaitai.com/cdn/shop/products/IMG_0005-white_apple_bitter_melon_60x.jpg?v=1661093856,"
                      
                        Early maturity. Apple-shaped fruits are avg. 1lb. In white color. Vigorous growing and high yielding.Avg. 160 g/1000 seeds. Packet: 5 seeds
 
Seeding Instructions: 
For best germination, pre-soak the seeds in hot water at 45°C~ 55°C for 20 minutes, then soak them in warm water at 30°C for 24 hours. Optimum germination temperature: 30-32°C. Seeds should germinate between 7-14 days.
Plant the soaked seeds directly in the well-drained soil to prevent rot and mildew. Transplanting out after frost danger when soil is warm.
                      
                    "
Choy Sum Seeds,#YC1703-Bravo Early F1,,//agrohaitai.com/cdn/shop/products/IMG_1527-choy_sum_miu_bravo_early_hybrid_a44353e6-505f-430f-99fc-4283813d2110_60x.jpg?v=1679932214,"
                      
                        Early-maturity hybrid Yu Choy Miu. 25~28 days after sowing. Oval/round leaves in bright dark green color. Thick and short stem in green color. Uniform and high yielding. Tolerant to DM. Good for sowing in the summer and fall seasons. An excellent variety for Baby Yu Choy.
Avg. 175,000 seeds/lb, 10,500 seeds/oz. Packet: 2g, approx. 700 seeds.
                      
                    "
White Pak Choy Seeds,#PW1103-Nabai Queen F1,,//agrohaitai.com/cdn/shop/products/DSCF1160_60x.jpg?v=1611153352,"
                      
                        Baby type. 45~50 days. 4~6"". Vigorous growing and uniform. Nice shape. Deep green leaves with pure white, fat petioles. Heat-tolerant. Slower bolting than New Nabai. It can be planted in late spring, summer, and fall.
Avg. 151,000 seeds/lb, 11,200 seeds/oz. Packet: 1g, approx. 400 seeds.
                      
                    "
Yard Long Bean Seeds,#BL1677-Qing #1 F1,,//agrohaitai.com/cdn/shop/products/BLl1677-Qing_1-2_60x.jpg?v=1677096979,"
                      
                        Medium maturity, 85~90 days. Dark green pod, 18~22”.Thick-skinned, very slow fiber development. Tender and delicious.
Avg. 3,100 seeds/lb, 200 seeds/oz. Packet: 25 seeds.
                      
                    "
Squash and Pumpkin Seeds,#SW1629-Wan Fu F1,,//agrohaitai.com/cdn/shop/products/IMG_5040-asian_pumpkin_squash_wan_fu_immature_60x.jpg?v=1634855300,"
                      
                        Asian pumpkin squash. Immature tender fruits are harvested as summer squash. Mature fruits are harvested as winter squash. The yellow/orange flesh is tasty, sticky and sweet. 10~13 LBs. Early fruit setting. High yield.
Avg. 3500 seeds/lb, 200 seeds/oz. Packet: 10 seeds.
                      
                    "
Spinach Seeds,#SP1735-Imperial Star F1,,//agrohaitai.com/cdn/shop/files/IMG_3143-spinach_imperial_star_60x.jpg?v=1703859804,"
                      
                        Early maturity Asian type spinach. 30~40 days after sowing.Pointed leaves in dark green color. Upright plant with strong sturdy petioles. Tolerant to cold and fast growing. Resistant to DM race 1~7, 9, 11, 13, 16. Suitable for fall season planting.
LB=43000 seeds. M=1000 seeds. Packet: 250 seeds.
                      
                    "
Eggplant Seeds,#EP1459-Orient Violet F1,,//agrohaitai.com/cdn/shop/products/DSC_0216-orientviolet_60x.jpg?v=1586739813,"
                      
                        Extra early maturity, 45 days after transplanting. Oval shape, in shiny purple red color. Purple calyx.  Can be harvested in different size, from 100 grams up to 300 grams. Tolerant to heat and cold. Tolerant to Bacterial Wilt and Verticillium Wilt. Prolific.
Avg. 112,000 seeds/lb, 7,000 seeds/oz. Packet: 50 seeds.

                      
                    "
Cabbage Seeds,#CA1425-Ruby Ball F1,,//agrohaitai.com/cdn/shop/products/DSC_5051_60x.jpg?v=1705701255,"
                      
                        65~75 days from transplanting. Roundheads in purple-red color. Avg 3~4 Lbs. Tolerant to Black Rot and Soft Rot. Crispy and tastes sweet.
Avg. 141,000 seeds/lb, 8,800 seeds/oz. Packet: 100 seeds.
The germination rate is approx. 87%.
                      
                    "
Radish Seeds,#RA1675-Mini Daikon Purple F1,,//agrohaitai.com/cdn/shop/products/purple_radish_daikon_purple2_60x.jpg?v=1673029588,"
                      
                        40~50 days. Short-cylindrical roots with purple skin and pale purple or white flesh with purple streaks. The root is approx. 5~7” long. The crunchy flesh has a sweet and mildly spicy flavor. Good to eat raw and excellent for salad. Suitable for sowing in summer and fall seasons.
Avg. 41,000 seeds/lb, 2,500 seeds/oz. Packet: 2g, approx. 170 seeds.
                      
                    "
Oriental Pickling Melon Seeds,#MP1662-Bai Gua No.1,//agrohaitai.com/cdn/shop/products/IMG_3512-pickling_melon_bai_gua_1_60x.jpg?v=1678289708,,"
                      
                        70 days from sowing. The fruit is oblong-shaped with greenish-white strips. Approx. 14~16” long. Vigorous growth. Disease resistant. 
Bai Gua is prized for its crisp texture and refreshing taste, which makes it a popular ingredient in salads, soups, and stir-fries. It is also commonly pickled and used as a condiment or side dish in Chinese, Korean, and Japanese cuisine.
Avg. 32,000 seeds/lb, 2,000 seeds/oz. Packet: 20 seeds.

                      
                    "
Turnip Seeds,#TU1650-CR Hakuten F1,//agrohaitai.com/cdn/shop/products/japanese_turnip_cr_hakuten_hybrid_60x.jpg?v=1645129241,,"
                      
                        40~45 days. It is a disease-resistant variety with strong resistance to Clubroot. The plant is upright with more leaves. The globe-shaped roots are glossy pure white and uniform. The flesh is firm, tender, and sweet with great taste. Excellent for salad. It is tolerant to cold and heat with wide adaptability.
Best to harvest when the roots are 4 inches. It is a good variety for turnip greens. Slow to bolt. Good for sowing in the spring, summer, and fall seasons.
Avg. 269,000  seeds/lb, 16,000 seeds/oz. Packet: 1g, approx. 550 seeds.
                      
                    "
Eggplant Seeds,"#EP1674-Purple Egg, Improved F1",,//agrohaitai.com/cdn/shop/products/IMG_3865-indian_brinjal_purple_egg_improved_60x.jpg?v=1672677703,"
                      
                        Indian mini eggplant ( brinjal ). Early maturity. 55 days after transplanting. Oval shape, in shiny purple color, with green calyx. Avg. 50~60g. Fruits bearing in clusters. It is darker and more productive than Purple Egg F1.
Treated Seed.
Avg. 92,000 seeds/lb, 5,600 seeds/oz. Packet: 50 seeds. 
                      
                    "
Green Pak Choy Seeds,#PG1262-Hwa Kwan F1,,//agrohaitai.com/cdn/shop/products/DSC_0678-hwakwan_60x.jpg?v=1586616838,"
                      
                        Medium size. 35~40 days. Short, fat petioles, compact and beautiful shape with dark green leaves. Heat tolerant.  It can be used for Baby Shanghai Pak Choy (Shanghai Miao). and Shanghai Pak Choy.  Good for planting in summer and fall. Can be planted year-round in tropical and subtropical regions.
Avg. 177,000 seeds/lb, 11,000 seeds/oz. Packet: 1g, approx. 350 seeds.
                      
                    "
Hot Pepper Seeds,#PP1719-La Mei Zi F1,,//agrohaitai.com/cdn/shop/files/IMG_1318-chinese_long_hot_pepper_lameizi_60x.jpg?v=1706826168,"
                      
                        Chinese long cayenne chili. Early maturity, 60~65 days after transplanting. Shiny dark green color, with fine wrinkled skin, the fruits are super long, very hot, and aromatic, with average size 10~12” x 1/2”. Disease resistant and productive.
M=1000 seeds. Packet: 25 seeds.
This variety is currently unavailable to customers in the USA. 
                      
                    "
Choy Sum Seeds,#YC1484-Green 80D-2,//agrohaitai.com/cdn/shop/products/chinese_choy_sum_green_80_d-2_60x.jpg?v=1619139782,,"
                      
                        Medium to late maturity, 30~35 days. Oval/round leaves in bright dark green color. Thick stem in green color. Cold and heat tolerant, slow bolting.  Tolerant to DM. Can be sowed in the spring, summer, and fall seasons.
Avg. 226,000 seeds/lb, 14,000 seeds/oz. Packet: 2g, approx. 1000 seeds.
                      
                    "
Chinese Cabbage Seeds,#CC1546-China King F1,,//agrohaitai.com/cdn/shop/products/CC1546-china_king_60x.jpg?v=1673469248,"
                      
                        It is a miniature ( Wa Wa Tsai ) Chinese cabbage. Early maturity, 55 days after transplanting. Excellent barrel-shaped heads are compact and uniform. Dark green outer leaves. Yellow internal color, good texture. Slow bolting. Resistant to tipburn. Can be sowed in late spring, summer and fall.
M=1000 seeds, Packet: 100 seeds.
                      
                    "
Radish Seeds,#RA1651-Hong Yan F1,,//agrohaitai.com/cdn/shop/files/IMG_1295-Chinese_radish_Hongyan_60x.jpg?v=1695243147,"
                      
                        45~50 days. Short-cylindrical shape with bright red skin. The white flesh is crispy and sweet. Tolerant to split. Suitable for planting in summer and fall seasons.
Avg. 40,000 seeds/lb, 2,400 seeds/oz. Packet: 2g, approx. 170 seeds.
                      
                    "
Cabbage Seeds,#CA1057-Imperial Jade F1,,//agrohaitai.com/cdn/shop/products/ImperialJade-4_60x.jpg?v=1586437975,"
                      
                        Flat type. 70~75 days from transplanting. Uniform and compact. Flathead, excellent shape, 5~6 Lbs. High resistance to YR and intermediate resistance to BR. Tolerant to heat, cold, and bursting. Good for planting in the spring and fall seasons.
Treated seeds.
Avg. 104,000 seeds/lb, 6,500 seeds/oz. Packet: 100 seeds.
                      
                    "
Squash and Pumpkin Seeds,#SW1216-Asia Star F1,,//agrohaitai.com/cdn/shop/products/IMG_9514-asian_pumpkin_squash_asia_star_60x.jpg?v=1633103607,"
                      
                        Asian pumpkin. The fruit is flat shape, 8~10” in diameter, 6~10 LBs. When fully mature, the flesh is sticky and sweet, and the color is changed from yellow to orange. Tolerant to downy mildew and powdery mildew.
Avg. 4,300 seeds/lb, 260 seeds/oz. Packet: 10 seeds, approx.  0.7g.
                      
                    "
Cabbage Seeds,#CA1690-Tokyo Early F1,,//agrohaitai.com/cdn/shop/products/IMG_3787-cabbage_tokyo_early_hybrid_60x.jpg?v=1668117061,"
                      
                        This variety can be harvested in 55-60 days after transplanting. The heads are round, uniform, and 2-3 pounds. It's crispy and sweet, making it ideal for salads or stir-frying. It holds well in the field and is slow to crack. Resistant to diseases.
Avg. 113,000 seeds/lb, 7,000 seeds/oz. Packet: 100 seeds.
                      
                    "
Oriental Melon Seeds,#ML1558-Hami Gold F1,//agrohaitai.com/cdn/shop/products/DSC_0871-hamigold_60x.jpg?v=1587052368,,"
                      
                        90~100 days. Oblong fruit. Yellow fine-netted skin when ripen. 5~6LBs. Orange flesh is crispy and sweet. Brix 14~16%. Vigorous growing. Disease resistant.
M=1000 seeds, Packet: 10 seeds
                      
                    "
