Title,Description,URL
Golden Sweet Snow Pea,"Plant Breeder John Navazio and his colleagues developed this variety from one of Chinese origin. It dwells below the soil with the Fucanglong Dragon, the dragon of the underworld and hidden treasures, an apt companion for this carrot, as its purple skin hides a bright orange and gold interior with a terrific, sweet-and-carroty flavor. Delight in the aesthetics of this variety, and rejoice in the work of small-scale and public-interest plant breeders: the true hidden treasures of organic agriculture.
",https://hudsonvalleyseed.com/cdn/shop/products/Golden-Sweet-Snow-Pea-vendor-unknown-1630681140.jpg?v=1630681154
Green Sprouting Calabrese Broccoli,"Although it sounds frightening, there is nothing scaly, ferocious, or fire-breathing about this bean. The dragon has been tamed. The purple-streaked pods are tender, buttery, and smooth, with a palate-friendly flavor. It just looks ferocious, with its mottled exterior and its intimidating abundance. But, like all sheepish dragons, this one just wants to be accepted and loved. That's not hard to do: the flavor and beauty of this variety are as easy to adore as a sloppy friendly dragon lick.",https://hudsonvalleyseed.com/cdn/shop/products/GreenSproutingCalabreseBroccoli_8.jpg?v=1671040207
Green Wave Mustard,These bush habit plants produce stringless purple-striped wax beans that are delicious for fresh eating and make great dry beans for soup.,https://hudsonvalleyseed.com/cdn/shop/products/IMG_0459_1.jpg?v=1651004596
Hon Tsai Tai,This beet delivers ample-sized swollen roots early in the season. Its foliage is upright and well-sized and can be used for greens (their taste is similar to chard).,https://hudsonvalleyseed.com/cdn/shop/products/Hon-Tsai-Tai-vendor-unknown-1630676680.jpg?v=1630676687
Italienischer Lettuce,"Easter egg radishes grow quickly and soundly into slightly larger-than-average roots that take on pastel hues: pinks, purples, and whites. Their texture is crisp-juicy and they hold well without getting ""empty spots"" within. Does especially well in the fall, when the roots can get positively enormous and still taste great!",https://hudsonvalleyseed.com/cdn/shop/products/Italienischer-Lettuce-vendor-unknown-1630675796.jpg?v=1630675796
Ithaca Lettuce,"A patch of this scallion is a long-time garden friend. In mid-winter, scallions are happy to get a jump start indoors; they can be transplanted anytime the ground can be worked; they multiply by division naturally if left unharvested; and they overwinter with no special care, emerging powerfully after the ground thaws, their deep green spears a reassuring sign of spring. Not actually a young bunching onion but a member of a separate, non-bulbing species, Evergreen Scallion is versatile, easy-to-grow, and delicious. Chopped and sprinkled on nearly any prepared dish, they make all flavors pop. In short: starting a scallion bed (or container garden) is a journey worth taking.",//shop.hudsonvalleyseed.com/cdn/shop/products/Ithaca-Lettuce-vendor-unknown-1630675801_540x540.jpg?v=1630675807
Joker Lettuce,"Garden Pack: 1/2 pound, sows roughly 75 square feet

Homestead Pack: 1 pound, sows roughly 125-200 square feet

Farm Pack: 5 pounds, sows roughly 1,000 square feet",https://hudsonvalleyseed.com/cdn/shop/products/Joker-Lettuce-vendor-unknown-1630680401.jpg?v=1630680402
Kailaan,This seed product is not included in our free shipping offer.,https://hudsonvalleyseed.com/cdn/shop/products/8B30F577-376E-4578-A0EA-A0DD4D1A54CC_2.jpg?v=1670856716
Kaleidoscope Carrots,"Pop stars are constantly reinventing themselves with the help of stylists, publicists, and designers. The same holds true for lettuce. Breeders are perpetually looking to come up with new colors, patterns, textures, and shapes. This emerald green lettuce, sporting a bold contrasting maroon pattern, rules the dirt runway, stopping all of our farm visitors in their tracks.",https://hudsonvalleyseed.com/cdn/shop/products/Kaleidoscope-Carrots-vendor-unknown-1630674954_63cb45f8-0801-4b2d-a5d8-e69156588846.jpg?v=1668047347
Kars Egg Squash,"Brighten up your breakfast plate with this crisp and slightly spicy radish. Elongated and cylindrical, bi-colored red and white, with nice crunchy flesh and decent bolt resistance. While some radish varieties might be sensitive to crowding or otherwise temperamental, French Breakfast is extremely reliable, with nearly every plant in the row producing useful, well-sized roots.",https://hudsonvalleyseed.com/cdn/shop/products/Kars-Egg-Squash-vendor-unknown-1630682746.jpg?v=1630682763
Magenta Lettuce," It’s easy to see why this old 1800s heirloom has been around for so long. A smaller and sturdier variety compared to other collards we've tried, the plant is both vigorous and productive, making it an an excellent choice for small spaces. The tender, blue-green leaves hold up well when when sautéed or stewed. Heat and frost tolerant and slow to bolt.",https://hudsonvalleyseed.com/cdn/shop/products/Magenta-Lettuce-vendor-unknown-1630675916.jpg?v=1630675919
Maxibel Bush Haricot Vert,"There's no need to panic as these radishes size up: they remain juicy, mild-flavored, and crisp up to about baseball size. Harvest at your own convenience. Delicious raw or roasted. Like all radishes, their flavor is sweetest in spring or fall.",https://hudsonvalleyseed.com/cdn/shop/products/Maxibel-Haricot-Vert-vendor-unknown-1630681085.jpg?v=1630681088
Menuette Parsley,"The most popular herb in the Western world, parsley has a bright, unmistakable tang that unites and amplifies the flavors of any dish. Of Mediterranean origin, it is now grown nearly everywhere. In temperate climates it is biennial; with the protection of a cold frame or snow cover, it comes back each spring and can be harvested for about a month before it goes to seed. This large-leaved, heavy-yielding variety is wonderful in gremolata: chop finely, then mix with lemon zest, garlic, and olive oil; salt to taste.",https://hudsonvalleyseed.com/cdn/shop/files/IMG_1469.jpg?v=1702420800
Menuette Parsley Seedlings,"This variety produces big, flat, leaves on robust plants; a true giant!",https://hudsonvalleyseed.com/cdn/shop/files/IMG_1469_1955b0db-9b0d-48a4-86e4-f69577520a45.jpg?v=1710251079
Merlot Lettuce,"Golden Crookneck is the staple of the summer squash universe. It yields small squashes for weeks as long as you keep harvesting them when young. Each little fruit has a delightful little curve to its skinny neck, followed by a swollen body. Tasty and versatile in the kitchen, these squash become a bit less pleasant after reaching 6-8 inches in length; by 10-12 inches they should be quickly removed and composted.",https://hudsonvalleyseed.com/cdn/shop/products/IMG_3830.jpg?v=1672253732
Mesclun Mix,"Wins the Golden Globe for Best All-Around Turnip. Alright, maybe they don't really give Golden Globes to vegetables, but this one would win if they did. It shines for its tastiness, its quickness, and its fine texture even when harvested a little bigger than it ought to be. Don't think you like turnips? Try this: harvest young, slice, sauté with garlic, toss with soy sauce and quickly steam the turnip greens on top. Yum!",https://hudsonvalleyseed.com/cdn/shop/products/Mesclun-Mix-vendor-unknown-1630675966.jpg?v=1630675980
Metta Lettuce Mix,"Tired of having trouble finding snow peas among the green vines? Try Golden Sweet! An unusual yellow snow pea with very pretty vibrant purple flowers, yellow stems and tendrils, and green leaves. The flat, pale, lemon colored pods are great raw or in stir-fries. Best picked when about 3"" in length.",https://hudsonvalleyseed.com/cdn/shop/products/Metta-Lettuce-Mix-vendor-unknown-1630679725.jpg?v=1630679738
Minowase Daikon Radish,This is the largest heading and most standardized of the broccoli plants we offer. The central five-inch floret has good density and most of the plants will be ready for harvest at about the same time.,https://hudsonvalleyseed.com/cdn/shop/products/Minowase-Daikon-Radish-vendor-unknown-1630676841.jpg?v=1630676844
Misato Rose Fall Radish,"This frilly green mustard is a must for those with a pungent loving palette. Grow as a baby leaf to add kick to salads, or let grow to full size for fuller, thicker leaves. Mustard is a standard addition to braising greens mixes, but can also be enjoyed on its own with garlic, chili flakes, sesame oil and plenty of salt and freshly cracked pepper. Be sure to sow some for a fall harvest. Green Wave is hearty and incredible after the first fall frost.",https://hudsonvalleyseed.com/cdn/shop/products/Misato-Rose-Fall-Radish-vendor-unknown-1630679840.jpg?v=1630679842
Mizuna,"Green leaves and purple stems give way to tender, plum-hued flower stalks with a refreshing and mild mustardy flavor. Harvest just as buds begin to open by cutting or snapping the stems. Use like raab: sauté the stems, leaves, and florets and flavor lightly. Don't be shy about harvesting early; allowed to over-mature and the stems may become too fibrous. Succession sow for multiple crops.",https://hudsonvalleyseed.com/cdn/shop/products/IMG_9278.jpg?v=1651005207
Mizuna Red Streaks Mustard,"So many of our favorite garden varieties are named after other nations: Polish tomatoes, Hungarian peppers, watermelons from Saskatchewan. When we talk about locally-grown food, we must remember that most seed has traveled thousands of miles and back again before landing in our gardens. The name of this exquisite lettuce, which is huge, sweet, and slow to bolt, means ""Italian"" in German: proof that gardens everywhere are cosmopolitan gathering spots of plants from around the globe.",https://hudsonvalleyseed.com/cdn/shop/products/Mizuna-Red-Streaks-Mustard-vendor-unknown-1630676675.jpg?v=1630676679
Moss Curled Parsley,"Italienischer boasts stellar performance, great flavor, and huge proportions. This is our favorite ""thin and eat"" variety: the heads get so large that we harvest every other when they are spaced 10"" apart to let the remaining ones reach their pull potential.",https://hudsonvalleyseed.com/cdn/shop/products/Moss-Curled-Parsley-vendor-unknown-1630679394.jpg?v=1630679395
Norabouna,"Open-pollinated, ball-head iceberg-type lettuce with good heat resistance, developed at Cornell University. Excellent yields of medium dark green leaves.",https://hudsonvalleyseed.com/cdn/shop/files/image_6487327.jpg?v=1702421403
Novantina Broccoli Raab,"Are plant breeders fools or oracles, magicians or scientists? In the case of Frank Morton, all of the above. Frank is like an entire tarot deck of auspices balancing the known and unknown with the energies of the plants. With each cross, a myriad of possible futures unfolds. Sometimes Frank plays the Joker or the Fool. An uncomfortable place for many, but the perfect milieu for a plant breeder. Out of his deck of traits, he created this entertaining lettuce, destined to become an heirloom of the future.",https://hudsonvalleyseed.com/cdn/shop/products/Novantina-Broccoli-Raab-vendor-unknown-1630680599.jpg?v=1630680602
Nozaki Chinese Cabbage,"This highly adaptable variety will perform well in all growing seasons and has excellent heat and cold resistance. It forms a tight, savoyed head with bold red and pink splashes of color, and is firm and crisp in texture. Harvest from baby-leaf size until the heads are fully mature, at which point they will have a crunchy, sweet core.",https://hudsonvalleyseed.com/cdn/shop/products/Nozaki-Chinese-Cabbage-vendor-unknown-1630679741.jpg?v=1630679743
Oka Hijiki Mustard," Also known as Chinese kale, Chinese broccoli, or gai lan. A popular Chinese vegetable with tender, sweet stems, leaves, and florets. The florets can be used like broccoli, broccolini, or raab, but the juicy stems will surprise you with their sweet snappiness! The plant is slow to bolt and resists turning fibrous in the heat. And don’t be shy about harvesting from the multitudes of shoots: the more you cut, the more you get! Kailaan is one of our new faves–truly delicious and easy to grow!",https://hudsonvalleyseed.com/cdn/shop/products/45B287AC-91A1-4319-9A03-E0C6BAA58636.jpg?v=1671587940
Organic Microgreens: Amaranth,"Trying to trace the origins of the modern orange carrot is like looking through a kaleidoscope. Shapes and colors reflect and refract, and the more time you spend looking, the more they change. The carrot's geo-genetic story starts with a white and wild bitter root, touched by the sweet yellow sun of the Middle East, growing under purple mountains and bright vermillion sunsets, its seeds passed by thousands of hands of many hues. This prismatic mix reflects the colorful evolution of the carrot.",https://hudsonvalleyseed.com/cdn/shop/files/PXL_20231108_132212989.jpg?v=1699978530
Organic Microgreens: Arugula,"Fool your friends with an amazing egg lookalike that's really a delicious squash! From the Kars region of Northern Turkey, this entirely vegan, mild-tasting squash should be harvested young: anywhere from the size of a robin's egg to a duck's egg. Modest in size, it can be grown in a larger container or on a trellis. Succession sow as you would zucchini to eat these scrumptious squash eggs all season. Introduced to us by Dr. Mehmet Oztan of Two Seeds in a Pod.",https://hudsonvalleyseed.com/cdn/shop/files/PXL_20231109_144911574.jpg?v=1699979129
Organic Microgreens: Broccoli Raab,"This lovely lettuce is a delightful main ingredient in summer salads. It is red-tinged, with frilly outer leaves and a dense, succulent, ribbed inner core. Holds well in the field in summer heat, resisting turning bitter and bolting better than most varieties.",https://hudsonvalleyseed.com/cdn/shop/files/1000001510.jpg?v=1702677242
Organic Microgreens: Kale,"The classic French-style filet bush bean. These beans stay thin and tender and are of exceptional eating quality, even as they grow quite long. Beloved and coveted by chefs, gourmands, and home gardeners with excellent taste. ",https://hudsonvalleyseed.com/cdn/shop/files/PXL_20231108_131836584.jpg?v=1699979726
Organic Microgreens: Lettuce,"Menuette Parsley is fun to eat: it delivers the mouth feel of dill with the flavor of parsley. Finely chopped, it is confetti-like and makes an excellent addition to both fresh and cooked dishes. Menuette is a strong performer in the field and garden, demanding little in the way of special care while churning out big shaggy piles of fresh crisp-yet-soft leaves. Every parsley has a purpose (those in search of a new life motto, take note!), and this one does especially well in salads, where its fine leaves cling to larger greens and other vegetables, imparting that ""everything's better with parsley on top"" quality evenly throughout the bowl.",https://hudsonvalleyseed.com/cdn/shop/files/PXL_20231109_144805810.jpg?v=1699980079
Organic Microgreens: Mustard,"Menuette Parsley is fun to eat: it delivers the mouth feel of dill with the flavor of parsley. Finely chopped, it is confetti-like and makes an excellent addition to both fresh and cooked dishes. Menuette is a strong performer in the field and garden, demanding little in the way of special care while churning out big shaggy piles of fresh crisp-yet-soft leaves. Every parsley has a purpose (those in search of a new life motto, take note!), and this one does especially well in salads, where its fine leaves cling to larger greens and other vegetables, imparting that ""everything's better with parsley on top"" quality evenly throughout the bowl.",https://hudsonvalleyseed.com/cdn/shop/files/MustardMicrogreens_1.png?v=1704305305
Organic Microgreens: Radish,"Looking for that perfect lettuce to complement a rich autumn feast? In Merlot, you'll find deep garnet hues with a brilliant sparkle. The rich, earthy flavor belies a distinct nose of black cherry with herbaceous undertones. Fresh and full-bodied and cloaked in a subtle, ruffled velvet robe, Merlot's mouth feel delights. It is well structured, supple, and smooth. A deep purple beauty, this recent vintage is sure to please the whole table. (Note: unlike other merlots, this one does not improve with age; harvest young!)",https://hudsonvalleyseed.com/cdn/shop/files/PXL_20231108_131429371.jpg?v=1699980488
Organic Microgreens: Shiso,"A good mesclun mix makes for a fun and lively salad: sweet baby lettuce flavors mingle with spicy young mustards, aromatic herbs, and crunchy-textured greens such as Red Oakleaf Lettuce, Green Salad Bowl Lettuce, Lollo Rossa Darkness Lettuce, Buttercrunch Bibb Lettuce, Arugula, Mizuna, Tatsoi, Red Russian Kale, and Red Mustard. This diverse and flavorful mix mix will certainly delight the salad connoisseur! Can be cut and allowed to regrow up to 3 times, allow 1-2 weeks of growth between cuttings.",https://hudsonvalleyseed.com/cdn/shop/files/PXL_20231208_212319655.MP_1.jpg?v=1702676056
Parisian Carrot,"In the Pali language of ancient Buddhism, ""Metta"" is the word for loving-kindness, the attribute of benevolence and good will felt toward others. In our neck of the woods, Metta evokes the name of our road and the nearby hamlet: Mettacahonts, a word likely of Mahican origin that means ""tree-shaded creek."" So, we named this lovely lettuce mix Metta to express our love for it, to embody the good will of sharing seeds, and to help our customers feel connected to our little seed farm in this beautiful corner of the world.",https://hudsonvalleyseed.com/cdn/shop/products/Parisian-Carrot-vendor-unknown-1630676054.jpg?v=1630676060
Parris Island Cos Lettuce,"Contains Flashy Butter Oak, Rouge d'Hiver, Buttercrunch Bibb, Tango, and Hyper-Red Rumpled Wave lettuces.",https://hudsonvalleyseed.com/cdn/shop/products/Parris-Island-Cos-Lettuce-vendor-unknown-1630676068.jpg?v=1673646502
Piracicaba Broccoli,"A staple of Japanese and Korean cuisine, daikon radishes are unbelievably fast-growing even in the cool, shortening days of fall and are an excellent, underappreciated root for the winter kitchen. They excel in cooked preparations, especially stir-fries and roasts, where their flesh is tender, buttery, and mild. Erin made a great ginger-and-daikon kimchi that we're all still dreaming of: we ate it like candy, straight out of the jar. They store beautifully in a root cellar or right in the fridge, and they can be harvested after the first mild frosts without much damage to the root (they will not make it through hard freezes without a decrease in quality, unfortunately). Though they can be grown in both spring and fall, they are better and more delicious as a fall crop.",https://hudsonvalleyseed.com/cdn/shop/products/Piracicaba-Broccoli-vendor-unknown-1630676489.jpg?v=1630676504
Pirat Lettuce,"Mizuna is highly versatile, performing equally well as a salad green (it can easily make up to 50% of a salad before becoming overpowering) and as a standout in cooked dishes, where it is delicious stir-fried or quick-pickled. It is fast-growing and relatively untroubled by pests, as long as it is sown after the flea beetle feasts of late spring. (For early Mizuna, consider using some row cover.)",https://hudsonvalleyseed.com/cdn/shop/products/Pirat-Lettuce-vendor-unknown-1630676581_600x600_0a8a7612-cf2c-42c0-8a70-087f89a3a7dc.jpg?v=1673646846
Prizehead Lettuce,"If a mix of beautiful baby leaves is your ideal salad, then Mizuna Red Streaks Mustard is a must have for your garden! Red Streaks has wispy, frilly, dark green leaves with burgundy streaks. Its taste is mild for a mustard. Very popular addition to gourmet salad mixes at farmers' markets. Fast-growing, and wonderful in fall, when its red highlights really shine the most.",https://hudsonvalleyseed.com/cdn/shop/products/IMG_20200618_094725.jpg?v=1673645942
Provider Bush Green Bean,"Looking closely, slowly, and quietly in this hyper-connected age, the skill of meditative observation is a lost art. But, ironically, it is a practice that can lead us into deeper connection with the world. A study of this parsley reveals it to be exceptionally curly, with fold upon fold of dense foliage that makes for deliciously textured eating. Let it connect you to memories of your favorite tabouleh, to rich vegetable stew, even to buffets adorned with parsley garnish. Every garden is a window; take the time to look.",https://hudsonvalleyseed.com/cdn/shop/products/Provider-Bush-Green-Bean-vendor-unknown-1630676116.jpg?v=1630676118
Purple Plum Radish,"Parsley is an essential kitchen herb. This uber-curly variety should be more than a garnish. It packs intense flavor within all those curls. Its upright leaves stay off the ground, making it easier and cleaner to pick.",https://hudsonvalleyseed.com/cdn/shop/products/Purple-Plum-Radish-vendor-unknown-1630681840.jpg?v=1630681846
Purple Top White Globe Turnip,"Norabouna is a land-race crop from Japan, a semi-wild member of the Brassica plant family that sends delicious shoots skyward each spring. These shoots are harvested and prepared like broccoli or kale: steamed, stir-fried, or cooked in soups. The greens can also be eaten at any time of year. The low-demand nature of this versatile crop gained it a reputation in Japan as a food that can stave off famine, but it's also just real good eats. This variety was produced in collaboration with Shumei Natural Agriculture.",https://hudsonvalleyseed.com/cdn/shop/files/4724A0FA-3322-46E0-9858-013CDC8E45E3.jpg?v=1687964877
Ragged Jack Kale (Red Russian Kale),"Larger florets than other broccoli raabs, with milder flavor, improved production and better branching.",https://hudsonvalleyseed.com/cdn/shop/products/Ragged-Jack-Kale-_Red-Russian-Kale_-vendor-unknown-1630681534.jpg?v=1685474415
Rainbow Chard,"While artist Zhong-hua Lu was growing up in China, cultural arts were condemned, but he continued to paint in secret. Because of his bravery and his teachings, the beauty of this art form lives on, as do the skills required to create it. This cabbage is the artistic creation of Steve Peters. Through Seed Revolution Now, Steve independently breeds varieties on-farm, continuing age-old traditions, teaching disappearing skills, and sharing seeds so that they can be passed on to future generations.",//shop.hudsonvalleyseed.com/cdn/shop/products/IMG_4031_540x540.jpg?v=1671641439
Rainbow Lacinato Kale,"A big bed of Chinese Cabbages in the fall means good eating for the winter months. While the cabbage heads themselves are excellent storage crops, they are also the main ingredient in one of the world's most beloved fermented foods: kimchi. Made by salting Chinese cabbage until it wilts, then fermenting for a few weeks with ginger, scallions, garlic, and hot peppers, kimchi lasts for months in the refrigerator and enlivens any winter dish. Nozaki is a hard-to-find open-pollinated variety that grows quickly into small heads with frilly outer leaves.",https://hudsonvalleyseed.com/cdn/shop/products/Rainbow-Lacinato-Kale-vendor-unknown-1630677096.jpg?v=1630677109
Really Red Deer Tongue Lettuce,"AKA Saltwort. This cool season annual is native to Japan’s salt marshes, but will thrive in a variety of soils. Traditionally used in side dishes and salads, it is mainly eaten fresh or lightly steamed. It can also be dried and rehydrated later. A member of the Amaranthaceae family, the appearance is grass-like, but the greens have a tasty, tart, and salty flavor with an underlying nuttiness. This plant does best in mild temperatures; sow in early spring or late summer.
",https://hudsonvalleyseed.com/cdn/shop/products/04CD377B-ADD8-4D75-841D-4A21D1EDB3F2.jpg?v=1673645497
Red Giant Mustard,These nutrient rich greens add a touch of spice to any meal and taste great on their own. Very fast growing. One ounce of seed will grow 10-20 batches in our windowsill microgreens trays.,https://hudsonvalleyseed.com/cdn/shop/products/Red-Giant-Mustard-vendor-unknown-1630676176.jpg?v=1630676186
Red Noodle Pole Bean,These nutrient rich greens add a touch of spice to any meal and taste great on their own. Very fast growing. One ounce of seed will grow 10-20 batches in our windowsill microgreens trays.,https://hudsonvalleyseed.com/cdn/shop/products/Red-Noodle-Bean-vendor-unknown-1630676973.jpg?v=1630676975
Red Swan Bush Bean,"Shiso is a real treat as a microgreen! Its unique, robust flavor shines through even at the sprout stage, making these microgreens an excellent addition to homemade sushi or poke bowls. Like basil, shiso prefers a warm spot for germination, so before putting these on a cool or drafty windowsill, germinate them somewhere a bit more snug. One ounce of seed will grow 10-20 batches in our windowsill microgreens trays.",//shop.hudsonvalleyseed.com/cdn/shop/products/Red-Swan-Bush-Bean-vendor-unknown-1630677636_540x540.jpg?v=1630677656
Rhubarb Chard,"Small, round carrots the size and shape of young turnips--but with full, sweet carrot crunch and flavor. These are the absolute best variety for container gardens or spots with rocky or heavy soil.",https://hudsonvalleyseed.com/cdn/shop/products/Rhubarb-Chard-vendor-unknown-1630676602.jpg?v=1630676608
Royal Oakleaf Lettuce,"Parris Island is in coastal South Carolina, in a climate that is not all that favorable for lettuce cultivation. This variety, which is named after the spot, puts up with the strains of heat and drought and not-so-perfect soils. Its upright romaine habit keeps it chugging into summer without bolting. A great choice, too, for early-summer sowings intended for baby-leaf harvest.",https://hudsonvalleyseed.com/cdn/shop/products/Royal-Oakleaf-Lettuce-vendor-unknown-1630676232.jpg?v=1630676234
Rudolf Radish,"In the steamy inlands of Brazil lies the tropical city of Piracicaba. Though not far from the urban sprawl of São Paulo, Piracicaba is surrounded by tropical farmlands. It is here that this amazing, heat-tolerant broccoli was born. While most broccolis wither in the mid-summer heat, Piracicaba thrives, sending forth shoot after shoot of sweet, large-beaded florets. Cut after cut, it just keeps on yielding. We produce this seed on our farm in New York, far from Brazil, but a happy home for this delectable crop.",https://hudsonvalleyseed.com/cdn/shop/products/Rudolf-Radish-vendor-unknown-1630681187.jpg?v=1630681190
Salad Savor Mix,"Piracicaba does not win prizes for the size of its main stalk, which is on the compact size. But it certainly takes the cake for its productivity and flavor of its florets, which it yields in great abundance all season long. Its habit is looser than regular broccoli, so much so that many people mistakenly identify it as raab or broccolini. It's sweeter than both, and freshly cut florets steam more quickly than the regular varieties, so be careful not to overcook.",https://hudsonvalleyseed.com/cdn/shop/products/Salad-Savor-Mix-vendor-unknown-1630677437.jpg?v=1630677439
Scarlet Kale,"This heirloom lettuce is still winning prizes for its curled leaves of light green with pinkish tips. It is a stand-out in the garden and on the table for the brightness of its contrasting colors, much greater than other varieties. Non-heading, despite the misleading name. Does best in cooler weather.",https://hudsonvalleyseed.com/cdn/shop/products/ScarletKale_26.jpg?v=1671640677
Scarlet Nantes Carrot,"Provider is a favorite variety of many market growers. It's big and bushy, and it cranks out firm, medium-thickness, medium-length green beans that really satisfy. Equally delicious steamed, pan-fried, or processed (makes great dilly beans), Provider will earn a place in your garden nearly every year.",https://hudsonvalleyseed.com/cdn/shop/products/Scarlet-Nantes-Carrot-vendor-unknown-1630676251.jpg?v=1630676259
Scarlet Ohno Revival Turnip,"A quick-growing, cold hardy variety for fall and winter eating. Harvest when 3-4 inches in diameter. Enjoy the tops sautéed, roots can be stored for months in proper conditions.",https://hudsonvalleyseed.com/cdn/shop/products/Scarlet-Ohno-Revival-Turnip-vendor-unknown-1630676575.jpg?v=1630676581
Scarlet Red Tatsoi,"Don't let his unkempt outfit fool you: Jack is robust, tasteful, and adds an elegant frill wherever he goes. Just like a traveling Russian peasant, Ragged Jack has many colorful stories to tell: stories of wilted kale salads, deep green sautés, and potato-kale soups. Be kind to this weary world traveler, and let him take root in your garden. He will overwinter with just a little protection and thank you with a delicious flourish of spring greens and flower buds.",https://hudsonvalleyseed.com/cdn/shop/products/425A0522-90AE-40F7-9825-8801F4398B4C.jpg?v=1643131245
Siberian Kale,"This variety's tender leaves are bluish-green framed by pinkish-red veins. It's as at-home in a decorative border as it is in a productive row. Because its leaves are flat and thin, it wilts very quickly; if cooking with thicker, curlier kale varieties, toss it in later to keep it from overcooking. 
",https://hudsonvalleyseed.com/cdn/shop/products/Siberian-Kale-vendor-unknown-1630676266.jpg?v=1630676268
Silverado Chard,This variety is also known as Red Russian Kale.,//shop.hudsonvalleyseed.com/cdn/shop/products/IMG_4050_540x540.jpg?v=1671043855
Spotted Trout Lettuce,"What's at the end of the rainbow? For gardeners, it's a bountiful harvest; for cooks, it's a delicious meal; for artists it's a colorful plate. This multi-colored Swiss Chard mix satisfies everyone's end-of-the-rainbow wishes, with succulent-stemmed leaves in shades of red, yellow, orange, and cream. Grow this chard and you'll see: a good garden is more valuable than a pot of gold.",https://hudsonvalleyseed.com/cdn/shop/products/015_2_1_867e6c41-d465-4774-a00d-f4e5514de6a6.jpg?v=1673646354
Sugar Daddy Snap Pea,"Consider planting in a spot where its ornamental value can be appreciated. It's easy to grow and tends to perform quite well even when slightly neglected. One of the tastiest ways to prepare chard is to heat some oil over low heat in a tall pan, toss in some sesame seeds until toasted, then add a heap of chard until it wilts. Add soy sauce and a little sweetener: so good!",//shop.hudsonvalleyseed.com/cdn/shop/products/Sugar-Daddy-Snap-Pea-vendor-unknown-1630676594_540x540.jpg?v=1630676601
Sugar Magnolia Snap Pea,"THE STORY: A cross by breeder Frank Morton between the extremely cold hardy Redbor and Lacinato. The majority of the plants have a deep green, crinkled Lacinato-type leaf with a bright purple stem and slight ruffling along the edges. There is a bit of variation from this, some plants are more ruffled than others, resembling the Redbor parentage, others a bit more green, resembling Lacinato closely. When left outdoors once winter hits, about 40% of mature plants turn a deep purple, almost black, as pictured in the slideshow. Plant this variety if you prefer the Lacinato type kales, but want something a bit more cold hardy.",https://hudsonvalleyseed.com/cdn/shop/products/Sugar-Magnolia-Snap-Pea-vendor-unknown-1630680941.jpg?v=1630680942
Sugar Snap Pea,USE: The flavor of this kale is sweet and the texture substantial but not too rough. A great kale for steaming and sauteing. The color and flavor mixes nicely with other cold-hardy greens.,https://hudsonvalleyseed.com/cdn/shop/products/Sugar-Snap-Pea-vendor-unknown-1630676301.jpg?v=1630676306
Tall Telephone Shelling Pea,"Another standout from Wild Garden Seed, Really Red Deer Tongue is just what its name declares it to be. Well-shaped, deeply wine-colored leaves with great crunch and sweetness.",//shop.hudsonvalleyseed.com/cdn/shop/products/Tall-Telephone-Shelling-Pea-vendor-unknown-1630677121_540x540.jpg?v=1630677122
Tendergreen Komatsuna,"Mustards are underappreciated in the garden. This Asian variety is robust and beautiful. Its leaves are green with a deep purple hue, thin and very soft when steamed or sautéed. Its slight bite adds a pleasant tangy ring to any meal, complementing grains beautifully. Extremely easy to grow--and fast! Stays more mild flavored in cool weather; does quite well into late fall.",https://hudsonvalleyseed.com/cdn/shop/files/3B9E7BFD-820F-4EAD-8963-7E6E3F2988FE.jpg?v=1692119135
Tokyo Bekana,"Ever try making stir fried green beans just like your favorite Chinese restaurant but they don't turn out quite right? Chances are you were using Phaseolus vulgaris, the common garden bean in a preparation meant for Noodle Beans, Vigna unguiculata. This legume has long, slender pods that reach about 18"" long (Sesquipedalis means half-yard). When picked young and slender, they can be prepared into a variety of delectable stir-fried dishes. Just don't steam them! They need frying to preserve their moisture and crisp up their skin.",https://hudsonvalleyseed.com/cdn/shop/products/Tokyo-Bekana-vendor-unknown-1630676657.jpg?v=1630676668
Tom Thumb Lettuce,"Dedicated life-long bean breeder Robert Lobitz once said, ""Beans are a poor man's jewels."" You may have experienced that heart-felt sentiment when admiring a handful of beans. Look closely: each one is different, and some are reflective, colorful, fit to be set as a pendant. The dusty pink color ranges from pale rose to deep magenta, with a bit a green in the background, giving them an iridescent appearance. The plants are quite striking, having bi-colored flowers that pop over the foliage, making Red Swan a great choice for edible landscaping, as well as a unique offering at the market booth. Perhaps Lobitz bred this bean to be a jewel as elegant as a swan.",https://hudsonvalleyseed.com/cdn/shop/products/CF8D933C-CF3D-4188-815E-663B9C5114C6.jpg?v=1672255726
Tom Thumb Pea,"The flavor is deep and earthy, similar to that of a Romano type. More than just pretty, these beans have an added value that no gemstone can provide: eating them makes your heart healthy. Red Swan is a newer variety, an open-pollinated bean that was bred out of a cross between a pinto and a purple podded bean, and makes for delicious fresh eating.",https://hudsonvalleyseed.com/cdn/shop/products/Tom-Thumb-Pea-vendor-unknown-1630676986.jpg?v=1630676992
