Name,Image_URL,Description
GREEN ZEBRA,//territorialseed.com/cdn/shop/products/TM953_450x.jpg?v=1597273019,"75-80 days. Green Zebra's sweet and zesty flavor is as appetizing as its appearance is spectacular. Always a ravishing table presentation, the 1 ½-2 ½ inch fruit have glowing green skin overlaid with olive and gold mottled streaks. Sure to impress when sliced on a plate and intermingled with orange or black-fleshed tomatoes. Indeterminate plants just keep producing these breathtaking fruit throughout the season."
HEARTBREAKERS™ DORA RED,//territorialseed.com/cdn/shop/products/TM824_450x.jpg?v=1636000362,"55 days. Adorable and prolific, Dora will win you over with sturdy, upright, very compact plants that are draped with heavy trusses of tasty tomatoes. The heart-shaped fruit line up on long bunches and turn from light green to bright red. Right at home in a 6 inch pot on your patio, balcony or best yet, for an outdoor dining table centerpiece! Determinate plants.Kitchen Counter CollectionGardening isn’t restricted to people with enough land for planting. Recently we’re seeing a huge push for breeding development in food-producing plants that will flourish in containers with minimal care. We’ve hand-selected this assortment based on flavor, yield, ease of cultivation and appearance, so our gardeners with windowsill or patio space can enjoy the rewards of growing their own food at home. Each of these varieties produces attractive plants with lots of tasty fruit. Staking is recommended."
HEIRLOOM MARRIAGE™ CHEROKEE CARBON,//territorialseed.com/cdn/shop/products/TM849_450x.jpg?v=1597272925,"75-80 days. The best of Cherokee Purple and Carbon, these beautiful beefsteaks have a dusky blush and rich, delicious flavor. The bulky, slightly squat fruit average 10-12 ounces each. Indeterminate.Heirloom Marriage™ SeriesBy crossing 2 beloved 
heirlooms together, the resulting cultivar bears the best qualities of 
both parent varieties with the added benefits of hybrid vigor, 
uniformity and yield."
HEIRLOOM MARRIAGE™ GENUWINE,//territorialseed.com/cdn/shop/products/TM850_450x.jpg?v=1597272926,"70-75 days. These luscious, ruby-red slicers are the result of a cross of Brandywine and Costoluto Genovese, two of our most delicious heirloom varieties. This fusion produces beautiful, slightly squat, globe-shaped tomatoes with the most delectable flavor. The indeterminate plants are ready to harvest two weeks before either of the parent plants.Heirloom Marriage™ SeriesBy crossing 2 beloved 
heirlooms together, the resulting cultivar bears the best qualities of 
both parent varieties with the added benefits of hybrid vigor, 
uniformity and yield."
HEIRLOOM MARRIAGE™ MARZINERA,//territorialseed.com/cdn/shop/products/TM848_450x.jpg?v=1597272923,"70-75 days. Arguably among the richest, most flavorful saucing tomatoes. The union of San Marzano and Cream Sausage produces early and continuous harvests of elongated, meaty, flavorful fruit. Loads of brilliant red, 2–3 ounce tomatoes ripen early on these indeterminate plants.Heirloom Marriage™ SeriesBy crossing 2 beloved heirlooms together, the resulting cultivar bears the best qualities of both parent varieties with the added benefits of hybrid vigor, uniformity and yield."
INDIGO™ BLUE BERRIES,//territorialseed.com/cdn/shop/products/TM978_450x.jpg?v=1597273039,"75 days. Indigo™ Blue Berries is as appealing to the palate and eye as its name implies. Indeterminate plants produce trusses of the delightfully delectable, little, 1–2 ounce, cherry tomatoes. Taste testers blissfully describe the flavor as sparkling. The green fruit quickly develop purple tops and crimson bottoms, ripening to a midnight black tone with deep, maroon-colored bottoms.Developed with traditional breeding techniques, the fruit of these unusual varieties contain high levels of anthocyanin, a naturally occurring antioxidant found in blueberries, and reported to combat disease. Anthocyanin reveals itself in the vibrant indigo pigmentation of the fruits. Each of these varieties has unique characteristics, and all are stunningly beautiful. For the best flavor and texture, harvest when the colors have deepened and the fruit is soft to the touch."
INDIGO™ CHERRY DROPS,//territorialseed.com/cdn/shop/products/TM855_450x.jpg?v=1597272929,"65 days. Perfectly packaged for healthy snacking, these single-bite cherry tomatoes are mouthwateringly delicious and loaded with the high antioxidant levels that are making the Indigo™ tomatoes famous. At 1–1 ¼ inches across, Indigo™ Cherry Drops are deep, rosy-red with a black-purple cast that is bursting with sweet flavor. The strong, indeterminate plants are non-stop, heavy producers of these tempting morsels and offer good leaf cover to protect from sun scald. PVPAF.Developed with traditional breeding techniques, the fruit of 
these unusual varieties contain high levels of anthocyanin, a naturally 
occurring antioxidant found in blueberries, and reported to combat 
disease. Anthocyanin reveals itself in the vibrant indigo pigmentation 
of the fruits. Each of these varieties has unique characteristics, and 
all are stunningly beautiful. For the best flavor and texture, harvest 
when the colors have deepened and the fruit is soft to the touch."
INDIGO™ ROSE,//territorialseed.com/cdn/shop/products/TM873_450x.jpg?v=1597272949,"80 days. The 2 inch round fruit have nearly blue skin that occurs on the portion of the fruit that is exposed to light, while the shaded portion starts out green and turns deep red when mature. Inside, the flesh reveals the same rouge tone with a superbly balanced, multi-faceted tomatoey flavor. The indeterminate plants have an open habit and are very vigorous producers. Bred at Oregon State University. PVP201100302Developed with traditional breeding techniques, the fruit of these unusual varieties contain high levels of anthocyanin, a naturally occurring antioxidant found in blueberries, and reported to combat disease. Anthocyanin reveals itself in the vibrant indigo pigmentation of the fruits. Each of these varieties has unique characteristics, and all are stunningly beautiful. For the best flavor and texture, harvest when the colors have deepened and the fruit is soft to the touch."
ITALIAN HEIRLOOM,//territorialseed.com/cdn/shop/products/TM826_450x.jpg?v=1640803318,"75 days. Short-season gardeners, this one’s for you! With the looks and taste of a quintessential cherished heirloom tomato, these deeply pleated, maroon fruit have outstanding flavor and great production to boot! Indeterminate plants set the 3 ½ inch, squat, beefy slicers continuously from relatively early in the season."
JAPANESE TRIFELE BLACK,//territorialseed.com/cdn/shop/products/TM952_450x.jpg?v=1597273019,"80-85 days. A truly transcendent tomato. Pear-shaped fruit has green-streaked shoulders, deepening to a burnished mahogany and finally to a darkened, nearly black base. The meaty interior has similar, opulent shades and an incomparable, complex and rich flavor to match. The fruit reach 2 ½–3 inches long and wide and are very crack resistant. Indeterminate, potato-leafed plants."
JAUNE FLAMME,//territorialseed.com/cdn/shop/files/TM816_450x.jpg?v=1704253972,"75–80 days. Light up your tastebuds with this delightful heirloom. French for Yellow Flame, these deep orange beauties stack up by the dozens in long trusses on indeterminate vines. At 2 inches round and a full, well-balanced flavor of sweet and sour, they’re just right for slicing into salads, roasting, drying or cooking into sauce."
KELLOGG'S BREAKFAST,//territorialseed.com/cdn/shop/products/TM948_450x.jpg?v=1597273013,"85 days. These beefy slicers are plenty big enough for breakfast, lunch, and dinner! Easily reaching 4–5 inches across or larger, the brilliant, orange fruit are rich, meaty, and full flavored. Indeterminate plants have an open, rambling habit."
LEGEND,//territorialseed.com/cdn/shop/products/TM919_450x.jpg?v=1597272990,"68 days. If late blight has been a problem in your garden, you should try growing Legend. Legend has shown some tolerance of late blight fungi US8 and US11  So even in the most virulent areas, gardeners have a chance of harvesting ripe tomatoes. Legend not only demonstrates tolerance of late blight, but is also one of the earliest maturing slicing tomatoes we know of. Legend produces amazingly sweet tomatoes with just the right amount of acidity. The big, 4–5 inch, parthenocarpic fruit are glossy red, with a uniform round shape. Bred and released by Dr. Jim Baggett at Oregon State University. Determinate. LB."
LITTLE NAPOLI,//territorialseed.com/cdn/shop/products/TM856_450x.jpg?v=1597272930,"60-65 days. Our hands-down choice for a roma-style tomato that’s comfortable growing in a container. The exceptionally compact, determinate plants produce heavy flushes of fruit, perfect for cooking up into rich sauce, soup or ketchup. The bright crimson, oval tomatoes are meaty and dense with a rich, tangy flavor. These dual-use tomatoes are also ideal in salads. Overall plant size is 12–24 inches tall, stretching 24–36 inches wide."
LIZZANO,//territorialseed.com/cdn/shop/products/TM967_450x.jpg?v=1597273030,"65 days. One of the most beautiful and early-maturing cherries you can grow. Lizzano was crowned an AAS winner for its sweet, flavorful 1 inch fruit and its extra long harvest window. The well-mannered, semi-determinate plants thrive in the garden or containers, and they are sure to find a home in any garden setting. Disease resistant. LB."
MAITAI,//territorialseed.com/cdn/shop/files/TM818_450x.jpg?v=1704253934,"70 days. Intoxicatingly delicious, this sunset-colored beefsteak will have you coming back for seconds. MaiTai produces big, 3 inch, slightly squat fruit with golden yellow skin and juicy flesh that’s blushed yellow, orange and rose. As tempting as it looks, the smooth texture and full, sweet, slightly tangy flavor are guaranteed crowd pleasers. Healthy, indeterminate plants boast strong disease resistance for lots of productivity throughout the season. HR: F 0–1, FOR, LM A–E, ToANV, ToMV 0–2, V 0."
MARSALATO,//territorialseed.com/cdn/shop/products/TM829_450x.jpg?v=1636001108,"75 days. When it comes to the eye appeal of a tomato, Marsalato steals the show. These deeply pleated, squat fruit reach 2 inches tall and 3 inches wide with glossy red, firm skin and solid, meaty flesh. Add its super strong disease resistance and delightfully tangy flavor and this classic Marmande type will be a garden and kitchen favorite. Indeterminate habit. F 0, FOR, LM, ToMV 0–2, ToANV, V 0."
MOMOTARO,//territorialseed.com/cdn/shop/products/TM872_4_450x.jpg?v=1607638944,"70 days. Momotaro is one of the most popular tomato varieties in Japanese markets and for good reason. Its flavor is an intricate and harmonious combination of sweet and tangy that has won Momotaro several tomato tasting contests. The radiant pink slicers weigh 6–7 ounces. Momotaro is durable, heat tolerant, and crack resistant with good storability. Indeterminate. HR: F 1–2, L, N, ToMV, V. IR: B."
MORTGAGE LIFTER,//territorialseed.com/cdn/shop/products/TM904_450x.jpg?v=1597272980,"95 days. As the story goes, a tomato farmer facing bankruptcy selected a tomato that produced so well, he was able to sell the plants to pay off the mortgage. We’re not sure that would be the case today, but Mortgage Lifter certainly produces an abundance of 1–2 pound fruit. Not the prettiest in the world, but meaty and full of heirloom flavor. Indeterminate. Disease resistant."
MOUNTAIN MAGIC,//territorialseed.com/cdn/shop/products/TM991_450x.jpg?v=1597273045,"70-75 days. The pinnacle of flavor and eating quality, these picture-perfect fruit are brilliant red with a juicy, smooth interior with low acid and high sugars. The uniform, crack-resistant, 1 ¾ inch globes appear in trusses of up to a dozen fruit on indeterminate plants. F 1–3, LB, V. IR: AB."
MOUNTAIN MERIT,//territorialseed.com/cdn/shop/products/TM876_450x.jpg?v=1597272953,"75 days. This multi-purpose slicing tomato earned an AAS award for its unsurpassed disease resistance, good flavor and production. Deep red beefsteaks average 3-3 ½ inches across with firm flesh. Early, hard-working, determinate plants stay healthy throughout the season. HR: F 1-3, LB, TSWV, V. IR: AB, N."
NOVA,//territorialseed.com/cdn/shop/products/TM974_2_450x.jpg?v=1668557708,"65 days. One of the earliest roma types to ripen in our trials, Nova exploded with fruit before most other saucing types. Meaty, lipstick red, 1 ½ inch by 2 inch fruit is elongated with a pointed end. Compact, determinate plants.  Start your tomato canning and sauce making early with this delightful, excellent tasting tomato."
OLD GERMAN,//territorialseed.com/cdn/shop/products/TM982_450x.jpg?v=1597273040,"85 days. Indulge in one of these treasured heirlooms and experience the true meaning of pleasure! Routinely weighing in at over a pound and a half, Old German was one of the largest fruit in our trials. It is both delicious and beautiful with succulent, meaty fruit and golden-streaked, reddish skin. Indeterminate."
ORANGE BRANDYWINE,//territorialseed.com/cdn/shop/products/TM835_450x.jpg?v=1607638548,"80 days. In the true nature of the famed Brandywine name, this uniquely colored tomato boasts huge, 1 pound beefsteaks with exquisitely smooth flesh that is richly sweet with a touch of spice. We consider this variety the absolute best orange beefsteak available. Strong, potato-leaf indeterminate plants are very high yielding."
ORANGE PARUCHE,//territorialseed.com/cdn/shop/files/TM966_2_450x.jpg?v=1704253353,"67 days. The quintessential flavor of summer is captured in these sweet and flavorful fruit. Orange Paruche excels in productivity with astonishing quantities of brilliant, glowing orange fruit that are irresistible and vitamin packed. The 1 inch round fruit crowd branched trusses on the indeterminate, vigorous plants. The winner of our in-house taste test. F 1, TMV, ToMV."
OREGON SPRING,//territorialseed.com/cdn/shop/products/TM863_2_450x.jpg?v=1636742266,65-70 days. This determinate variety was developed at Oregon State University. Their research shows that Oregon Spring will produce incredibly early yields of tomatoes when planted outside a month before your last frost date and given no protection except on frosty nights. Parthenocarpic. V.
OREGON STAR,//territorialseed.com/cdn/shop/products/TM921_450x.jpg?v=1597273560,"75-80 days. Oregon Star is back by popular demand! Thanks to years of our farm's maintenance breeding program, we've developed this exceptional strain with improved fruit shape and earlier ripening. The vigorous, determinate plants produce huge fruit, 3 by 5 inches that are the meatiest sauce tomatoes imaginable. A signature characteristic of Oregon Star is its variability in fruit shape. Regardless of appearance, your harvest will make the richest soups and sauces. PAT."
PILLAR™ CATCH ORANGE,//territorialseed.com/cdn/shop/products/TM819_450x.jpg?v=1668557946,"65 days. A showpiece of a tabletop plant that yields equally delicious fruit! Pillar™ Catch Orange has a tidy, upright habit and produces trusses of heart-shaped, orange tomatoes with a sweet, perfumed flavor. At 1 ¼ inch tall and wide, these morsels will provide plenty of snacking right off the plant. Determinate plants.Kitchen Counter CollectionGardening isn’t restricted to people with enough land for planting. Recently we’re seeing a huge push for breeding development in food-producing plants that will flourish in containers with minimal care. We’ve hand-selected this assortment based on flavor, yield, ease of cultivation and appearance, so our gardeners with windowsill or patio space can enjoy the rewards of growing their own food at home. Each of these varieties produces attractive plants with lots of tasty fruit. Staking is recommended."
PINEAPPLE,//territorialseed.com/cdn/shop/products/TM939_2_450x.jpg?v=1597273006,"90 days. Pineapple will remind you of those visits to Grandpa’s garden when you were a kid. The beautiful, red-and-yellow streaked tomatoes can weigh up to 1 pound. One taste will transport you back in time with that great old-fashioned, full-bodied tomato flavor. Indeterminate. Territorial Seed Company's Great Northwest Tomato Taste-Off winner."
PINK BERKELEY TIE-DYE,//territorialseed.com/cdn/shop/products/TM981_450x.jpg?v=1597273394,"65-75 days. Big, succulent fruit can reach 8–12 ounces with a complex blend of flavors. The vivid, rosy-blushed fruit has iridescent, green skin with sunny yellow streaks and an interior that’s a fascinating kaleidoscope of green with trails of red and yellow. The relatively compact, indeterminate plants produce early for such a large tomato."
POMODORO SQUISITO,//territorialseed.com/cdn/shop/products/TM831_450x.jpg?v=1605910570,"80-85 days. A true fingertip-kissing sauce tomato! This San Marzano hybrid produces heaps of luscious fruit for all your sauce, ketchup and soup needs. Vigorous, indeterminate plants set heavy clusters of 6-8, elongated deep red fruit with thick meat, a minimal seed cavity and well-developed flavor. We especially love Pomodoro Squisito’s resistance to blossom-end rot for a San Marzano type. HR: F 0-1, ToMV, V. IR: TYLCV."
POZZANO,//territorialseed.com/cdn/shop/products/TM995_450x.jpg?v=1597273046,"72 days. Pozzano produces remarkably uniform, firm, orange/red fruit in clusters of 4–5. Reaching about 4 ½ inches long and 1½ inches across, they’re moist and meaty and cook down quickly for old world-flavored sauce, soup, or ketchup. We were delighted to see this sturdy indeterminate tomato’s resistance to blossom-end rot. HR: F 0–1, ToMV, V."
PURPLE ZEBRA,//territorialseed.com/cdn/shop/products/TM828_450x.jpg?v=1640802498,"70 days. Purple Zebra’s green-streaked, deep red skin is the first indicator that this tomato is something special. The billiard ball-sized fruit has thick, smooth, dark purple flesh that is so rich and flavorful—umami balanced with a bit of sweet—that it’s difficult to resist. Our trials tasters unanimously agreed that it’s the best tasting new tomato we've had in years. Long, vining, indeterminate plants are very disease resistant, and the fruit resists cracking. IR: LB 2–3, LM A–E, ToMV, TSWV TYLCV, V."
RASPBERRY DROP,//territorialseed.com/cdn/shop/files/TM815_450x.jpg?v=1704253970,"70 days. For us, there’s nothing like munching on a fistful of tasty grape tomatoes in the garden, and Raspberry Drop is the one we repeatedly pick. Thick trusses of dark pink/red, elongated gems with a blush of gold adorn healthy, indeterminate plants. The generously sized, 1 ¼ inch long and 1 inch wide, pointed fruit burst with a candy-like sweet tart flavor. Add the strong disease resistance, and you can keep picking to frost. HR: F 1–2, LM A–E, ToMV, V. IR: TSWV, TYLCV."
RED TORCH,//territorialseed.com/cdn/shop/products/TM833_2_450x.jpg?v=1607639913,"60 days. This eye-popping tomato has superb flavor to match its stunning appearance. The 2 inch long, fiery red fruit are streaked with yellow and pointed like a flame. Big enough for 2 bites, Red Torch provides lots of great snacking early in the season and through to frost. The indeterminate vines shrug off challenging growing conditions and keep the harvests coming."
RED VELVET,//territorialseed.com/cdn/shop/products/TM825_450x.jpg?v=1636001929,"45 days. Red Velvet’s super tight habit and exquisitely sweet, bite-sized fruit make it a must-have for the windowsill and patio gardener. Quite at home in a 4–6 inch pot, this little jewel grows only 6–8 inches tall and wide and sports dark green foliage with clusters of bright red cherry tomatoes. Determinate plants.Kitchen Counter CollectionGardening isn’t restricted to people with enough land for planting. Recently we’re seeing a huge push for breeding development in food-producing plants that will flourish in containers with minimal care. We’ve hand-selected this assortment based on flavor, yield, ease of cultivation and appearance, so our gardeners with windowsill or patio space can enjoy the rewards of growing their own food at home. Each of these varieties produces attractive plants with lots of tasty fruit. Staking is recommended."
RUBY CRUSH,//territorialseed.com/cdn/shop/products/TM837_450x.jpg?v=1597272915,"65-70 days. We’ve been searching for a sweet, flavorful, determinate grape tomato for years, and finally found it! These compact plants are high yielding, producing single and double trusses of 1 ½ inch long and 1 ¼ inch wide, scarlet fruit. The firm grapes hold well on the plant. An excellent option for small gardens and container growing. HR: F 1–2, FOR, ToMV 0–2. IR: L."
RUBEE DAWN,//territorialseed.com/cdn/shop/products/TM821_450x.jpg?v=1668557852,"60 days. Rubee Dawn is like a glistening gem on the vine. This stellar slicer produces big, 3 inch round fruit that ripen very early and boast great flavor along with an attractive, deep red color thanks to its crimson gene expression. The very robust disease resistance means you’ll be enjoying delicious harvests off the indeterminate plants throughout the long season. Aal, F 1–2, FOR, LM A–E, ToMV 0–2, V. IR: L, RK."
SAKURA,//territorialseed.com/cdn/shop/products/TM840_450x.jpg?v=1597272917,"55-60 days. A very reliable and forgiving cherry that’s also early and tasty! Sakura’s vigorous, disease-resistant, indeterminate plants produce long trusses of uniform, 1 ½ inch fruit. These cherry tomatoes are firm, crack resistant, sweet and delicious. The plants are productive in cool and warm seasons. HR: F, LM, ToMV 0–2. IR: RK."
SAN MARZANO,//territorialseed.com/cdn/shop/products/TM996_450x.jpg?v=1597273047,"78 days. The granddaddy of the San Marzano family of sauce tomatoes. This one still ranks among the richest roma types we’ve trialed and is high in sugars, pectin, and flavor for the very best in sauces, pastes, and soups. The rosy red fruit are meaty and thick walled, reaching up to 5 inches long, and gather on the indeterminate plants in thick clusters."
SILETZ,//territorialseed.com/cdn/shop/products/TM867_8c97ae47-15c6-4e9f-873f-db8ca31bdc92_450x.jpg?v=1636742429,"70-75 days. Siletz is one of the most reliable slicing tomatoes you can grow. Coming in early with a nice flush of 4–5 inch deep red fruit that weigh up to 7–10 ounces. The flavor-packed red tomatoes are nearly seedless. Expect several bursts of ripe tomatoes as the season progresses. Vigorous determinate plants are parthenocarpic. Bred by Dr. Jim Baggett of Oregon State University. F1, V."
STUPICE,//territorialseed.com/cdn/shop/products/TM862_2_450x.jpg?v=1607639546,"60-65 days. This cold-tolerant tomato ripens to sweet, red, slightly oval, 2 inch fruit. Stupice consistently gets high marks for taste throughout the summer. Pumps out fruit over the entire season. Indeterminate potato-leaf variety."
SUNGOLD,//territorialseed.com/cdn/shop/files/TM883_4_450x.jpg?v=1704253332,"65 days. Sungold’s fruity or tropical flavor is a big hit with everyone who tastes it. The bright apricot-orange round globes are 1 ¼ inches across and are borne on long, 10–15 fruit, grape-like trusses. The vigorous indeterminate vines produce equally well in the field and the early spring greenhouse. Plan on setting up your lawn chair between Sungold and Sweet Million for blissful snacking. F 1–2, TMV, V."
SWEET APERITIF,//territorialseed.com/cdn/shop/products/TM879_450x.jpg?v=1597272958,"80 days. We have come to expect cherry tomatoes to taste good, but one bite of this one left us stunned. The round fruit are bite-sized delicacies bursting with a complex, wine-like taste and tropical aroma. Vigorous indeterminate plants offer nonstop production of the 7/8 inch fruit on triple trusses. Remarkably, the thin-skinned tomatoes are incredibly crack resistant!"
SWEET MILLION,//territorialseed.com/cdn/shop/products/TM878_450x.jpg?v=1597272956,"65-75 days. Trial ground visitors can’t get enough of this one! The indeterminate plants produce 1–1 ½ inch fruit in grape-like clusters. A truss of these “two bite” size tomatoes is welcome next to any mixed greens salad. HR: F 1–2, TMV, ToMV 0–1."
SWEET PEA,//territorialseed.com/cdn/shop/products/TM951_450x.jpg?v=1597273017,"62 days. We instantly fell in love with this delightfully tiny tomato. Its miniscule leaves, flowers and ¼ inch, ruby red fruit are the teeniest we’ve seen. Deceptively big on sweet, currant flavor, they are a treat in salads, as a garnish or right off the plant by the handfuls! Sweet Pea is a charming, indeterminate plant with a low, spreading habit that lends itself to container living and especially to hanging baskets."
TASTI-LEE®,//territorialseed.com/cdn/shop/products/TM869_450x.jpg?v=1597272942,"75 days. Tasti-Lee® holds the triple crown in great flavor, heightened nutrition, and extended shelf life. The culmination of years of exhaustive conventional breeding, these magnificent tomatoes are full of satisfying balanced flavor and up to 50% more of the antioxidant lycopene than most other tomato varieties. Brilliant red inside and out, the slightly flattened fruit measure 3 ½ inches wide and 2½ inches tall. Deep green, determinate plants are aggressive producers and provide good shade against sunscald. F 1–3, V"
YELLOW PEAR,//territorialseed.com/cdn/shop/products/TM885_2_450x.jpg?v=1607639702,"75-80 days. This pear tomato is a real overachiever! A great tomato just loaded with hundreds of small 1–2 inch yellow pear-shaped fruit. Indeterminate, so a trellis is recommended for heavy production. F 1–2, V."
ATLAS,//territorialseed.com/cdn/shop/products/XA110_450x.jpg?v=1635891795,"Atlas has the best of what makes asparagus a garden and kitchen favorite. Early and high yields of deep green spears with tight tips. The vigorous plants are very hardy and show good resistance to Fusarium. Will overwinter to zone 3.
  
  
  Asparagus crowns are 1 year old and ship in March or April. The crowns are inspected by the New Jersey Department of Agriculture and are free of Fusarium. Please order early for best availability. Available only within the contiguous US."
JERSEY KNIGHT,//territorialseed.com/cdn/shop/products/XA104_450x.jpg?v=1635891814,"This predominately male variety yields the highest quality spears of the Jersey hybrids. Developed on the East Coast, Jersey Knight performs well all across the US. Jersey Knight is highly resistant to rust, Fusarium wilt, root rot, crown rot, and Cercospora. It is also hardy in cold winter climates where the soil freezes solid. Will overwinter to zone 3.Asparagus crowns are 1 year old and ship in March or April. The crowns are inspected by the New Jersey Department of Agriculture and are free of Fusarium. Please order early for best availability. Available only within the contiguous US."
PURPLE PASSION,//territorialseed.com/cdn/shop/products/XA107_450x.jpg?v=1597273647,"The very mild, sweet tasting spears of Purple Passion have a sugar content 20% higher than green asparagus and are a delight to eat. When cooked, they turn a brilliant green color. Purple Passion is adaptable and well suited for culture in all parts of the US. Averages 50% male and 50% female plants; overwinters to zone 3.Asparagus crowns are 1 year old and ship in March or April. The crowns are inspected by the New Jersey Department of Agriculture and are free of Fusarium. Please order early for best availability. Available only within the contiguous US."
BLUE,//territorialseed.com/cdn/shop/products/HR1011_450x.jpg?v=1597272498,Agastache rugosa A wonderful plant that benefits the gardener and wildlife alike. Honeybees and butterflies love the nectar from the indigo-violet to blue flowers. Gardeners love the tea made from the leaves. The 3–4 foot tall plants will produce their flowers on dense spikes 2–6 inches long. Hardy in zones 5 and above. Approximately 2200 seeds per gram. Germination code: (1)
GOLDEN JUBILEE,//territorialseed.com/cdn/shop/products/HR1003_450x.jpg?v=1597272498,"Agastache rugosa Hummingbirds, butterflies, and bees alike all adore the 3 inch, soft lavender-blue flowers that grace this AAS and Fleuroselect Award winner. The blooms contrast wonderfully with the chartreuse-yellow foliage—especially striking when planted alongside red-foliaged plants. The highly aromatic leaves can be used for teas or dried for potpourris, and the flowers can be sprinkled on salads for a dash of color. Also excellent as a cut flower. The 2–4 foot plants bloom July through August. Hardy in zones 6 and above. Germination code: (1)"
AROMA II,//territorialseed.com/cdn/shop/products/HR1042_450x.jpg?v=1597272501,"70 days. An improved selection of our gold standard in Genovese-type basil varieties, Aroma II boasts the same heavenly fragrance and flavor you’d expect in a fine, culinary basil with enhanced disease resistance. Long-lasting plants grow 20–24 inches tall with thick, glossy, dark green, 3 inch long leaves. Intermediately resistant to Fusarium wilt."
EMILY,//territorialseed.com/cdn/shop/products/HR1049_450x.jpg?v=1605910559,"A classic Genovese basil with a sweet aroma, compact habit and disease resistance. Emily is a versatile, premium-quality variety that is well suited for garden or container cultivation. Reaching 12-18 inches tall, the plants offer lots of long, succulent leaves for repeated cutting thanks to its rapid regrowth. IR: F."
MAMMOTH SWEET,//territorialseed.com/cdn/shop/products/HR1055_450x.jpg?v=1597272507,"The beginnings of a culinary masterpiece! Hailed by the chefs of Italy, we bring you the largest-leaved basil we have seen. Sought after for its culinary wrapping qualities, Mammoth Sweet has large yellow-green leaves with slight puckering and the most heavenly aroma."
SWEET BASIL,//territorialseed.com/cdn/shop/products/HR1054_450x.jpg?v=1597273364,"70 days. Our strain of Sweet Basil is a great culinary extravaganza, allowing several harvests over the season from 18 inch tall plants. Use leaves of all sizes in salads or to make pesto."
BANDERA DEEP ROSE,//territorialseed.com/cdn/shop/products/HR1209_450x.jpg?v=1597273567,"Lavandula stoechas An exquisite Spanish lavender and a first of this type for us to offer as live plants or from seed. These pink-blooming, fragrant plants have a very attractive, dense, compact, mounded habit. They bloom earlier in the season than many other Spanish varieties. Growing 7-9 inches tall and 10-12 inches wide, the plants cover themselves in large blooms with deep rosy flowers topped with lighter pink flags. You'll see the first bloom in spring and a second, lighter flush in late summer. Hardy in zones 7a-10b. Germination code: (1)"
ELLAGANCE PURPLE,//territorialseed.com/cdn/shop/products/HR1214_450x.jpg?v=1597272529,"Lavandula angustifolia The beauty and fragrance of lavender, but without the wait! In the first year from seed, our Ellagance Purple has out-performed other varieties, reliably growing breathtaking, bushy plants with loads of flowers. The plants grow impeccably uniform at 12-14 inches tall, and explode with lush, dense spires of perfumed, beautiful deep purple blooms unlike any other in its species. Germination code: (1)"
SWEET MARJORAM,//territorialseed.com/cdn/shop/products/HR1234_450x.jpg?v=1597272531,Origanum majorana  A great culinary herb that has a sweet oregano-like flavor. Pinch out the top when the plant is 2–3 inches tall to encourage side growth. Approximately 4200 seeds per gram. Germination code: (1)
GREEK,//territorialseed.com/cdn/shop/products/HR1265_450x.jpg?v=1597272533,"Origanum vulgare hirtum A true oregano collected from the mountains of Greece. You will be surprised by its spicy flavor. It has tiny white flowers and is very hardy when established. Imparts a wonderful, wild mountain aroma in the garden. Hardy in zones 5 and above. Approximately 10,500 seeds per gram. Germination code: (4)"
KIRIGAMI,//territorialseed.com/cdn/shop/files/HR1269_3_450x.jpg?v=1704253158,"Origanum x hybrida We love ornamental oregano in hanging baskets and mixed containers and are very pleased to offer Kirigami from seed. This cultivar produces exceptionally dense mounds of fragrant, light green foliage tipped with drooping, hop-like flowers. The unusual texture and mix of green flowers that blush to purple/ pink make for stunning displays all summer. Heat and drought tolerant plants reach 8–10 inches tall and spread 12–14 inches. Full sun and cool nights both encourage deeper purple coloration in the blooms. Hardy in zones 5 and above. Germination code: (4)"
SUMMER SAVORY,//territorialseed.com/cdn/shop/products/HR1322_450x.jpg?v=1636002578,"Satureja hortensis The annual cousin to perennial Winter Savory, this variety offers a delicious, spicy, pungent, herby flavor and aroma to a vast repertoire of dishes including meat, fish, mushroom, bean, sauces and more. Used fresh, your summer cuisine will shine with the complex taste of the leaves and tender stems. The bees absolutely adore Summer Savory’s later-season blooms, and, if allowed, the plants willingly re-seed. Approximately 1650 seeds per gram. Germination code: (1)"
HERBES DE PROVENCE COLLECTION,//territorialseed.com/cdn/shop/products/HR1500_450x.jpg?v=1636074095,"A collection that would make Julia Child proud! This foundation herb collection is a great way to build an herb garden from scratch or complement an already established one with classic culinary plants. Create your personal, custom herbes de Provence dried blend, a combination of aromatic, woodsy, floral flavors that provides delicious, Mediterranian seasoning to a multitude of savory, year-round dishes. Contains one of each: Arp Rosemary, English Thyme, Greek Oregano, Phenomenal Lavender, Sweet Marjoram, Summer Savory."
PESTO PERPETUO,//territorialseed.com/cdn/shop/products/HR1060_450x.jpg?v=1597273179,"Ocimum basilicum citriodorum The beauty and flavor of this basil will earn it a prominent place in your herb garden. Not only is Pesto Perpetuo a superb culinary plant, but its light green and cream variegation makes it an eye-catching gem. The non-flowering, columnar plants grow up to 48 inches tall, furnishing enough foliage for pesto by the pound! With substantial light, this tender perennial will be happy indoors during winter months. Hardy in zones 9–11. USPP16260"
