Name,Image URL 1,Description,Image_URL
"Bicolor Corn
              My Fair Lady",,"Easy to grow, vigorous and early maturing, My Fair Lady’s big, well filled ears have tender golden kernels and exceptional full sweet flavor. Widely adapted, very productive variety.

            
            
            
            
      			
              
                Seed Count: Approx. 50-52 / Weight: 8 g / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"White Corn
              Sugar Pearl",,"EXCLUSIVE – Our favorite early white for top eating quality. Sugar Pearl’s fast-growing, vigorous stalks grow just 5 to 5 1/2 feet tall, producing delicious ears of pearly white sweet kernels with that delicate, meltingly tender flavor that characterizes really delicious white corn. Sugar Pearl was bred for specialty and farmers markets where taste is the prime criteria for success. This trouble-free and reliable variety is ideal for short or early season growing, ripening succulent ears before most other white varieties.
            
            
            
            
      			
              
                Seed Count: Approx. 62-65 / Weight: 7 g / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Container Cucumber
              Bush Slicer",,"EXCLUSIVE - Bush Slicer offers juicy slicing cucumbers in record time on dwarf bushes, perfect for small space or container gardens. The straight, 6 to 8 inch-long fruits have smooth, tender skin with small seed cavities and sweet, crisp flesh. These sturdy indeterminate hybrid vines yield strong crops in both cool conditions and real summer heat. Bush Slicer is resistant to powdery mildew, cucumber mosaic virus and scab. Enjoy this space-saving cucumber in delicious salads from your own patio this season.
            
            
            
            
      			
              
                Seed Count: Approx. 15-20 / Weight: 500 mg / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"English Cucumber
              Chelsea Prize",,"EXCLUSIVE - Our cucumber lovers’ reward, 12 to 15 inch Chelsea Prize is the same long, elegantly slender English cucumber found at a premium price in upscale markets. These thin skinned, bitter-free cucumbers are always easy to digest with absolutely delicious crispy sweet flesh and few seeds. The handsome glossy fruits are produced in abundance from every node of the vigorous, self-pollinating vines. Enjoy them all summer in wafer-thin juicy slices for salads or cut into refreshing crisp wedges.(Scab resistant)
            
            
            
            
      			
              
                Seed Count: Approx. 16 / Weight: 500 mg / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Pickling Cucumber
              Endeavor",,"EXCLUSIVE - This early bearing pickling or “Kirby” cucumber is a kitchen garden dynamo that produces an extended harvest of dark green, crispy, curved fruits with the traditional knobby “pickle” skin. Hybrid Endeavor is great tasting and high yielding. Vines will keep you well supplied for putting up many jars of your favorite treats like kosher dills, bread-and-butter slices, relish and traditional sweet pickles. Endeavor is also a fine crunchy, fresh-eating cucumber right from the vine. Plants are resistant to mosaic viruses and downy mildew. 
            
            
            
            
      			
              
                Seed Count: Approx. 34 / Weight: 700 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Petite Pickles
              French Cornichon",,"EXCLUSIVE – Cornichons are tiny, European style “mini” pickles. Traditionally they are made into the tiny, tangy pickles often served with cocktails and pâtés. Our imported French Cornichons are both early and vigorous with vines that produce high yields of refined, firm-fleshed little pickles to harvest when well-filled and just a few inches long. They are super easy to make into delicious baby pickles or tiny, sweet, crunchy gherkins. Our disease-resistant, imported variety produces extra early.
            
            
            
            
      			
              
                Seed Count: Approx. 26 / Weight: 500 mg / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Mediterranean Cucumber
              Garden Oasis",,"Garden Oasis is a deluxe Beit-Alpha style hybrid, renowned for quality throughout the Mediterranean basin but not often offered commercially here because its delicate flesh doesn’t permit easy shipping. The medium green fruits are smooth and glossy, about 5 to 8 inches long, with very thin and tender skins and pale, juicy crisp flesh—the ultimate in cool and crunchy refreshment. Strong and early bearing Oasis plants are resistant to mosaic viruses and powdery and downy mildew.
            
            
            
            
      			
              
                Seed Count: Approx. 30-35 / Weight: 750 mg / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Persian Baby Cucumbers
              Green Fingers",,"EXCLUSIVE - Appetizing little Green Fingers are cute mini cucumbers that are smooth, thin-skinned, crispy, and ready to pick when just 3 to 5 inches long. The vigorous, powdery mildew tolerant vines are self-pollinating, early-bearing, and set fruits reliably even in difficult conditions. Enjoy these quality baby cucumbers all season long. It took us a long time to find a good seed source for these exceptional little baby cucumbers usually found only in Middle Eastern markets.
            
            
            
            
      			
              
                Seed Count: Approx. 17 / Weight: 400 mg / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Cucumbers
              Lemon Cucumbers",,"An American favorite for
over a hundred years, lemon
cucumbers effortlessly produce
loads of pastel yellow
fruit just the color, size and
shape of pale lemons. They
have a mild, sweet flavor,
crisp texture and non-bitter,
thin skins. Cool and refreshing,
very young Lemon cukes
are delicious eaten right from
the garden like a fresh crispy
apple. You can also use them
for crunchy pickles. Vigorous
Lemon cucumber vines can
easily be trained up a trellis
or strings for easy harvesting.
            
            
            
            
      			
              
                Seed Count: Approx. 35-40 / Weight: 1 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Slicing Cucumber
              Patty’s Marketmore",,"Our own selection of this classic high yielding heirloom that produces long, dark green fruits with crunchy texture and mild sweet flavor. Weather tolerant and resistant to viruses and disease.
            
            
            
            
      			
              
                Seed Count: Approx. 30 / Weight: 725 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Slicing Cucumber
              Straight Eight",,"Classic American heirloom whose vigorous leafy vines bear good crops of juicy slicing cucumbers with a crunchy texture and mild, sweet flavor.
            
            
            
            
      			
              
                Seed Count: Approx. 38-42 / Weight: 750 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Chinese Cucumber
              Suyo Long",,"Asian heirloom cucumber producing lots of long, slender and ribbed, burpless deep green cukes with a fine delicate flavor and crispy texture that cucumber lovers will treasure.
            
            
            
            
      			
              
                Seed Count: Approx. 23 / Weight: 750 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
