Name,Image URL 1,Description,Family,Type,Native,Hardiness,Exposure,Plant_dimension,Variety_info,Attributes
Texas Early Grano Bulb Onion Seeds,//www.botanicalinterests.com/cdn/shop/files/3604i_Onion-Bulb-Yellow-Texas-Early-Grano-ORG.jpg?v=1715192415&width=1445,"Selected from Spain and improved over several years, Texas A&M University released 'Texas Early Grano' in 1944. Grown for its large tops and high yield, its extra-large bulbs can grow to weigh up to a pound. With white flesh and straw-colored skin, this sweet onion will shine cooked or fresh. Great disease resistance. As a short-day onion, it grows best from fall to spring in the southern states, south of the 35th parallel. Not recommended for cold-climate areas unless greenhouse grown.",Days to Maturity: 110 days,"Family: Alliaceae (formerly Liliaceae) Allium or Onion family, includes onions, garlic, chives, shallots, and leeks.",Type: Short-day sweet onion. (Learn more),Native: Exists only in cultivation,Hardiness: Biennial grown as an annual,Exposure: Full sun,"Plant Dimensions: Large, softball-sized bulbs up to 1lb each",Variety Info: Light brown skin surrounds the white onion. Large bulbs can grow up to 1 lb. each. 'Texas Early Grano' is a sweet onion with a short to moderate storage period.
Glass Gem Flint Corn Seeds,//www.botanicalinterests.com/cdn/shop/files/3176i_Corn-Flint-Glass_Gem-ORG-BIO.jpg?v=1721629133&width=1445,"An unbelievably stunning corn bred by part-Cherokee farmer, Carl Barnes, from ancestral, Native American corn. Ears are a kaleidoscope of gem-like, rainbow kernels. 'Glass Gem' goes beyond pretty ornamental corn, it can also be used to make cornmeal, flour, popcorn, or traditional parched corn.",Days to Maturity: 100–110 days,Family: Poaceae,Type: Flint Corn (Learn More),Native: Americas,Hardiness: Frost-sensitive annual,Exposure: Full sun,Plant Dimensions: 6'–10' tall,"Variety Info: Ears are 3""–8"" long, with colorful, opalescent kernels; 2–5 ears per stalk depending on conditions. Developed from crosses of heirloom Pawnee miniature popcorns with an Osage red flour corn, and another Osage corn called 'Greyhorse'."
Belstar Broccoli Seeds,//www.botanicalinterests.com/cdn/shop/files/3181i_Broccoli-Belstar-ORG-new2025.jpg?v=1721629187&width=1445,"Grow this star in your garden! Selected for its heat tolerance, it's great for spring or late-summer sowing. The big, 6""–8"" blue-green, tightly-packed heads of 'Belstar' are followed by many smaller side shoots for multiple harvests. It also grows well in the winter in mild climates. Inert organic coating improves seed visibility when sowing.",Days to Maturity: 65–70 Days,Family: Brassicaceae,Native: Europe,Hardiness: Frost-tolerant annual,Exposure: Full sun,"Plant Dimensions: About 18"" wide and 20"" tall","Variety Info: 6""–8"" blue-green, domed heads are tightly packed with medium-sized florets and followed by smaller florets. Widely adapted.","Attributes: Frost Tolerant, Cold Tolerant, Heat Tolerant"
Hairy Vetch Cover Crop Seeds,//www.botanicalinterests.com/cdn/shop/files/7608i_L-Cover-Crop-Hairy-Vetch-ORG.jpg?v=1715194556&width=1445,"Hairy vetch is a hard-working, fast-growing cover crop, adding large amounts of nitrogen into the soil, benefiting the next crop. It grows quickly and densely, smothering and helping to prevent pesky weeds. At the bloom stage, it contributes the most nitrogen and is easiest to incorporate. It biodegrades quickly, needing just a few weeks of rest before sowing your next crop. Usually winter hardy in USDA zones 4 and warmer, resuming growth the following spring. While top growth may be slow in the winter, it acts as a blanket to your soil, preventing erosion from wind or water and the deep roots are still growing, feeding soil organisms, and improving soil structure and water retention. Fairly drought tolerant and also tolerant of temporary flooding.",Days to Maturity: 60 Days,Family: Fabacea,"Native: Africa, Asia, and Europe","Hardiness: Frost-tolerant annual, winter hardy in USDA zones 4 and warmer",Exposure: Full sun to part shade,"Plant Dimensions: 24"" tall; plants can reach 12' long","Variety Info: Hairy vetch is a sprawling legume with white to purple flowers, that is valuable for providing nitrogen to the soil. Some research shows that as a mulch, it can increase the subsequent crop's disease resistance.","Attributes: Frost Tolerant, Drought Tolerant"
Caraflex Cabbage Seeds,//www.botanicalinterests.com/cdn/shop/files/3288i_Cabbage-Caraflex-BIO.jpg?v=1721628800&width=1445,"Say goodbye to leftover cabbage in your fridge! At only 1 ½ – 2 pounds fully grown, 'Caraflex' is just the right size for a small household. Novel, pointed heads look ornamental in the garden, and its leaves are tightly wrapped, protecting the tasty interior from weather and pests. Mild and sweet, this cabbage is delicious eaten raw, braised in your favorite broth, or caramelized in the oven. Inert organic coating improves seed visibility when sowing.",Days to Maturity: 75 days,"Family: Brassicaceae (formerly Cruciferae) Mustard or Cabbage family, includes alyssum, iberis, watercress, broccoli, turnip, Brussels sprouts, cauliflower, and kohlrabi.",Native: Europe,"Hardiness: Frost-tolerant biennial, grown as an annual",Exposure: Full sun to part shade,"Plant Dimensions: 9"" tall, 4 ½"" wide. 1 ½ – 2 pounds at maturity.","Variety Info: Small, light green, cone-shaped heads with thin leaves.",Attributes: Frost Tolerant
Resina Calendula (Pot Marigold) Seeds,//www.botanicalinterests.com/cdn/shop/files/2042i_Calendula-Resina-ORG.jpg?v=1708514952&width=1445,"Bright yellow, daisy-like blooms will catch your eye, and the exceptionally resin-rich petals of 'Resina' will delight herbalists. Calendula is very frost tolerant and may even be seen blooming in snow! Calendula petals have been used for medicinal purposes for hundreds of years and are also edible. Mix into egg dishes, casseroles, baked goods, salads, or sandwiches.",Family: Asteraceae,Native: Probably the Mediterranean region,Hardiness: Frost-tolerant annual; may reseed to come back following year.,Exposure: Full sun,Bloom Period: Spring to frost,"Plant Dimensions: 24"" tall, 18"" wide","Variety Info: 2"" yellow or orange flowers with gold centers","Attributes: Attracts Pollinators, Cut Flower, Deer Resistant, Drought Tolerant, Edible Flower, Frost Tolerant"
Lilliput Zinnia Seeds,//www.botanicalinterests.com/cdn/shop/files/2060i_Zinnia-Lilliput-ORG.jpg?v=1715193716&width=1445,,Family: Asteraceae,Type: Zinnia (Learn more),Native: Mexico,Hardiness: Annual,Exposure: Full Sun,Bloom Period: Summer to frost,"Plant Dimensions: 22""–36"" tall","Variety Info: 1""–1½"" semi-double and fully double flowers in salmon, purple, rose, orange, and scarlet"
Brentwood Leaf Lettuce Seeds,//www.botanicalinterests.com/cdn/shop/files/3184i_Lettuce-Brentwood-ORG.jpg?v=1715192966&width=1445,"These pretty lettuce leaves grow high above the core for easy salad prep cutting. Compact heads produce high yields in a small space, while its bolt resistance allows for a long harvest. Resistant to downy mildew, lettuce leaf aphid, and Fusarium wilt. Seeds are pelletized with an organic coating for easy handling.",Days to Maturity: 21–57 days,Family: Asteraceae,Type: Leaf Lettuce (Learn more),Native: Unknown; lettuce has been in cultivation for a long time.,Hardiness: Frost-tolerant annual,Exposure: Full sun to part shade,"Plant Dimensions: 6""–8"" wide, 4"" tall","Variety Info: Compact, short heads have glossy, burgundy, lobed leaves with a soft texture. Eazyleaf™ lettuces were developed to have a narrow leaf attachment, making them ""one-cut ready"" types, meaning with one cut at the base, the leaves are the perfect size to use for salads. Good bolt resistance and disease resistant to downy mildew, lettuce leaf aphid, and Fusarium wilt."
Romanesco Fennel Seeds,//www.botanicalinterests.com/cdn/shop/files/6129i_Fennel-Romanesco-ORG.jpg?v=1708513190&width=1445,"You are in for a real treat with this gourmet, but often overlooked, garden wonder. Also called Roman or Florence fennel, the crisp, bulbous stem has a delicious, anise flavor and can be eaten raw, sautéed, fried, and used in soups or pasta. Feathery foliage is attractive and is an excellent fresh garnish. Seed can also be harvested as a spice. For best ""bulb"" production, sow for fall harvest.",Family: Apiaceae,"Native: Africa, Asia, and Europe",Hardiness: Perennial in USDA zones 4–9; grown as an annual.,Exposure: Full sun,"Plant Dimensions: Foliage from 2'–4' tall; the ""bulb"", 3""–4"" diameter at the base","Variety Info: The crunchy, dense, licorice-flavored ""bulb"" is comprised of tightly layered, overlapping, swollen stalk ends. The feathery foliage looks similar to dill, but has a delicate, anise flavor. The seeds also taste similar to anise or licorice. 'Romanesco' is a florence type fennel.",,
Sweet Annie Seeds,//www.botanicalinterests.com/cdn/shop/files/2010i_Sweet-Annie-ORG-BIO.jpg?v=1721628786&width=1445,"Sweet Annie, also known as sweet wormwood, is essential for those who love herbal crafts and dried flower bouquets. It grows rapidly and is drought tolerant. Its strong, pleasant, camphor-like fragrance makes it a natural moth repellent! Attractive to bees, butterflies, and birds.",,,,,,,"Variety Info: Small (less than ¼"") chartreuse flowers against highly aromatic, feathery green foliage","Attributes: Attracts Butterflies, Attracts Pollinators, Drought Tolerant, Deer Resistant, Frost Tolerant"
Galilee Blend Larkspur Seeds,//www.botanicalinterests.com/cdn/shop/files/2036i_Larkspur-Galilee-Blend-ORG.jpg?v=1708513765&width=1445,,Family: Asteraceae,"Native: Europe, Asia",Hardiness: Frost-tolerant annual,Exposure: Full sun,Bloom Period: Summer to fall,"Plant Dimensions: 4'–6' tall, 2'–3' wide","Variety Info: 1""–1½"" mostly double flowers in shades of carmine red, lilac, salmon, blue, pink, and white. Single flowers may occur during warm temperatures.","Attributes: Cut Flower, Deer Resistant"
Red Metamorph French Marigold Seeds,//www.botanicalinterests.com/cdn/shop/files/2041i_Marigold-French-Red-Metamorph-ORG.jpg?v=1715195475&width=1445," In cooler weather, Red Metamorph's flowers are a deep burgundy, but when the weather warms, watch as splashes of yellow appear on the petals! Then when cooler weather comes back around, the blooms change back to solid burgundy. Beautiful as a garden hedge, this French marigold is stout and dense at about 2'-3' tall. French marigolds are edible, but with a very strong flavor similar to its pungent scent. Prolific bloomer attracts beneficial insects.",Family: Ranunculaceae,Native: Europe and Asia,Hardiness: Annual,Exposure: Full sun,Bloom Period: Spring to summer,Plant Dimensions: 3'–4' tall,"Plant Dimensions: 24""–36"" tall","Variety Info: 1 ½""–2"" blooms are burgundy in cool weather, streaked with yellow in hot weather. Colors fade with age."
Painted Hill Sweet Corn Seeds,//www.botanicalinterests.com/cdn/shop/files/3148i_Corn-Painted-Hill-ORG.jpg?v=1708513744&width=1445,"This colorful, open-pollinated sweet corn was developed from a cross of the heirloom sweet corn, 'Luther Hill', and 'Painted Mountain' flour (Indian) corn. Because 'Painted Mountain' was selected from the Rocky Mountains, 'Painted Hill' is adapted for short growing seasons and can germinate better than others in cool, wet soils. The 7"", multi-colored ears make a beautiful display, and every kernel is filled with robust, old-time corn flavor. Color is pale when fresh but intensifies when dried.",Family: Asteraceae,Type: French Marigold (Learn more),Native: Mexico,Hardiness: Annual,Exposure: Full sun,Bloom Period: Summer to frost,Plant Dimensions: 5' tall,"Variety Info: 7"" long ears with kernels in yellows, reds, purples, blues, and white. 'Painted Hill' is open-pollinated. Kernel color is pale at the fresh-eating stage. Darker colors develop as ears dry for colorful and unique ornamental corn."
Seychelles Pole Bean Seeds,//www.botanicalinterests.com/cdn/shop/files/7600i_L-Bean-Pole-Seychelles-ORG.jpg?v=1715195575&width=1445,"A 2017 All-America Selections winner, 'Seychelles' (pronounced ""say-shells"") 7'–9' long vines produce trusses (clusters) of delicious, 4""–6"" long, dark green, tender pods that out-perform many standard varieties. Expect earlier and more abundant harvests from this excellent-quality, mostly straight pole bean, which continues to produce until frost. Seeds are slow to develop, and the pods' deep green color remains when cooked. Disease resistant to anthracnose and common bean mosaic virus.",Days to Maturity: 65–80 days,Family: Poaceae,Type: Sugary type (SU) (Learn More),Native: Americas,Hardiness: Frost-sensitive annual,Exposure: Full sun,Plant Dimensions: 7'–9' long vines,"Variety Info: 4""–6"" long, deep green, stringless, mostly straight pods with light-green beans inside. Disease resistant to anthracnose and common bean mosaic virus."
Mountain Sweet Yellow Watermelon Seeds,//www.botanicalinterests.com/cdn/shop/files/3157i_Watermelon-Mtn-Sweet-Yellow-ORG.jpg?v=1715195047&width=1445,"Cutting into this large, 20–35 pound, oblong melon will reveal plenty of juicy, sweet, yellow fruit. These melons have a dark green rind marked with lighter green stripes. Developed from the very popular red-fleshed 'Mountain Sweet' melon grown in the mid-1800s by farmers in the Northeast, this variety grows in any region with warm summers. Long, warm summers produce the largest watermelons.",Days to Maturity: 95–100 days,Family: Cucurbitaceae,Type: Watermelon (Learn more),Native: Africa,Hardiness: Frost-sensitive annual,Exposure: Full sun,Plant Dimensions: 6'–10' vines,Variety Info: Mountain Sweet Yellow' produces oblong fruits that average 20–35 pounds. Outer rind is dark green with lighter green stripes. The yellow interior is firm and sweet.
Indigo Rose Pole Cherry Tomato Seeds,//www.botanicalinterests.com/cdn/shop/files/698_69_large_6ea00756-93b0-4f42-9d07-26690f4e0af2.jpg?v=1721628869&width=1445,"Indigo Rose' was developed by Professor Jim Myers at Oregon State University to include anthocyanins (antioxidants that are beneficial to our health) in the fruits. Its 5' vines require support and produce plentiful 2-ounce fruits in clusters of 6 to 8. You'll find dozens of ways to eat these gorgeous purplish-brown tomatoes with red centers after you taste their balanced, sweet, acidic flavor! Allow fruit to fully ripen on the vine before harvesting. Disease resistant.",Days to Maturity: 80–90 days from transplanting,Family: Solanaceae,"Type: Semi-Determinate, Cherry Tomato (Learn more)",Native: Andes,Hardiness: Frost-sensitive annual,Exposure: Full sun,"Plant Dimensions: Vines can easily reach 5', possibly longer in areas with exceptionally long growing seasons.","Variety Info: 2-ounce, round fruits that turn purplish-brown with reddish undersides and red flesh. This open-pollinated variety has high resistance to early blight and powdery mildew."
Golden Cal Wonder Sweet Pepper Seeds,//www.botanicalinterests.com/cdn/shop/files/3009i_Pepper-Sweet-Golden-CA-Wond-ORG.jpg?v=1715193756&width=1445,"Golden Cal Wonder' brightens up any dish using sweet peppers—stuffed, stir-fried, or grilled. Peppers start out green, then ripen to sunburst yellow with a blush of orange.  Freezes well.",Days to Maturity: 65–75 days from transplanting,Family: Solanaceae,Type: Sweet Pepper (Learn more),Native: Americas,Hardiness: Frost-sensitive perennial grown as an annual,Exposure: Full sun,"Plant Dimensions: 22""–30"" tall and wide","Variety Info: 5"" long, 4"" wide, thick walls. Peppers start out green then turn to yellow with an orange blush when mature. Excellent variety for short season climates."
Marjoram Seeds,//www.botanicalinterests.com/cdn/shop/files/6001i_Marjoram-ORG.jpg?v=1715193691&width=1445,,Family: Laminaceae,Native: Cyprus and Turkey,"Hardiness: Perennial in USDA zones 9 and 10, but most often grown as an annual.",Exposure: Full sun,"Plant Dimensions: 12""–18"" tall, 12"" wide","Variety Info: Small (¼"" – ¾"" wide), round, pale, grey-green, velvety, aromatic leaves. Tiny white or pink flowers appear in midsummer.","Attributes: Drought Tolerant, Good for Containers, Deer Resistant",
Red Russian Kale Seeds,//www.botanicalinterests.com/cdn/shop/files/3013i_Kale-Red-Russian-ORG.jpg?v=1708514799&width=1445,"Kale gets sweeter after the first fall frost. 'Red Russian', brought to North America in 1885, is sweet and tender all the time, making it excellent for mesclun, garnishes, and sautéing. The red veins, wavy margins, and foliage that resembles oak leaves make 'Red Russian' as attractive as it is delicious. Harvest baby greens in just 21 days.",,,,,,,,"Attributes: Frost Tolerant, Cold Tolerant"
Royal Burgundy Bush Bean Seeds,//www.botanicalinterests.com/cdn/shop/files/0227w_Bean-Royal-Burgundy_72028d75-cfc6-493d-9247-48db6165cbf4.jpg?v=1715193297&width=1445,"Royal Burgundy', fresh from your garden, has delicious purple pods that are easily found among the backdrop of green foliage. It grows better than other varieties in cool weather and is unlikely to be challenged by bean beetle. A good container variety. Disease resistant.",Days to Maturity: 21–50 days,Family: Brassicaceae,Native: Europe,"Hardiness: Biennial grown as an annual, kale is very cold hardy and may overwinter in milder climates.",Exposure: Full sun,"Plant Dimensions: 18""–30"" tall, 24"" wide","Variety Info: Wavy, dark green leaves with reddish purple veins and stems.","Variety Info: 5""–6"" long, round, bright violet-purple pods with buff-colored seeds, held above ground on upper part of plant. Resistant to white mold and bean common mosaic viruses 1 and NY15."
Orange Sun Sweet Pepper Seeds,//www.botanicalinterests.com/cdn/shop/files/3088i_Pepper-Sweet-Orange-Sun-ORG.jpg?v=1708513575&width=1445,"Expect big things from this large, sunny pepper that boasts thick walls with rich, sweet flavor. 'Orange Sun' turns from green to orange, pick in both stages to boost production and give meals more color! This pepper is so pretty, you may want to put it in a container on the patio!",Days to Maturity: 55 days,Family: Fabaceae,"Type: Snap Bean, Bush Bean (Learn More)",Native: Mexico and South America,Hardiness: Frost-sensitive annual,Exposure: Full sun,"Plant Dimensions: 15""–20"" tall, compact bush","Variety Info: 3 ½"" by 4"" bright orange, thick-walled fruit."
Brandywine Red & Yellow Blend Pole Tomato Seeds,//www.botanicalinterests.com/cdn/shop/files/3130i_Tomato-Pole-Brandywine-RY-ORG-new2025.jpg?v=1721628932&width=1445,"Brandywines have been favored by tomato lovers for more than 100 years. Fruits often weigh around a pound but can weigh close to 2 pounds! 'Yellow Brandywine' turns golden yellow when ripe, with a balance of sweet and tart; 'Red Brandywine' has a rich, well-balanced tomato flavor. Red seeds are stained with organic coloring to indicate the red tomato, while the yellow tomato seeds are their natural color.",Days to Maturity: 75–80 days after tansplanting,Family: Solanaceae,Type: Sweet Pepper (Learn more),Native: Americas,Hardiness: Frost-sensitive perennial grown as an annual,Exposure: Full sun,"Plant Dimensions: 24"" wide and 32"" tall","Variety Info: 10-30 ounces, often ribbed, flattened, round fruits. 'Yellow Brandywine' ripens to golden yellow, and 'Red Brandywine' ripens to pinkish red. Both are indeterminate type tomatoes."
New Red Fire Leaf Lettuce Seeds,//www.botanicalinterests.com/cdn/shop/files/3177i_Lettuce-Leaf-New-Red-Fire-ORG.jpg?v=1708514647&width=1445,"Flame-tipped, green leaves pack luscious flavor even in the heat of summer. Slow-to-bolt (flower) characteristic means it holds well in your garden, so you can take your time harvesting over a long period. Disease resistance to downy mildew, bottom rot, and tipburn.",Days to Maturity: 76–100 days from transplanting,Family: Solanaceae,"Type: Indeterminate, Slicing Tomato (Learn more)",Native: Andes,Hardiness: Frost-sensitive annual,Exposure: Full sun,Plant Dimensions: Vines up to 6' or longer,"Attributes: Downy Mildew Resistant, Bottom Rot Resistant, Tipburn Resistant, Good For Containers, Frost Tolerant"
Elves Blend Dwarf Sunflower Seeds,//www.botanicalinterests.com/cdn/shop/files/2024i_Sunflower-Elves-Blend-ORG.jpg?v=1708510163&width=1445,"This may be a blend of shorter varieties, but it's not short on selection. Large and small classic sunflowers, and multi-petaled pom-pom types will brighten your garden, draw pollinators, and make cheery bouquets to embellish your indoor spaces. Branching, drought-tolerant plants will be loaded with sunny yellow blooms from summer to fall. Great in containers or as a short, annual hedge. Fantastic first-time flower for your little elves—oops!—kids to grow! Sunflowers are edible, with a bittersweet flavor. The petals add a pretty pop of color on salads and desserts. The young, sunflower buds are edible, with a flavor similar to artichoke hearts. They can be grilled, marinated, or sauteed for an unusual appetizer or side dish.",Days to Maturity: 55 days,Family: Asteraceae,Type: Leaf Lettuce (Learn more),Native: Unknown; lettuce has been in cultivation for a long time.,Hardiness: Frost-tolerant annual,Exposure: Full sun to part shade,"Plant Dimensions: 8""–10"" tall, 6"" wide","Variety Info: 4""–6"" wide bright yellow and golden, single and double flowers, some with dark centers."
Outhouse Hollyhock Seeds,//www.botanicalinterests.com/cdn/shop/files/2048i_Hollyhock-Outhouse.jpg?v=1715195165&width=1445,"Once called ""outhouse flowers"", stunning hollyhocks were grown around outhouses because hollyhocks were tall enough to cover them, and also as a signal to guests where they were located. This hollyhock has a long bloom period, too! Hollyhock flowers are edible, but very bland; however, the large, colorful petals are lovely garnishing salads or desserts. (The flower's central disk, while edible, can be bitter.) Fairly drought tolerant but performs best with ample moisture and rich soil; otherwise, practically care free.",Family: Asteraceae,Type: Sunflower (Learn more),Native: North America,Hardiness: Annual,Exposure: Full sun,Bloom Period: Summer to frost,"Plant Dimensions: 16""–24"" tall","Attributes: Attracts Pollinators, Drought Tolerant"
Artisan Bumble Bee Blend Pole Cherry Tomato Seeds,//www.botanicalinterests.com/cdn/shop/files/3169i_Tomato-Cherry-Artisian-Bumble-Bee-ORG.jpg?v=1708512532&width=1445,"Pink, Purple, and Sunrise Bumble Bee tomatoes make up this sweet and tangy blend. Each tomato is striped, no two are alike, and mixed together they are stunning. Juicy right off the vine or in a salad. Big plants (provide support) produce big yields throughout the season. Crack resistant. Organically color-coded seeds for identification: red seed for Pink tomatoes, natural seed for Purple, and yellow seed for Sunrise.",Family: Malvaceae,Native: Origin unknown,"Hardiness: Biennial, hardy in USDA zones 3–9",Exposure: Full sun,Bloom Period: Summer,Plant Dimensions: 6'–9' tall,"Variety Info: 2""–4"", single, pink, red, burgundy, or white flowers, some with contrasting centers","Variety Info: Round, striped pink, purple, and yellow/orange bicolor. 1 ½"" tomatoes just under 2 ounces."
Five Color Silverbeet Swiss Chard Seeds,//www.botanicalinterests.com/cdn/shop/files/3114i_Swiss-Chard-5-Color-Silverbeet-ORG.jpg?v=1715193827&width=1445,"This bright color mix provides colorful stems and leaves, often with deep red veins. Not only colorful, the stems and leaves provide delicious flavor packed with nutrition. Enjoy tender, baby greens in as little as 20 days. A welcome addition to vegetable gardens, flower beds, and containers.",Days to Maturity: 70 days from transplanting,Family: Solanaceae,"Type: Indeterminate, Cherry Tomato (Learn more)",Native: Andes,Hardiness: Frost-sensitive annual,Exposure: Full sun,Plant Dimensions: Vines up to 6' or longer,Attributes: Frost Tolerant
True Gold Sweet Corn Seeds,//www.botanicalinterests.com/cdn/shop/files/3004i_Corn-Sweet-True-Gold.jpg?v=1708512726&width=1445,"Old-fashioned corn like your grandparents grew! From the garden to the pot, 'True Gold' will transform any plate to a luxurious meal. Large, 9"" ears are very sweet and tender, plants are resistant to stalk-lodging, and stalks are less likely to bend and kink in windy areas.",Days to Maturity: 20–60 days,Family: Amaranthaceae,"Native: Mediterranean region, Europe",Hardiness: Biennial; fairly cold tolerant. Will overwinter in mild climates and withstand light to moderate freezes.,Exposure: Full sun to part shade,"Plant Dimensions: Up to 20"" tall","Variety Info: Tall, wide, fan-like, savoyed (crinkled) green leaves, and a thick, crunchy stalk that can be white, red, orange, or other colors depending on the variety. The petioles (leafstalks) can be yellow, gold, orange, pink, crimson, or white, sometimes streaked with color.","Variety Info: 8""–9"" ears with golden-yellow kernels; 2–3 ears per plant. 'True Gold' is selected from the 1955 hybrid by the same name, now open-pollinated. Plants resist stalk lodging (bending or kinking and falling over)."
Martian Jewels Sweet Corn Seeds,//www.botanicalinterests.com/cdn/shop/files/3180i_Corn-Sweet-Martian-Jewels-ORG.jpg?v=1708514822&width=1445,"Though the striking color is other-worldly, the flavor of this one-of-a-kind jewel is more traditional—slightly less sweet than modern, very sweet hybrids. It was a labor of love to produce an open-pollinated corn that is loaded with beneficial anthocyanins (antioxidants), thanks to its Native American Hopi blue corn parents. Harvest fresh, or wait a bit longer and the sugar subsides, becoming perfect for breads or chowder, or wait even longer to harvest, and use the dried kernels for flour.",Days to Maturity: 70–80 days,Family: Poaceae,Type: Sugary type (SU) (Learn More),Native: Americas,Hardiness: Frost-sensitive annual,Exposure: Full sun,Plant Dimensions: 5'–7' tall,"Variety Info: 8""–10"" ears. Kernels are pearl-white while cobs, stems, and husks are deep-violet."
Black Krim Pole Tomato Seeds,//www.botanicalinterests.com/cdn/shop/files/3118i_Tomato-Pole-Black-Krim-ORG.jpg?v=1708512556&width=1445,"This Russian heirloom originated in Krymsk on the Black Sea in Russia. Baseball-sized fruits weigh 10–12 ounces and have reddish-brown flesh filled with a rich, slightly salty flavor. Fruit sets well in heat and is a reliable ""black"" tomato, producing even under adverse conditions from summer to fall. Provide support for plants that can reach 6' or more.",Days to Maturity: 80–90 Days,Family: Poaceae,Type: Sugary type (SU) (Learn More),Native: Americas,Hardiness: Frost-sensitive annual,Exposure: Full sun,Plant Dimensions: 6' tall,"Variety Info: 10–12 oz. rounded, slightly flattened fruits. Color depends on weather conditions; tomatoes will be near black when ripening in warm weather. In cooler climates, fruit will be dusky pink to burgundy/brown with green shoulders."
Honey Boat Winter Delicata Squash Seeds,//www.botanicalinterests.com/cdn/shop/files/3076i_Squash-Winter-Delicata-ORG.jpg?v=1715193978&width=1445,"A baked and buttered 'Honey Boat' with or without a sprinkling of cinnamon sugar makes a succulent treat for a chilly autumn day! The rich, golden-orange squash has a delectably sweet, nutty flavor. High in calcium, potassium, folate, and vitamins A and C. There's no better way to enjoy summer sunshine in the depths of winter. 9'-12' vines.",Days to Maturity: 70–90 days from transplanting,Family: Solanaceae,"Type: Indeterminate, Slicing Tomato (Learn more)",Native: Andes,Hardiness: Frost-sensitive annual,Exposure: Full sun,Plant Dimensions: Vines up to 6' or longer,"Variety Info: 6""–8"" long, 3"" diameter, and about ¾–1 pounds. Outer shell is ribbed, yellow-tan with green stripes and flecks; flesh is golden orange. Developed by Oregon State University vegetable breeder Jim Baggett in 1988, 'Honey Boat' is a staple of the Oregon Thanksgiving dinner."
Black Seeded Simpson Leaf Lettuce Seeds,//www.botanicalinterests.com/cdn/shop/files/3025i_Lettuce-Blk-Seeded-Simp-ORG.jpg?v=1708513080&width=1445,"Since 1850, 'Black Seeded Simpson' has been a garden favorite for quality, texture, and flavor. Full-sized, frilly leaves can be picked in just over a month, and baby greens can be harvested in 3 weeks! Withstands hot, dry conditions and light frosts better than other varieties.",Days to Maturity: 90 days,Family: Cucurbitaceae,"Type: Delicata Squash, Winter Squash (Learn more)",Native: United States and Northern Mexico,Hardiness: Frost-sensitive annual,Exposure: Full sun,Plant Dimensions: 9' to 12' vines,"Variety Info: Crinkled, light green leaves with frilly edges. Crisp leaves at center of plant blanch almost white when the plant is allowed to grow to full maturity."
Crimson Sweet Watermelon Seeds,//www.botanicalinterests.com/cdn/shop/files/1504_3656_large_612eb761-d8d2-4b25-bfd7-0ae616041f18.jpg?v=1715195315&width=1445,"Watermelon—the word brings to mind the long, lazy days of summer, picnics, and barbecues.  'Crimson Sweet' is a high-quality old standard of home gardens, weighing about 20–25 pounds with bright crimson flesh. With just a little care, it can be easily grown in northern climates; see inside of packet for details. Bottom turns ivory when ripe. Resistant to Fusarium wilt and anthracnose.",Days to Maturity: 21 – 40 days,Family: Asteraceae,Type: Leaf Lettuce (Learn more),Native: Unknown; lettuce has been in cultivation for a long time.,Hardiness: Frost-tolerant annual,Exposure: Full sun to part shade,"Plant Dimensions: 8"" tall, 10"" wide","Variety Info: Crimson Sweet' produces 12""x10"", 20–25 pound fruit with brilliant red, crisp, very sweet flesh. The rind is medium green with dark green striping. Resistant to Fusarium wilt and anthracnose."
Purple Top White Globe Turnip Seeds,//www.botanicalinterests.com/cdn/shop/files/1357_3143_large_28a53d48-ea01-4ef9-b086-9f2e07b64cb4.jpg?v=1715194825&width=1445,,Days to Maturity: 85 days,Family: Cucurbitaceae,Type: Watermelon (Learn more),Native: Africa,Hardiness: Frost-sensitive annual,Exposure: Full sun,Plant Dimensions: 6'–10' vines,Attributes: Frost Tolerant
Tavera Filet Bush Bean Seeds,//www.botanicalinterests.com/cdn/shop/files/3082i_Bean-Bush-Tavera-ORG.jpg?v=1708514606&width=1445,,Days to Maturity: 50 days,Family: Brassicaceae,Native: Probably Eurasia,"Hardiness: Frost-tolerant biennial, grown as an annual; will withstand light frost.",Exposure: Full sun to part shade,"Plant Dimensions: 2""–6"" diameter roots. Greens are 14""–22"" tall with leaf blades 3""–5"" wide.",Variety Info: The globe-shaped roots have purple shoulders above ground and are creamy-white below the soil level.,"Variety Info: 4""–5"" dark green, slender, round, straight pods, with small, white seeds; very tender. 'Tavera' has disease resistance to anthracnose and bean common mosaic virus."
Rocky Arugula/Wild Rocket,//www.botanicalinterests.com/cdn/shop/files/3029i_Arugula-Wild-Rocket-Rocky-ORG.jpg?v=1708513177&width=1445,"Rocky' is a fast-growing, wild-type arugula that grows in a compact rosette form. Wild arugula has a slightly stronger, more complex flavor than regular arugula, and is perennial in USDA zones 6—10. Its flavor can be described as peppery or mustardy with a hint of nuttiness. Tender baby greens are ready in 30 days, at 2""–4"" tall.",Days to Maturity: 54 days,Family: Fabaceae,"Type: Snap Bean, Bush Bean (Learn More)",Native: Mexico and South America,Hardiness: Frost-sensitive annual,Exposure: Full sun,"Plant Dimensions: 15""-20"" compact bush","Attributes: Frost Tolerant, Cold Tolerant, Good for Containers"
